identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-27;2019-10-01;36;1387.325439453125
ML0103;4;2022-09-22;2022-10-05;14;994.0123291015625
ML0105;1;2019-08-28;2019-09-26;30;1149.57470703125
ML0202;5;2022-09-09;2022-10-15;37;1637.797607421875
ML0203;1;2019-09-02;2019-10-16;45;4829.162109375
ML0204;4;2022-09-10;2022-10-15;36;4518.3154296875
ML0205;1;2019-08-27;2019-09-03;8;435.40496826171875
ML0206;1;2019-09-02;2019-10-17;46;4649.8603515625
ML0207;0;2018-08-05;2018-08-06;2;139.70535278320312
ML0207;1;2018-08-22;2018-08-23;2;217.3697052001953
ML0207;2;2018-09-12;2018-09-15;4;226.31256103515625
ML0207;5;2022-09-05;2022-09-06;2;119.66980743408203
ML0301;5;2022-08-31;2022-10-10;41;779.9930419921875
ML0302;2;2019-08-30;2019-10-17;49;329.57659912109375
ML0302;6;2022-09-04;2022-10-10;37;262.76446533203125
ML0304;2;2019-08-26;2019-09-24;30;386.82562255859375
ML0305;0;2016-08-28;2016-10-03;37;754.1483154296875
ML0305;1;2018-08-21;2018-10-12;53;1151.65478515625
ML0305;2;2019-08-27;2019-10-15;50;942.1709594726562
ML0401;4;2022-09-14;2022-10-16;33;4201.490234375
ML0402;0;2016-09-01;2016-10-06;36;1284.248291015625
ML0402;5;2022-09-08;2022-10-16;39;1723.2645263671875
ML0404;0;2017-08-26;2017-08-27;2;108.26371002197266
ML0405;5;2022-09-10;2022-10-21;42;1543.0572509765625
ML0406;4;2022-09-13;2022-10-16;34;4039.373046875
ML0503;4;2022-09-10;2022-10-21;42;2741.910888671875
ML0504;0;2016-07-20;2016-07-21;2;154.04891967773438
ML0504;1;2017-08-26;2017-09-04;10;236.31207275390625
ML0504;6;2022-08-30;2022-08-31;2;195.48175048828125
ML0505;0;2017-08-09;2017-08-11;3;150.15614318847656
ML0505;1;2017-08-26;2017-08-27;2;99.87217712402344
ML0505;5;2022-08-30;2022-09-03;5;132.9921875
ML0506;4;2022-09-16;2022-11-08;54;2824.409912109375
ML0601;0;2018-09-12;2018-12-17;97;2133.3544921875
ML0601;1;2019-09-15;2019-12-25;102;2149.2578125
ML0602;4;2022-09-21;2022-12-05;76;2196.283203125
ML0603;5;2022-10-02;2022-12-23;83;2007.528564453125
ML0604;1;2019-09-14;2019-12-08;86;2300.122802734375
ML0604;4;2022-09-20;2022-12-06;78;2219.90771484375
ML0605;1;2019-09-24;2019-12-30;98;2035.8155517578125
ML0605;5;2022-10-05;2022-12-21;78;1997.0458984375
ML0701;3;2019-11-19;2020-01-23;66;1618.1341552734375
ML0702;1;2019-09-28;2020-01-03;98;2021.9998779296875
ML0702;5;2022-10-08;2022-12-27;81;1941.271728515625
ML0703;0;2016-01-04;2016-01-16;13;1589.3145751953125
ML0703;1;2018-10-19;2019-01-07;81;1714.6199951171875
ML0703;2;2019-09-28;2019-10-04;7;1557.4234619140625
ML0703;3;2019-10-22;2020-01-14;85;1778.1678466796875
ML0901;0;2018-09-01;2018-10-11;41;4775.41845703125
ML0901;1;2019-09-03;2019-10-17;45;4650.02978515625
ML0901;4;2022-09-10;2022-10-14;35;4421.24462890625
