identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-08-27;2018-10-04;39;1425.501953125
ML0101;1;2019-08-28;2019-10-10;44;1361.9454345703125
ML0101;2;2020-08-28;2020-10-19;53;1750.4853515625
ML0101;3;2021-08-21;2021-09-26;37;985.423095703125
ML0101;4;2022-09-04;2022-10-06;33;1025.3145751953125
ML0102;0;2016-08-11;2016-08-12;2;146.64321899414062
ML0102;1;2017-08-27;2017-08-28;2;102.4735336303711
ML0102;2;2018-08-05;2018-09-24;51;449.7134094238281
ML0102;3;2019-08-22;2019-09-20;30;956.5997924804688
ML0102;4;2020-07-17;2020-09-30;76;861.5140991210938
ML0102;5;2021-08-18;2021-08-22;5;276.0491943359375
ML0102;6;2022-09-04;2022-09-30;27;284.3310852050781
ML0103;0;2018-08-24;2018-10-06;44;1445.3931884765625
ML0103;1;2019-08-27;2019-10-10;45;1387.325439453125
ML0103;2;2020-08-25;2020-10-21;58;1742.160400390625
ML0103;3;2021-08-21;2021-09-30;41;977.9825439453125
ML0103;4;2022-09-17;2022-10-07;21;994.0123291015625
ML0104;0;2018-08-25;2018-09-23;30;1733.622802734375
ML0104;1;2019-08-25;2019-09-29;36;1884.563720703125
ML0104;2;2020-08-24;2020-10-09;47;1779.5797119140625
ML0104;3;2021-08-21;2021-09-23;34;947.7643432617188
ML0104;4;2022-09-02;2022-09-26;25;903.8056030273438
ML0105;0;2018-08-25;2018-09-23;30;1375.7108154296875
ML0105;1;2019-08-25;2019-09-29;36;1149.57470703125
ML0105;2;2020-08-24;2020-10-09;47;1450.2109375
ML0105;3;2021-08-20;2021-09-23;35;947.7643432617188
ML0105;4;2022-09-02;2022-09-26;25;903.8056030273438
ML0107;0;2016-07-26;2016-09-18;55;524.7744140625
ML0107;1;2017-08-28;2017-08-31;4;311.06072998046875
ML0107;2;2018-08-13;2018-09-23;42;590.0401000976562
ML0107;3;2019-08-26;2019-09-08;14;728.4833374023438
ML0107;4;2020-07-31;2020-09-17;49;1308.8873291015625
ML0107;5;2021-08-08;2021-08-24;17;478.6803283691406
ML0107;6;2022-08-27;2022-09-30;35;460.56549072265625
ML0201;0;2016-08-11;2016-09-03;24;109.3447265625
ML0201;1;2017-08-10;2017-08-12;3;23.01020622253418
ML0201;2;2017-08-24;2017-08-28;5;88.8438949584961
ML0201;3;2018-08-05;2018-09-19;46;125.23072052001953
ML0201;4;2019-08-08;2019-09-20;44;317.4576416015625
ML0201;5;2020-07-21;2020-09-22;64;268.2996520996094
ML0201;6;2021-08-17;2021-08-21;5;79.71417999267578
ML0201;7;2022-08-31;2022-09-26;27;92.55354309082031
ML0202;0;2016-08-29;2016-10-04;37;1284.248291015625
ML0202;1;2018-08-22;2018-10-17;57;1947.4002685546875
ML0202;2;2019-08-30;2019-10-18;50;1614.9049072265625
ML0202;3;2020-08-30;2020-10-26;58;1730.1033935546875
ML0202;4;2021-08-20;2021-10-08;50;1666.5654296875
ML0202;5;2022-09-08;2022-10-16;39;1637.797607421875
ML0203;0;2018-08-30;2018-10-16;48;4949.1328125
ML0203;1;2019-08-31;2019-10-18;49;4829.162109375
ML0203;2;2020-09-07;2020-10-17;41;4899.9638671875
ML0203;3;2021-09-01;2021-10-03;33;4590.05615234375
ML0203;4;2022-09-08;2022-10-19;42;4477.05810546875
ML0204;0;2018-08-31;2018-10-15;46;4949.1328125
ML0204;1;2019-08-31;2019-10-19;50;4829.162109375
ML0204;2;2020-09-07;2020-10-17;41;4915.4130859375
ML0204;3;2021-09-01;2021-10-03;33;4626.80078125
ML0204;4;2022-09-07;2022-10-19;43;4518.3154296875
ML0205;0;2016-07-26;2016-07-27;2;49.78414535522461
ML0205;1;2016-08-11;2016-09-19;40;202.69293212890625
ML0205;2;2018-08-11;2018-09-19;40;289.3081359863281
ML0205;3;2019-08-08;2019-09-21;45;495.79620361328125
ML0205;4;2020-07-20;2020-10-08;81;663.4580078125
ML0205;5;2021-08-01;2021-08-02;2;107.42046356201172
ML0205;6;2021-08-15;2021-09-20;37;389.4740295410156
ML0205;7;2022-09-02;2022-09-28;27;250.852783203125
ML0206;0;2018-08-31;2018-10-14;45;4724.77392578125
ML0206;1;2019-09-02;2019-10-19;48;4649.8603515625
ML0206;2;2020-09-07;2020-10-18;42;4874.64013671875
ML0206;3;2021-09-01;2021-10-04;34;4537.41259765625
ML0206;4;2022-09-05;2022-10-18;44;4526.564453125
ML0207;0;2016-07-25;2016-07-27;3;103.45460510253906
ML0207;1;2016-08-11;2016-09-01;22;227.7338409423828
ML0207;2;2017-07-15;2017-07-16;2;83.19200134277344
ML0207;3;2017-08-11;2017-08-13;3;90.61458587646484
ML0207;4;2017-08-24;2017-08-28;5;303.47552490234375
ML0207;5;2018-08-05;2018-09-18;45;368.87481689453125
ML0207;6;2019-08-09;2019-08-10;2;88.42208862304688
ML0207;7;2019-08-22;2019-09-21;31;954.9298095703125
ML0207;8;2020-07-17;2020-09-23;69;653.7069702148438
ML0207;9;2021-08-19;2021-08-21;3;86.17902374267578
ML0207;10;2022-08-31;2022-09-26;27;265.2596130371094
ML0301;0;2016-08-28;2016-10-04;38;614.2953491210938
ML0301;1;2018-08-19;2018-10-14;57;1136.5162353515625
ML0301;2;2019-08-27;2019-10-17;52;868.1021728515625
ML0301;3;2020-08-30;2020-10-20;52;802.8555908203125
ML0301;4;2021-08-13;2021-10-04;53;835.8515014648438
ML0301;5;2022-08-31;2022-10-11;42;779.9930419921875
ML0302;0;2016-08-28;2016-10-06;40;231.9701385498047
ML0302;1;2018-08-18;2018-10-14;58;467.364501953125
ML0302;2;2019-08-29;2019-10-20;53;329.57659912109375
ML0302;3;2020-09-07;2020-10-16;40;249.26699829101562
ML0302;4;2021-08-19;2021-09-29;42;319.1017761230469
ML0302;5;2022-09-01;2022-10-12;42;262.76446533203125
ML0303;0;2016-08-29;2016-10-04;37;602.141357421875
ML0303;1;2018-08-19;2018-10-14;57;1025.4114990234375
ML0303;2;2019-08-28;2019-10-19;53;810.5389404296875
ML0303;3;2020-09-01;2020-10-18;48;752.1949462890625
ML0303;4;2021-08-14;2021-10-04;52;781.2664794921875
ML0303;5;2022-08-30;2022-10-11;43;779.9930419921875
ML0304;0;2016-08-13;2016-09-20;39;342.55316162109375
ML0304;1;2017-08-09;2017-09-05;28;268.0981140136719
ML0304;2;2018-08-11;2018-10-10;61;548.9600219726562
ML0304;3;2019-08-25;2019-09-28;35;386.82562255859375
ML0304;4;2020-08-14;2020-10-14;62;640.6456909179688
ML0304;5;2021-08-08;2021-09-20;44;438.2374267578125
ML0304;6;2022-09-05;2022-10-01;27;383.4486389160156
ML0305;0;2016-08-28;2016-10-05;39;754.1483154296875
ML0305;1;2018-08-20;2018-10-14;56;1151.65478515625
ML0305;2;2019-08-27;2019-10-18;53;942.1709594726562
ML0305;3;2020-08-31;2020-10-19;50;926.9361572265625
ML0305;4;2021-08-13;2021-10-02;51;971.1704711914062
ML0305;5;2022-09-01;2022-10-10;40;779.9930419921875
