admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-26;2019-10-10;46;1370.807373046875
ML0103;4;2022-09-16;2022-10-07;22;1006.2238159179688
ML0105;1;2019-08-25;2019-09-28;35;1097.265869140625
ML0107;1;2017-08-26;2017-08-30;5;330.5952453613281
ML0202;5;2022-09-08;2022-10-15;38;1629.5098876953125
ML0203;1;2019-08-30;2019-10-18;50;4880.91259765625
ML0204;4;2022-09-06;2022-10-19;44;4544.41357421875
ML0205;2;2019-08-08;2019-09-23;47;503.833251953125
ML0206;1;2019-09-01;2019-10-19;49;4660.75146484375
ML0207;3;2017-07-14;2017-07-16;3;130.94686889648438
ML0207;4;2017-08-26;2017-08-28;3;133.4615020751953
ML0207;5;2018-08-03;2018-09-18;47;365.2612609863281
ML0207;9;2022-09-02;2022-09-26;25;316.6512756347656
ML0301;5;2022-09-01;2022-10-11;41;745.1390991210938
ML0302;2;2019-08-28;2019-10-20;54;330.10284423828125
ML0302;5;2022-09-01;2022-10-11;41;267.7720642089844
ML0304;3;2019-08-25;2019-10-10;47;403.9681091308594
ML0305;0;2016-08-26;2016-10-05;41;735.8117065429688
ML0305;1;2018-08-19;2018-10-13;56;1128.89794921875
ML0305;2;2019-08-27;2019-10-18;53;936.70703125
ML0401;4;2022-09-12;2022-10-17;36;4242.0302734375
ML0402;0;2016-08-31;2016-10-09;40;1308.9117431640625
ML0402;5;2022-09-06;2022-10-19;44;1732.5164794921875
ML0404;2;2017-08-10;2017-08-30;21;163.5149383544922
ML0405;5;2022-09-09;2022-10-21;43;1564.145263671875
ML0406;4;2022-09-08;2022-10-18;41;4027.332763671875
ML0503;4;2022-09-09;2022-10-22;44;2787.035400390625
ML0504;0;2016-07-19;2016-08-29;42;224.45736694335938
ML0504;1;2017-07-21;2017-09-07;49;328.16729736328125
ML0504;2;2017-09-18;2017-09-20;3;161.9945526123047
ML0504;6;2022-07-26;2022-09-27;64;253.66102600097656
ML0505;1;2017-07-21;2017-09-02;44;171.69642639160156
ML0505;2;2017-09-18;2017-09-19;2;94.41764831542969
ML0505;7;2022-08-25;2022-09-29;36;154.72096252441406
ML0506;4;2022-09-19;2022-11-07;50;2838.03125
ML0601;0;2018-09-14;2018-12-07;85;2095.502197265625
ML0601;1;2019-09-20;2019-11-26;68;2164.391357421875
ML0602;3;2022-09-29;2022-11-25;58;2218.926025390625
ML0603;3;2022-10-09;2022-12-03;56;2019.40283203125
ML0604;1;2019-09-15;2019-11-22;69;2284.3525390625
ML0604;3;2022-09-27;2022-11-28;63;2236.260498046875
ML0605;1;2019-10-03;2019-12-12;71;2032.60302734375
ML0605;3;2022-10-11;2022-12-01;52;2003.4005126953125
ML0701;2;2019-11-19;2020-01-23;66;1612.8057861328125
ML0702;1;2019-10-03;2019-12-21;80;2016.171142578125
ML0702;3;2022-10-21;2022-12-06;47;1929.7686767578125
ML0703;0;2016-01-02;2016-01-10;9;1604.1854248046875
ML0703;1;2018-11-07;2019-01-03;58;1715.4332275390625
ML0703;2;2019-10-26;2020-01-11;78;1779.2078857421875
ML0901;0;2018-08-30;2018-10-14;46;4698.3505859375
ML0901;1;2019-09-01;2019-10-19;49;4714.56640625
ML0901;4;2022-09-05;2022-10-18;44;4428.5283203125
