identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-06;2018-09-21;16;1495.413818359375
ML0101;1;2019-09-03;2019-09-13;11;1330.858154296875
ML0101;2;2020-09-06;2020-10-02;27;1759.916259765625
ML0102;0;2018-09-14;2018-09-15;2;397.213134765625
ML0102;1;2019-08-26;2019-09-02;8;710.1925048828125
ML0102;2;2020-09-01;2020-09-15;15;902.251708984375
ML0103;0;2018-09-05;2018-09-24;20;1461.636962890625
ML0103;1;2019-08-30;2019-09-16;18;1369.079345703125
ML0103;2;2020-09-04;2020-10-07;34;1731.6153564453125
ML0104;0;2018-09-01;2018-09-11;11;1678.791259765625
ML0104;1;2019-08-28;2019-09-03;7;1729.8404541015625
ML0104;2;2020-09-07;2020-09-15;9;1821.5841064453125
ML0105;0;2018-09-08;2018-09-09;2;1247.5826416015625
ML0105;1;2020-09-08;2020-09-13;6;1403.166015625
ML0105;2;2021-08-20;2021-08-21;2;927.221923828125
ML0107;0;2020-08-28;2020-09-13;17;1360.5220947265625
ML0201;0;2019-08-26;2019-08-31;6;178.19078063964844
ML0201;1;2020-08-30;2020-09-11;13;359.6213073730469
ML0202;0;2018-08-29;2018-10-05;38;1941.6478271484375
ML0202;1;2019-09-10;2019-09-24;15;1579.539794921875
ML0202;2;2020-09-10;2020-09-24;15;1736.724609375
ML0202;3;2020-10-10;2020-10-13;4;1507.75341796875
ML0202;4;2021-09-02;2021-09-23;22;1637.518798828125
ML0202;5;2022-09-14;2022-10-04;21;1640.5377197265625
ML0203;0;2018-09-08;2018-09-23;16;4948.30419921875
ML0203;1;2019-09-08;2019-10-01;24;4891.9169921875
ML0203;2;2020-09-12;2020-09-27;16;4853.0859375
ML0203;3;2021-09-20;2021-09-25;6;4568.81298828125
ML0203;4;2022-09-27;2022-10-03;7;4457.51416015625
ML0204;0;2018-09-09;2018-09-23;15;4948.30419921875
ML0204;1;2019-09-08;2019-10-01;24;4891.9169921875
ML0204;2;2020-09-13;2020-09-27;15;4869.72705078125
ML0204;3;2021-09-20;2021-09-25;6;4590.93212890625
ML0204;4;2022-09-27;2022-10-03;7;4504.73779296875
ML0205;0;2019-08-27;2019-08-28;2;257.6022033691406
ML0205;1;2020-09-06;2020-09-12;7;667.1264038085938
ML0206;0;2018-09-08;2018-09-21;14;4677.08251953125
ML0206;1;2019-09-09;2019-09-30;22;4632.34033203125
ML0206;2;2020-09-13;2020-09-29;17;4879.57470703125
ML0206;3;2021-09-20;2021-09-26;7;4494.29931640625
ML0206;4;2022-09-20;2022-10-05;16;4504.73779296875
ML0207;0;2019-08-26;2019-09-01;7;721.2899169921875
ML0207;1;2020-08-31;2020-09-12;13;739.129150390625
ML0301;0;2018-08-23;2018-10-01;40;1134.9940185546875
ML0301;1;2019-09-13;2019-09-27;15;871.09814453125
