admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-26;2019-10-12;48;1482.45703125
ML0103;4;2022-09-21;2022-10-10;20;1002.3277587890625
ML0105;1;2019-08-26;2019-09-30;36;1120.431884765625
ML0107;1;2017-08-24;2017-08-27;4;328.3265075683594
ML0202;5;2022-09-08;2022-10-16;39;1602.0916748046875
ML0203;1;2019-09-01;2019-10-18;48;4656.04296875
ML0204;4;2022-09-05;2022-10-17;43;4451.41650390625
ML0205;4;2019-08-10;2019-09-23;45;425.0248107910156
ML0206;1;2019-09-03;2019-10-19;47;4606.4501953125
ML0207;2;2017-08-12;2017-08-29;18;232.47500610351562
ML0207;3;2018-08-08;2018-09-19;43;279.1396179199219
ML0207;8;2022-08-19;2022-09-26;39;196.50807189941406
ML0301;5;2022-08-27;2022-10-13;48;803.840576171875
ML0302;2;2019-08-31;2019-10-21;52;322.12548828125
ML0302;5;2022-08-31;2022-10-13;44;259.5400695800781
ML0304;3;2019-08-27;2019-09-29;34;385.107421875
ML0305;0;2016-08-28;2016-10-06;40;773.4674072265625
ML0305;1;2018-08-20;2018-10-14;56;1107.9990234375
ML0305;2;2019-08-30;2019-10-19;51;940.4368896484375
ML0401;4;2022-09-13;2022-10-18;36;4129.505859375
ML0402;0;2016-09-01;2016-10-06;36;1265.17333984375
ML0402;5;2022-09-07;2022-10-18;42;1693.3599853515625
ML0404;2;2017-08-12;2017-09-01;21;173.4636993408203
ML0405;5;2022-09-13;2022-10-19;37;1544.0941162109375
ML0406;4;2022-09-13;2022-10-18;36;3987.857666015625
ML0503;4;2022-09-09;2022-10-23;45;2817.923583984375
ML0504;0;2016-07-22;2016-08-31;41;194.70889282226562
ML0504;1;2017-08-09;2017-09-08;31;242.7252197265625
ML0504;5;2022-08-14;2022-09-14;32;215.5251007080078
ML0505;2;2017-08-11;2017-09-07;28;165.34214782714844
ML0505;6;2022-08-24;2022-09-12;20;142.62327575683594
ML0506;4;2022-09-20;2022-11-06;48;2801.966796875
ML0601;0;2018-09-18;2018-12-06;80;2096.137939453125
ML0601;1;2019-09-24;2019-12-07;75;2136.184814453125
ML0602;3;2022-09-30;2022-11-24;56;2179.364501953125
ML0603;3;2022-10-12;2022-12-02;52;2008.2532958984375
ML0604;1;2019-09-20;2019-11-18;60;2302.57080078125
ML0604;3;2022-09-29;2022-11-25;58;2204.2890625
ML0605;1;2019-10-07;2019-12-16;71;2040.532470703125
ML0605;3;2022-10-18;2022-11-30;44;2002.09521484375
ML0701;3;2019-11-20;2020-01-24;66;1629.072998046875
ML0702;1;2019-10-07;2019-12-20;75;2009.758056640625
ML0702;3;2022-10-24;2022-12-04;42;1945.3040771484375
ML0703;0;2016-01-08;2016-01-10;3;1549.2742919921875
ML0703;1;2018-11-11;2019-01-02;53;1717.6700439453125
ML0703;2;2019-10-28;2020-01-10;75;1765.1094970703125
ML0901;0;2018-09-01;2018-10-13;43;4707.1630859375
ML0901;1;2019-09-03;2019-10-19;47;4543.52001953125
ML0901;4;2022-09-04;2022-10-16;43;4346.23095703125
