admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-08;2018-09-20;13;1423.2420654296875
ML0101;1;2019-09-03;2019-09-13;11;1330.858154296875
ML0101;2;2020-09-06;2020-10-02;27;1759.916259765625
ML0102;0;2018-08-21;2018-08-22;2;397.1391906738281
ML0102;1;2018-09-13;2018-09-15;3;452.1783142089844
ML0102;2;2019-08-26;2019-09-02;8;710.1925048828125
ML0102;3;2020-09-01;2020-09-16;16;902.251708984375
ML0103;0;2018-09-08;2018-09-23;16;1461.636962890625
ML0103;1;2019-09-02;2019-09-09;8;1369.079345703125
ML0103;2;2020-09-06;2020-10-05;30;1731.6153564453125
ML0104;0;2018-09-01;2018-09-13;13;1678.791259765625
ML0104;1;2019-08-28;2019-09-04;8;1729.8404541015625
ML0104;2;2020-09-06;2020-09-17;12;1821.5841064453125
ML0105;0;2018-09-08;2018-09-09;2;1247.5826416015625
ML0105;1;2020-09-08;2020-09-15;8;1403.166015625
ML0105;2;2021-08-20;2021-08-21;2;927.221923828125
ML0107;0;2020-09-03;2020-09-11;9;1360.5220947265625
ML0201;0;2019-08-26;2019-08-28;3;173.13648986816406
ML0201;1;2020-08-30;2020-09-11;13;359.6213073730469
ML0202;0;2018-09-07;2018-09-25;19;1941.6478271484375
ML0202;1;2020-09-12;2020-09-21;10;1736.724609375
ML0203;0;2018-09-12;2018-09-21;10;4948.30419921875
ML0203;1;2019-09-11;2019-09-29;19;4891.9169921875
ML0203;2;2020-09-14;2020-09-25;12;4853.0859375
ML0204;0;2018-09-12;2018-09-21;10;4948.30419921875
ML0204;1;2019-09-11;2019-09-29;19;4891.9169921875
ML0204;2;2020-09-14;2020-09-26;13;4869.72705078125
ML0204;3;2021-09-21;2021-09-22;2;4493.68310546875
ML0205;0;2019-08-27;2019-08-28;2;257.6022033691406
ML0205;1;2020-09-06;2020-09-12;7;667.1264038085938
ML0206;0;2018-09-12;2018-09-20;9;4677.08251953125
ML0206;1;2019-09-13;2019-09-29;17;4632.34033203125
ML0206;2;2020-09-14;2020-09-26;13;4879.57470703125
ML0206;3;2021-09-21;2021-09-22;2;4413.01220703125
ML0206;4;2022-09-27;2022-10-01;5;4504.73779296875
ML0207;0;2019-08-26;2019-09-01;7;721.2899169921875
ML0207;1;2020-08-31;2020-09-12;13;739.129150390625
ML0301;0;2018-08-25;2018-09-27;34;1134.9940185546875
ML0301;1;2019-09-13;2019-09-23;11;871.09814453125
ML0301;2;2021-09-02;2021-09-21;20;825.1638793945312
ML0302;0;2018-08-25;2018-09-24;31;459.11883544921875
ML0302;1;2019-09-12;2019-09-22;11;331.4022521972656
ML0302;2;2021-09-01;2021-09-05;5;315.9425964355469
ML0303;0;2018-08-25;2018-09-30;37;1013.892333984375
ML0303;1;2019-09-13;2019-09-23;11;809.03271484375
ML0303;2;2021-09-03;2021-09-06;4;759.7427978515625
ML0303;3;2021-09-17;2021-09-19;3;773.8056640625
ML0303;4;2022-09-15;2022-09-16;2;740.705078125
ML0304;0;2018-09-03;2018-09-14;12;555.3536376953125
ML0304;1;2020-08-30;2020-09-13;15;649.203857421875
ML0305;0;2018-08-27;2018-09-28;33;1142.01318359375
ML0305;1;2019-09-14;2019-09-23;10;928.3172607421875
ML0305;2;2020-09-14;2020-09-15;2;898.5596313476562
ML0305;3;2021-09-02;2021-09-05;4;973.2041015625
ML0306;0;2018-08-28;2018-09-24;28;1397.93310546875
ML0306;1;2019-09-01;2019-09-25;25;1183.3363037109375
ML0306;2;2021-09-04;2021-09-06;3;1044.5218505859375
ML0401;0;2018-09-14;2018-09-19;6;4372.31201171875
ML0401;1;2020-09-13;2020-09-28;16;4372.865234375
ML0402;0;2018-09-08;2018-10-05;28;2012.721923828125
ML0402;1;2020-09-12;2020-09-29;18;1854.5911865234375
ML0402;2;2020-10-12;2020-10-16;5;1692.9193115234375
ML0402;3;2022-10-01;2022-10-03;3;1697.6785888671875
ML0403;0;2018-09-17;2018-09-20;4;3970.305419921875
ML0403;1;2019-09-15;2019-09-16;2;3813.443115234375
ML0403;2;2019-09-27;2019-09-28;2;3803.5859375
ML0403;3;2020-09-13;2020-09-27;15;4188.275390625
ML0403;4;2022-09-27;2022-10-05;9;4011.850830078125
ML0404;0;2019-08-25;2019-09-01;8;587.6181030273438
ML0404;1;2020-08-30;2020-09-12;14;441.1199951171875
ML0405;0;2018-09-11;2018-10-13;33;1793.4732666015625
ML0405;1;2019-09-14;2019-09-27;14;1545.3939208984375
ML0405;2;2020-09-09;2020-10-22;44;1815.218017578125
ML0405;3;2021-09-22;2021-09-23;2;1458.0369873046875
ML0405;4;2022-10-01;2022-10-03;3;1534.251220703125
ML0406;0;2018-09-16;2018-09-20;5;4066.8935546875
ML0406;1;2019-09-15;2019-09-16;2;3830.69873046875
ML0406;2;2020-09-13;2020-09-27;15;4224.63720703125
ML0406;3;2022-09-28;2022-10-04;7;4029.91064453125
ML0502;0;2018-08-09;2018-08-10;2;256.3333740234375
ML0502;1;2019-08-25;2019-08-26;2;266.158447265625
ML0503;0;2018-09-15;2018-09-25;11;3002.369140625
ML0503;1;2019-09-18;2019-09-29;12;2964.656494140625
ML0503;2;2020-09-10;2020-10-12;33;3417.793701171875
ML0503;3;2021-09-20;2021-09-26;7;2944.05126953125
ML0504;0;2018-08-09;2018-08-13;5;409.04888916015625
ML0504;1;2019-08-25;2019-08-26;2;283.1886901855469
ML0505;0;2018-08-09;2018-08-10;2;191.96888732910156
ML0505;1;2019-08-25;2019-08-26;2;178.8656463623047
ML0506;0;2019-09-27;2019-09-29;3;2884.395751953125
ML0506;1;2020-09-16;2020-10-31;46;3131.997802734375
ML0507;0;2018-09-15;2018-09-23;9;3169.803466796875
ML0507;1;2019-09-21;2019-09-22;2;2951.619384765625
ML0507;2;2020-09-11;2020-09-30;20;3663.281005859375
ML0507;3;2021-09-20;2021-09-25;6;3071.38232421875
ML0508;0;2019-10-25;2019-10-26;2;2822.788818359375
ML0508;1;2020-09-19;2020-11-02;45;3131.997802734375
ML0601;0;2020-09-20;2020-12-04;76;2425.48828125
ML0602;0;2019-10-22;2019-10-31;10;2229.26171875
ML0602;1;2020-09-19;2020-11-26;69;2486.524169921875
ML0603;0;2020-10-08;2020-12-09;63;2171.20849609375
ML0604;0;2019-10-02;2019-10-29;28;2292.14697265625
ML0604;1;2020-09-19;2020-11-23;66;2538.36328125
ML0605;0;2020-10-09;2020-12-06;59;2125.579833984375
ML0701;0;2019-12-11;2019-12-26;16;1613.1099853515625
ML0702;0;2019-11-21;2019-11-23;3;2015.113037109375
ML0702;1;2020-10-26;2020-11-30;36;2082.85595703125
ML0703;0;2020-10-27;2020-12-21;56;1879.6490478515625
ML0901;0;2018-09-14;2018-09-20;7;4715.20166015625
ML0901;1;2019-09-12;2019-09-29;18;4696.556640625
ML0901;2;2020-09-15;2020-09-26;12;4830.6845703125
