admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-27;2019-10-10;45;1369.079345703125
ML0103;4;2022-09-16;2022-10-07;22;998.0346069335938
ML0105;1;2019-08-26;2019-09-29;35;1132.0830078125
ML0107;1;2017-08-27;2017-08-30;4;336.0091552734375
ML0202;5;2022-09-07;2022-10-15;39;1640.5377197265625
ML0203;1;2019-08-30;2019-10-18;50;4891.9169921875
ML0204;4;2022-09-06;2022-10-19;44;4504.73779296875
ML0205;3;2019-08-08;2019-09-21;45;685.4252319335938
ML0206;1;2019-09-01;2019-10-19;49;4632.34033203125
ML0207;2;2017-07-14;2017-07-16;3;126.69105529785156
ML0207;3;2017-08-11;2017-08-12;2;108.0050277709961
ML0207;4;2017-08-26;2017-08-28;3;116.90927124023438
ML0207;5;2018-08-04;2018-09-18;46;402.551513671875
ML0207;11;2022-09-03;2022-09-26;24;316.8990783691406
ML0301;5;2022-08-30;2022-10-11;43;765.6829223632812
ML0302;2;2019-08-29;2019-10-20;53;332.4900207519531
ML0302;5;2022-09-01;2022-10-12;42;261.74517822265625
ML0304;3;2019-08-25;2019-10-10;47;429.4181823730469
ML0305;0;2016-08-27;2016-10-05;40;745.5491333007812
ML0305;1;2018-08-20;2018-10-13;55;1142.01318359375
ML0305;2;2019-08-26;2019-10-18;54;928.3172607421875
ML0401;4;2022-09-12;2022-10-17;36;4225.41748046875
ML0402;0;2016-08-29;2016-10-09;42;1292.7720947265625
ML0402;5;2022-09-07;2022-10-20;44;1707.811767578125
ML0404;2;2017-08-10;2017-08-29;20;243.48910522460938
ML0405;5;2022-09-09;2022-10-21;43;1571.1236572265625
ML0406;4;2022-09-09;2022-10-18;40;4029.91064453125
ML0503;4;2022-09-08;2022-10-22;45;2741.007568359375
ML0504;0;2016-07-19;2016-08-29;42;213.97227478027344
ML0504;1;2017-07-28;2017-09-07;42;426.2020263671875
ML0504;2;2017-09-19;2017-09-20;2;126.5042953491211
ML0504;6;2022-08-03;2022-09-27;56;247.4698028564453
ML0505;1;2017-07-22;2017-09-03;44;196.79408264160156
ML0505;6;2022-08-25;2022-09-29;36;163.76947021484375
ML0506;4;2022-09-19;2022-11-07;50;2827.9404296875
ML0601;0;2018-09-15;2018-12-07;84;2109.721435546875
ML0601;1;2019-09-20;2019-11-29;71;2152.0556640625
ML0602;3;2022-09-29;2022-11-25;58;2205.76904296875
ML0603;3;2022-10-10;2022-12-03;55;2017.015869140625
ML0604;1;2019-09-16;2019-11-22;68;2292.14697265625
ML0604;3;2022-09-27;2022-11-27;62;2227.388427734375
ML0605;1;2019-10-02;2019-12-12;72;2030.567626953125
ML0605;3;2022-10-11;2022-12-01;52;2002.8382568359375
ML0701;3;2019-11-19;2020-01-23;66;1613.1099853515625
ML0702;1;2019-10-04;2019-12-21;79;2015.415283203125
ML0702;3;2022-10-21;2022-12-05;46;1933.6337890625
ML0703;0;2016-01-03;2016-01-09;7;1605.669677734375
ML0703;1;2018-11-10;2019-01-03;55;1717.1566162109375
ML0703;2;2019-10-26;2020-01-11;78;1783.39453125
ML0901;0;2018-08-31;2018-10-14;45;4715.20166015625
ML0901;1;2019-09-01;2019-10-19;49;4696.556640625
ML0901;4;2022-09-05;2022-10-18;44;4385.34423828125
