admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-05;2018-09-23;19.0;1477.6741943359375
ML0101;1;2019-09-01;2019-09-17;17.0;1275.5975341796875
ML0101;2;2020-09-07;2020-10-07;31.0;1687.9664306640625
ML0101;3;2022-09-23;2022-09-24;2.0;958.5086059570312
ML0102;0;2019-08-26;2019-09-05;11.0;658.4635620117188
ML0102;1;2020-08-30;2020-09-21;23.0;1186.3372802734375
ML0103;0;2018-09-05;2018-09-23;19.0;1543.85986328125
ML0103;1;2019-08-28;2019-09-10;14.0;1482.45703125
ML0103;2;2020-09-08;2020-10-07;30.0;1731.0546875
ML0104;0;2018-09-05;2018-09-16;12.0;1372.333984375
ML0104;1;2019-09-01;2019-09-04;4.0;948.5711669921875
ML0104;2;2020-09-05;2020-09-18;14.0;1830.94189453125
ML0105;0;2018-09-05;2018-09-15;11.0;1314.0704345703125
ML0105;1;2020-09-07;2020-09-18;12.0;1506.527099609375
ML0106;0;2019-08-26;2019-08-31;6.0;65.9669418334961
ML0106;1;2020-09-07;2020-09-10;4.0;49.33955001831055
ML0107;0;2019-08-27;2019-09-01;6.0;593.7318115234375
ML0107;1;2020-08-28;2020-08-29;2.0;721.9363403320312
ML0107;2;2020-09-06;2020-09-11;6.0;638.431396484375
ML0201;0;2019-08-29;2019-09-01;4.0;65.58879852294922
ML0201;1;2020-08-29;2020-09-11;14.0;299.27252197265625
ML0202;0;2018-09-02;2018-09-27;26.0;1917.839111328125
ML0202;1;2020-09-13;2020-09-24;12.0;1763.4117431640625
ML0202;2;2021-09-19;2021-09-21;3.0;1492.4583740234375
ML0202;3;2022-10-03;2022-10-04;2.0;1379.59912109375
ML0203;0;2018-09-12;2018-09-22;11.0;4662.2333984375
ML0203;1;2019-09-15;2019-09-20;6.0;4477.37158203125
ML0203;2;2020-09-14;2020-09-24;11.0;4719.2626953125
ML0204;0;2018-09-12;2018-09-22;11.0;4714.064453125
ML0204;1;2019-09-14;2019-09-20;7.0;4502.0986328125
ML0204;2;2020-09-14;2020-09-26;13.0;4848.69970703125
ML0205;0;2019-08-31;2019-09-01;2.0;146.10865783691406
ML0205;1;2020-08-30;2020-09-11;13.0;681.4035034179688
ML0206;0;2018-09-11;2018-09-23;13.0;4678.6337890625
ML0206;1;2019-09-14;2019-09-20;7.0;4424.384765625
ML0206;2;2020-09-14;2020-09-26;13.0;4848.69970703125
ML0207;0;2019-08-26;2019-09-03;9.0;478.13201904296875
ML0207;1;2020-09-02;2020-09-11;10.0;660.98388671875
ML0301;0;2018-08-26;2018-09-27;33.0;1104.1978759765625
ML0301;1;2019-09-18;2019-09-22;5.0;740.7383422851562
ML0301;2;2020-09-11;2020-09-14;4.0;732.9869384765625
ML0301;3;2021-09-04;2021-09-07;4.0;688.089111328125
ML0301;4;2022-09-14;2022-09-15;2.0;734.462890625
ML0302;0;2018-08-27;2018-09-26;31.0;419.12841796875
ML0302;1;2019-09-18;2019-09-20;3.0;284.3726501464844
ML0303;0;2018-08-27;2018-09-29;34.0;1029.5843505859375
ML0303;1;2019-09-18;2019-09-28;11.0;740.7383422851562
ML0303;2;2021-09-04;2021-09-07;4.0;670.0411987304688
ML0303;3;2021-09-19;2021-09-20;2.0;613.20068359375
ML0303;4;2022-09-08;2022-09-17;10.0;784.8097534179688
ML0304;0;2018-09-02;2018-09-08;7.0;389.3256530761719
ML0304;1;2020-08-31;2020-09-14;15.0;697.1974487304688
ML0305;0;2018-08-27;2018-09-25;30.0;1104.5374755859375
ML0305;1;2019-09-18;2019-09-21;4.0;804.0422973632812
ML0305;2;2020-09-11;2020-09-17;7.0;868.3369750976562
ML0305;3;2021-08-19;2021-08-20;2.0;761.0000610351562
ML0305;4;2021-09-04;2021-09-06;3.0;764.6708374023438
ML0306;0;2018-08-30;2018-09-25;27.0;1307.0408935546875
ML0306;1;2018-10-02;2018-10-03;2.0;902.8722534179688
ML0306;2;2019-09-05;2019-09-29;25.0;1199.051513671875
ML0307;0;2020-08-29;2020-09-11;14.0;80.08912658691406
ML0401;0;2018-09-13;2018-09-20;8.0;4157.14501953125
ML0401;1;2019-09-24;2019-09-25;2.0;3802.753173828125
ML0401;2;2020-09-13;2020-09-29;17.0;4364.37109375
ML0401;3;2022-10-04;2022-10-08;5.0;3751.294189453125
ML0402;0;2018-09-06;2018-09-27;22.0;1981.27978515625
ML0402;1;2020-09-13;2020-09-27;15.0;1763.4117431640625
ML0402;2;2021-09-19;2021-09-20;2.0;1547.654296875
ML0402;3;2022-09-24;2022-09-28;5.0;1687.6734619140625
ML0402;4;2022-10-04;2022-10-05;2.0;1446.7506103515625
ML0403;0;2018-09-17;2018-09-22;6.0;3632.60107421875
ML0403;1;2019-09-18;2019-09-19;2.0;3805.57666015625
ML0403;2;2019-09-24;2019-09-25;2.0;3650.684326171875
ML0403;3;2020-09-13;2020-09-30;18.0;4085.939697265625
ML0403;4;2022-09-27;2022-10-08;12.0;3992.690673828125
ML0404;0;2019-08-26;2019-09-03;9.0;267.2956848144531
ML0404;1;2020-08-31;2020-09-11;12.0;437.5732421875
ML0405;0;2018-09-15;2018-10-09;25.0;1728.250244140625
ML0405;1;2019-09-18;2019-09-25;8.0;1540.8006591796875
ML0405;2;2020-09-11;2020-10-21;41.0;1777.4791259765625
ML0405;3;2022-09-30;2022-10-01;2.0;1482.4307861328125
ML0406;0;2018-09-14;2018-09-20;7.0;3861.30908203125
ML0406;1;2019-09-24;2019-09-25;2.0;3652.59033203125
ML0406;2;2020-09-13;2020-09-28;16.0;4193.87255859375
ML0406;3;2022-09-30;2022-10-07;8.0;3916.815673828125
ML0407;0;2020-08-29;2020-08-30;2.0;98.71724700927734
ML0407;1;2020-09-06;2020-09-09;4.0;53.344852447509766
ML0501;0;2019-08-26;2019-08-31;6.0;29.072771072387695
ML0502;0;2019-08-27;2019-08-31;5.0;203.26573181152344
ML0503;0;2018-09-14;2018-09-26;13.0;3024.670166015625
ML0503;1;2019-09-18;2019-10-02;15.0;2948.265380859375
ML0503;2;2020-09-13;2020-10-13;31.0;3388.788330078125
ML0503;3;2021-09-23;2021-09-27;5.0;2745.303955078125
ML0504;0;2018-08-13;2018-08-14;2.0;295.6141052246094
ML0504;1;2019-08-25;2019-08-30;6.0;248.03053283691406
