identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-26;2019-10-13;49;1369.079345703125
ML0103;4;2022-09-08;2022-10-12;35;998.0346069335938
ML0105;1;2019-08-26;2019-09-28;34;1132.0830078125
ML0202;5;2022-09-06;2022-10-22;47;1640.5377197265625
ML0203;1;2019-08-30;2019-10-18;50;4891.9169921875
ML0204;4;2022-09-05;2022-10-19;45;4504.73779296875
ML0205;1;2019-08-20;2019-09-07;19;685.4252319335938
ML0206;1;2019-09-01;2019-10-19;49;4632.34033203125
ML0207;0;2017-08-26;2017-08-27;2;116.90927124023438
ML0207;1;2018-08-04;2018-09-15;43;402.551513671875
ML0207;4;2022-09-03;2022-09-06;4;316.8990783691406
ML0207;5;2022-09-23;2022-09-24;2;171.20030212402344
ML0301;5;2022-08-29;2022-10-13;46;765.6829223632812
ML0302;2;2019-08-28;2019-10-20;54;332.4900207519531
ML0302;5;2022-09-01;2022-10-12;42;261.74517822265625
ML0304;4;2019-08-25;2019-09-27;34;429.4181823730469
ML0305;0;2016-08-21;2016-10-07;48;745.5491333007812
ML0305;1;2018-08-18;2018-10-15;59;1142.01318359375
ML0305;2;2019-08-26;2019-10-19;55;928.3172607421875
ML0401;4;2022-09-12;2022-10-17;36;4225.41748046875
ML0402;0;2016-08-25;2016-10-12;49;1292.7720947265625
ML0402;1;2017-09-06;2017-09-11;6;991.8377075195312
ML0402;6;2022-09-04;2022-10-22;49;1707.811767578125
ML0404;0;2017-08-26;2017-08-27;2;127.57289123535156
ML0405;5;2022-09-07;2022-10-25;49;1571.1236572265625
ML0406;4;2022-09-09;2022-10-18;40;4029.91064453125
ML0503;4;2022-09-08;2022-10-23;46;2741.007568359375
ML0504;0;2016-08-19;2016-08-21;3;199.21243286132812
ML0504;1;2017-08-25;2017-09-03;10;257.4825439453125
ML0504;6;2022-08-29;2022-09-06;9;247.4698028564453
ML0505;1;2017-08-08;2017-08-30;23;196.79408264160156
ML0505;6;2022-08-29;2022-09-07;10;141.9752655029297
ML0505;7;2022-09-22;2022-09-27;6;127.74153137207031
ML0506;4;2022-09-12;2022-11-13;63;2827.9404296875
ML0601;2;2018-09-08;2018-12-27;111;2109.721435546875
ML0601;3;2019-09-11;2020-01-05;117;2152.0556640625
ML0602;5;2022-09-18;2022-12-17;91;2205.76904296875
ML0603;7;2022-09-27;2023-01-01;97;2017.015869140625
ML0604;0;2017-10-09;2017-10-15;7;1758.4896240234375
ML0604;2;2019-09-11;2019-12-18;99;2292.14697265625
ML0604;5;2022-09-18;2022-12-17;91;2227.388427734375
ML0605;0;2016-01-03;2016-01-05;3;1693.8990478515625
ML0605;1;2016-10-07;2016-10-21;15;1728.221435546875
ML0605;4;2019-09-19;2020-01-07;111;2030.567626953125
ML0605;7;2022-09-30;2022-12-30;92;2002.8382568359375
ML0701;3;2019-11-09;2020-01-27;80;1613.1099853515625
ML0702;3;2019-09-23;2020-01-14;114;2015.415283203125
ML0702;6;2022-10-01;2023-01-03;95;1933.6337890625
ML0703;0;2016-01-03;2016-01-19;17;1605.669677734375
ML0703;1;2018-10-05;2019-01-12;100;1717.1566162109375
ML0703;2;2019-09-27;2020-01-19;115;1783.39453125
ML0901;0;2018-08-31;2018-10-14;45;4715.20166015625
ML0901;1;2019-09-01;2019-10-19;49;4696.556640625
ML0901;4;2022-09-05;2022-10-18;44;4385.34423828125
