admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-28;2019-09-27;31;1387.325439453125
ML0103;3;2022-09-28;2022-09-29;2;941.40771484375
ML0105;1;2019-08-28;2019-09-26;30;1149.57470703125
ML0202;4;2022-09-13;2022-10-09;27;1637.797607421875
ML0203;1;2019-09-04;2019-10-11;38;4829.162109375
ML0204;4;2022-09-16;2022-10-10;25;4518.3154296875
ML0205;2;2019-08-20;2019-09-11;23;495.79620361328125
ML0206;1;2019-09-05;2019-10-11;37;4649.8603515625
ML0207;0;2017-08-27;2017-08-28;2;80.94733428955078
ML0207;1;2018-08-05;2018-09-15;42;368.87481689453125
ML0207;4;2022-09-05;2022-09-06;2;119.66980743408203
ML0301;5;2022-09-03;2022-10-04;32;779.9930419921875
ML0302;1;2019-09-04;2019-10-05;32;329.57659912109375
ML0302;3;2022-09-13;2022-09-18;6;262.76446533203125
ML0304;2;2019-08-26;2019-09-23;29;386.82562255859375
ML0305;0;2018-08-22;2018-10-06;46;1151.65478515625
ML0305;1;2019-08-31;2019-10-03;34;942.1709594726562
ML0401;4;2022-09-17;2022-10-12;26;4201.490234375
ML0402;4;2022-09-13;2022-10-11;29;1723.2645263671875
ML0404;0;2017-08-26;2017-08-28;3;108.26371002197266
ML0405;4;2022-09-21;2022-10-11;21;1543.0572509765625
ML0406;4;2022-09-16;2022-10-14;29;4039.373046875
ML0503;4;2022-09-13;2022-10-16;34;2741.910888671875
ML0504;0;2016-07-20;2016-07-22;3;154.04891967773438
ML0504;1;2016-08-10;2016-08-12;3;131.66197204589844
ML0504;2;2017-08-09;2017-08-11;3;169.49932861328125
ML0504;3;2017-08-26;2017-09-04;10;236.31207275390625
ML0504;9;2022-08-29;2022-09-04;7;216.60284423828125
ML0505;1;2017-08-09;2017-08-14;6;150.15614318847656
ML0505;2;2017-08-25;2017-08-28;4;124.60311126708984
ML0505;7;2022-08-29;2022-09-04;7;137.79208374023438
ML0505;8;2022-09-23;2022-09-24;2;116.34767150878906
ML0506;4;2022-10-03;2022-10-27;25;2824.409912109375
ML0601;0;2019-10-03;2019-10-04;2;2098.927001953125
ML0601;1;2019-10-15;2019-11-01;18;2149.2578125
ML0602;2;2022-10-11;2022-10-24;14;2196.283203125
ML0604;0;2019-09-27;2019-11-02;37;2300.122802734375
ML0604;2;2022-10-09;2022-10-24;16;2219.90771484375
ML0605;1;2019-10-15;2019-10-31;17;2035.8155517578125
ML0605;2;2019-11-21;2019-11-24;4;2010.064208984375
ML0701;2;2019-12-01;2020-01-12;43;1618.1341552734375
ML0702;0;2019-10-19;2019-12-03;46;2021.9998779296875
ML0703;0;2018-12-11;2018-12-19;9;1714.6199951171875
ML0703;1;2019-11-21;2019-12-31;41;1778.1678466796875
ML0901;0;2018-09-04;2018-10-01;28;4775.41845703125
ML0901;1;2019-09-05;2019-10-11;37;4650.02978515625
ML0901;4;2022-09-16;2022-10-06;21;4421.24462890625
