admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-28;2019-09-20;24;1482.45703125
ML0103;3;2022-09-28;2022-09-29;2;864.3701171875
ML0105;1;2019-08-31;2019-09-25;26;1021.3496704101562
ML0107;2;2017-08-26;2017-08-27;2;244.40805053710938
ML0202;5;2022-09-15;2022-10-10;26;1602.0916748046875
ML0203;1;2019-09-06;2019-10-14;39;4656.04296875
ML0204;4;2022-09-16;2022-10-08;23;4451.41650390625
ML0205;4;2019-08-25;2019-09-11;18;425.0248107910156
ML0206;1;2019-09-08;2019-10-12;35;4606.4501953125
ML0207;1;2017-08-25;2017-08-28;4;114.0448226928711
ML0207;2;2018-08-09;2018-09-18;41;279.1396179199219
ML0301;4;2022-09-03;2022-10-04;32;803.840576171875
ML0302;1;2019-09-06;2019-10-09;34;322.12548828125
ML0302;4;2022-09-13;2022-09-14;2;259.5400695800781
ML0304;2;2019-08-30;2019-09-04;6;241.88389587402344
ML0304;3;2019-09-15;2019-09-23;9;307.1868591308594
ML0305;0;2016-09-04;2016-09-08;5;735.2433471679688
ML0305;1;2018-08-25;2018-10-04;41;1107.9990234375
ML0305;2;2019-08-31;2019-09-30;31;940.4368896484375
ML0401;4;2022-09-20;2022-10-11;22;4129.505859375
ML0402;4;2022-09-17;2022-10-11;25;1693.3599853515625
ML0404;0;2017-08-24;2017-08-29;6;147.5603485107422
ML0405;4;2022-09-23;2022-10-09;17;1544.0941162109375
ML0406;4;2022-09-16;2022-10-13;28;3987.857666015625
ML0503;4;2022-09-16;2022-10-16;31;2817.923583984375
ML0504;0;2016-07-24;2016-07-25;2;71.5281982421875
ML0504;1;2016-08-18;2016-08-19;2;155.47486877441406
ML0504;2;2017-08-23;2017-09-07;16;203.63465881347656
ML0504;8;2022-09-01;2022-09-03;3;159.41712951660156
ML0505;1;2017-08-13;2017-08-14;2;71.86711120605469
ML0505;2;2017-08-25;2017-08-29;5;101.20709228515625
ML0505;7;2022-09-02;2022-09-04;3;111.44960021972656
ML0506;3;2022-10-04;2022-10-28;25;2801.966796875
ML0601;0;2019-10-10;2019-10-29;20;2136.184814453125
ML0602;2;2022-10-12;2022-10-20;9;2168.918212890625
ML0604;1;2019-09-29;2019-10-29;31;2302.57080078125
ML0604;3;2022-10-12;2022-10-20;9;2192.42529296875
ML0605;1;2019-10-14;2019-10-30;17;2040.532470703125
ML0701;2;2019-12-02;2020-01-12;42;1629.072998046875
ML0702;0;2019-10-16;2019-12-01;47;2009.758056640625
ML0703;0;2018-12-11;2018-12-22;12;1717.366943359375
ML0703;1;2019-11-22;2019-12-31;40;1765.1094970703125
ML0901;0;2018-09-05;2018-10-03;29;4707.1630859375
ML0901;1;2019-09-07;2019-10-14;38;4543.52001953125
ML0901;4;2022-09-16;2022-10-08;23;4346.23095703125
