identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-01;2018-09-25;25;1445.9169921875
ML0101;1;2019-08-29;2019-09-24;27;1323.472900390625
ML0101;2;2020-09-04;2020-10-11;38;1739.990234375
ML0102;0;2018-08-16;2018-09-17;33;474.87408447265625
ML0102;1;2019-08-26;2019-09-12;18;748.8421020507812
ML0102;2;2020-08-27;2020-09-20;25;879.98779296875
ML0103;0;2018-09-05;2018-09-26;22;1486.42138671875
ML0103;1;2019-08-29;2019-09-16;19;1370.807373046875
ML0103;2;2020-09-03;2020-10-11;39;1681.0198974609375
ML0104;0;2018-08-31;2018-09-16;17;1653.940185546875
ML0104;1;2019-08-27;2019-09-23;28;1767.66796875
ML0104;2;2020-09-02;2020-09-23;22;1901.860595703125
ML0105;0;2018-08-31;2018-09-16;17;1229.11181640625
ML0105;1;2019-08-29;2019-09-23;26;1097.265869140625
ML0105;2;2020-09-02;2020-09-23;22;1350.30126953125
ML0105;3;2021-08-20;2021-08-23;4;1256.238525390625
ML0107;0;2018-08-17;2018-08-18;2;509.5616760253906
ML0107;1;2018-09-12;2018-09-16;5;625.5486450195312
ML0107;2;2019-08-31;2019-09-01;2;604.1227416992188
ML0107;3;2020-08-27;2020-09-14;19;1388.7294921875
ML0201;0;2018-08-20;2018-08-21;2;84.8971939086914
ML0201;1;2018-09-02;2018-09-14;13;116.44650268554688
ML0201;2;2019-08-26;2019-09-11;17;271.4717102050781
ML0201;3;2020-08-27;2020-09-14;19;386.15960693359375
ML0201;4;2022-09-11;2022-09-12;2;106.38639068603516
ML0202;0;2018-09-01;2018-10-05;35;1939.9949951171875
ML0202;1;2019-09-15;2019-09-19;5;1566.3271484375
ML0202;2;2020-09-11;2020-09-23;13;1710.6053466796875
ML0202;3;2021-09-03;2021-09-23;21;1655.3411865234375
ML0202;4;2022-09-14;2022-10-03;20;1629.5098876953125
ML0203;0;2018-09-08;2018-09-23;16;4944.44189453125
ML0203;1;2019-09-07;2019-10-04;28;4880.91259765625
ML0203;2;2020-09-12;2020-09-27;16;4810.14697265625
ML0203;3;2021-09-19;2021-09-25;7;4537.4404296875
ML0203;4;2022-09-26;2022-10-05;10;4505.36767578125
ML0204;0;2018-09-08;2018-09-23;16;4944.44189453125
ML0204;1;2019-09-07;2019-10-03;27;4880.91259765625
ML0204;2;2020-09-12;2020-09-28;17;4811.23828125
ML0204;3;2021-09-19;2021-09-26;8;4558.56396484375
ML0204;4;2022-09-25;2022-10-05;11;4544.41357421875
ML0205;0;2018-08-20;2018-09-15;27;347.4934997558594
ML0205;1;2019-08-26;2019-09-06;12;503.833251953125
ML0205;2;2020-08-17;2020-09-16;31;552.4307250976562
ML0205;3;2021-08-17;2021-08-21;5;335.42877197265625
ML0205;4;2022-09-11;2022-09-23;13;282.2669372558594
ML0206;0;2018-09-10;2018-09-22;13;4656.59228515625
ML0206;1;2019-09-09;2019-10-01;23;4660.75146484375
ML0206;2;2020-09-13;2020-09-28;16;4807.88671875
ML0206;3;2021-09-19;2021-09-27;9;4491.86181640625
ML0206;4;2022-09-24;2022-10-05;12;4536.6826171875
ML0207;0;2018-08-03;2018-08-06;4;330.8462219238281
ML0207;1;2018-08-20;2018-08-23;4;307.32000732421875
ML0207;2;2018-09-11;2018-09-14;4;328.3898010253906
ML0207;3;2019-08-26;2019-09-11;17;769.6194458007812
ML0207;4;2020-08-27;2020-09-14;19;708.7898559570312
ML0207;5;2022-09-03;2022-09-05;3;316.6512756347656
ML0301;0;2018-08-24;2018-09-30;38;1128.89794921875
ML0301;1;2019-09-13;2019-09-26;14;866.384765625
ML0301;2;2020-09-10;2020-09-16;7;780.9882202148438
ML0301;3;2021-08-30;2021-09-22;24;821.049072265625
ML0301;4;2022-09-08;2022-09-17;10;745.1390991210938
ML0302;0;2018-08-24;2018-09-28;36;442.103515625
ML0302;1;2019-09-11;2019-09-25;15;330.10284423828125
ML0302;2;2021-09-01;2021-09-20;20;319.0112609863281
ML0303;0;2018-08-24;2018-10-04;42;1013.3282470703125
ML0303;1;2019-09-12;2019-09-26;15;798.841552734375
ML0303;2;2020-09-12;2020-09-15;4;737.35498046875
ML0303;3;2021-09-03;2021-09-22;20;758.8265380859375
ML0303;4;2022-09-07;2022-09-19;13;745.1390991210938
ML0304;0;2018-08-20;2018-09-19;31;562.2042846679688
ML0304;1;2019-08-26;2019-09-12;18;403.9681091308594
ML0304;2;2020-08-27;2020-09-19;24;636.0226440429688
ML0304;3;2021-08-12;2021-08-19;8;454.9525146484375
ML0304;4;2022-09-11;2022-09-12;2;367.7914123535156
ML0305;0;2018-08-25;2018-09-30;37;1128.89794921875
ML0305;1;2019-09-12;2019-09-26;15;936.70703125
ML0305;2;2020-09-10;2020-09-20;11;950.5014038085938
ML0305;3;2021-08-30;2021-09-22;24;942.932373046875
ML0306;0;2018-08-25;2018-09-30;37;1415.508056640625
ML0306;1;2019-08-31;2019-09-29;30;1191.1640625
ML0306;2;2020-09-13;2020-09-16;4;1054.0677490234375
ML0306;3;2021-09-02;2021-09-08;7;1055.64990234375
ML0401;0;2018-09-09;2018-09-22;14;4410.97021484375
ML0401;1;2019-09-10;2019-09-30;21;4100.22412109375
ML0401;2;2020-09-11;2020-09-30;20;4338.744140625
ML0401;3;2021-09-19;2021-09-28;10;4080.400146484375
ML0401;4;2022-09-25;2022-10-08;14;4242.0302734375
ML0402;0;2018-09-01;2018-10-09;39;2039.949951171875
ML0402;1;2019-09-15;2019-10-01;17;1644.2138671875
ML0402;2;2020-09-10;2020-10-19;40;1843.18896484375
ML0402;3;2021-09-03;2021-09-25;23;1655.3411865234375
ML0402;4;2022-09-18;2022-10-06;19;1732.5164794921875
ML0403;0;2018-09-14;2018-09-27;14;3990.948974609375
ML0403;1;2019-09-10;2019-10-01;22;3893.73046875
ML0403;2;2020-09-11;2020-10-01;21;4193.5595703125
ML0403;3;2021-09-18;2021-09-28;11;3865.779052734375
ML0403;4;2022-09-19;2022-10-10;22;4028.6328125
ML0404;0;2018-08-15;2018-08-20;6;216.10052490234375
ML0404;1;2018-09-02;2018-09-16;15;246.8345184326172
ML0404;2;2019-08-25;2019-09-14;21;566.0518188476562
ML0404;3;2020-08-26;2020-09-16;22;515.9025268554688
ML0404;4;2022-09-03;2022-09-05;3;253.9281768798828
ML0405;0;2018-09-11;2018-10-16;36;1795.8270263671875
ML0405;1;2019-09-14;2019-10-04;21;1518.3460693359375
ML0405;2;2020-09-08;2020-10-23;46;1844.4476318359375
ML0405;3;2021-09-21;2021-09-25;5;1498.7376708984375
ML0405;4;2022-09-24;2022-10-03;10;1564.145263671875
ML0406;0;2018-09-14;2018-09-23;10;4099.58154296875
ML0406;1;2019-09-10;2019-09-30;21;3938.96435546875
ML0406;2;2020-09-11;2020-10-01;21;4229.435546875
ML0406;3;2021-09-19;2021-09-28;10;3923.976806640625
ML0406;4;2022-09-22;2022-10-10;19;4027.332763671875
ML0502;0;2016-08-18;2016-08-20;3;241.76271057128906
ML0502;1;2017-08-13;2017-08-14;2;209.09005737304688
ML0502;2;2017-08-25;2017-08-26;2;209.1210174560547
ML0502;3;2018-08-08;2018-09-06;30;316.0685729980469
ML0502;4;2019-08-24;2019-09-01;9;285.0856018066406
ML0502;5;2020-09-01;2020-09-14;14;325.3381042480469
ML0502;6;2022-09-04;2022-09-06;3;233.04595947265625
ML0503;0;2018-09-13;2018-10-03;21;3019.3203125
ML0503;1;2019-09-13;2019-10-02;20;2913.2333984375
ML0503;2;2020-09-10;2020-10-16;37;3417.84228515625
ML0503;3;2021-09-19;2021-09-27;9;2975.827880859375
ML0503;4;2022-10-01;2022-10-03;3;2734.086181640625
ML0504;0;2016-08-18;2016-08-20;3;216.2908935546875
ML0504;1;2017-08-25;2017-08-28;4;249.65411376953125
ML0504;2;2018-08-05;2018-09-04;31;451.1741027832031
ML0504;3;2019-08-07;2019-08-10;4;232.30784606933594
ML0504;4;2019-08-24;2019-09-01;9;438.2337646484375
ML0504;5;2020-08-04;2020-08-13;10;290.86962890625
ML0504;6;2022-09-04;2022-09-05;2;227.76698303222656
ML0505;0;2016-08-14;2016-08-16;3;149.21844482421875
ML0505;1;2017-08-09;2017-08-13;5;165.7299346923828
ML0505;2;2018-08-08;2018-09-13;37;224.80735778808594
ML0505;3;2019-08-24;2019-08-31;8;190.81234741210938
ML0505;4;2020-08-12;2020-08-13;2;156.00408935546875
ML0505;5;2020-09-09;2020-09-12;4;194.08831787109375
ML0505;6;2022-08-29;2022-08-30;2;140.12110900878906
ML0506;0;2019-09-23;2019-10-01;9;2884.5576171875
ML0506;1;2019-10-22;2019-10-27;6;2854.479736328125
ML0506;2;2020-09-16;2020-11-01;47;3119.869384765625
ML0507;0;2018-09-13;2018-10-01;19;3199.18701171875
ML0507;1;2019-09-11;2019-09-28;18;2955.2109375
ML0507;2;2020-09-10;2020-10-14;35;3655.6640625
ML0507;3;2021-09-09;2021-09-27;19;3087.1591796875
ML0507;4;2022-09-16;2022-10-11;26;3011.58056640625
ML0508;0;2019-09-27;2019-10-01;5;2840.185791015625
ML0508;1;2019-10-20;2019-10-30;11;2854.479736328125
ML0508;2;2020-09-18;2020-11-02;46;3110.427001953125
ML0508;3;2022-10-18;2022-10-23;6;2825.002197265625
ML0601;0;2020-09-21;2020-10-22;32;2388.716796875
ML0601;1;2020-11-06;2020-11-30;25;2280.857666015625
ML0602;0;2020-09-19;2020-10-30;42;2467.255615234375
ML0602;1;2020-11-16;2020-11-20;5;2255.417236328125
ML0603;0;2020-10-13;2020-10-16;4;2156.298583984375
ML0603;1;2020-11-12;2020-12-02;21;2173.75537109375
ML0604;0;2019-10-06;2019-10-07;2;2280.23291015625
ML0604;1;2020-09-19;2020-10-30;42;2500.571044921875
ML0605;0;2020-10-13;2020-10-15;3;2110.500244140625
ML0605;1;2020-11-09;2020-12-01;23;2129.10546875
ML0701;0;2016-01-02;2016-01-05;4;1574.46826171875
ML0701;1;2018-12-20;2018-12-31;12;1567.1575927734375
ML0701;2;2019-12-03;2019-12-30;28;1612.8057861328125
ML0701;3;2020-11-28;2020-12-27;30;1583.78271484375
ML0702;0;2020-10-29;2020-11-29;32;2082.5537109375
ML0703;0;2020-10-27;2020-12-21;56;1881.009765625
ML0901;0;2018-09-10;2018-09-22;13;4698.3505859375
ML0901;1;2019-09-08;2019-10-01;24;4714.56640625
ML0901;2;2020-09-14;2020-09-27;14;4787.22265625
ML0901;3;2021-09-19;2021-09-26;8;4445.08154296875
ML0901;4;2022-09-25;2022-10-04;10;4428.5283203125
