admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-25;2019-10-13;50;1421.9464111328125
ML0103;4;2022-09-08;2022-10-11;34;1000.3182983398438
ML0105;1;2019-08-27;2019-09-29;34;1114.2322998046875
ML0202;5;2022-09-07;2022-10-19;43;1627.509765625
ML0203;1;2019-08-31;2019-10-19;50;4701.9501953125
ML0204;4;2022-09-05;2022-10-18;44;4417.50439453125
ML0205;2;2019-08-25;2019-09-06;13;459.3033447265625
ML0206;1;2019-09-02;2019-10-19;48;4618.38525390625
ML0207;0;2017-08-12;2017-08-13;2;61.826927185058594
ML0207;1;2017-08-27;2017-08-28;2;59.41179656982422
ML0207;2;2018-08-08;2018-09-16;40;337.7808837890625
ML0301;5;2022-08-26;2022-10-14;50;805.2964477539062
ML0302;2;2019-08-30;2019-10-24;56;329.5447998046875
ML0302;5;2022-09-02;2022-10-13;42;255.46095275878906
ML0304;4;2019-08-26;2019-09-27;33;348.25592041015625
ML0305;0;2016-08-23;2016-10-07;46;771.4197998046875
ML0305;1;2017-08-28;2017-08-30;3;399.73590087890625
ML0305;2;2018-08-19;2018-10-15;58;1124.6922607421875
ML0305;3;2019-08-27;2019-10-19;54;946.4669189453125
ML0401;4;2022-09-13;2022-10-18;36;4143.05517578125
ML0402;0;2016-08-27;2016-10-12;47;1263.489990234375
ML0402;1;2017-09-07;2017-09-11;5;929.0952758789062
ML0402;6;2022-09-05;2022-10-22;48;1717.14013671875
ML0404;0;2017-08-27;2017-08-28;2;77.27716827392578
ML0405;5;2022-09-10;2022-10-24;45;1539.4149169921875
ML0406;4;2022-09-12;2022-10-19;38;4030.7548828125
ML0503;4;2022-09-08;2022-10-23;46;2806.74658203125
ML0504;0;2016-07-23;2016-07-24;2;93.29736328125
ML0504;1;2017-08-11;2017-08-12;2;131.8360595703125
ML0504;2;2017-08-25;2017-09-06;13;216.00323486328125
ML0504;8;2022-08-31;2022-09-02;3;159.195068359375
ML0505;2;2017-08-12;2017-08-30;19;142.36781311035156
ML0505;6;2022-08-30;2022-09-06;8;136.27049255371094
ML0506;4;2022-09-12;2022-11-12;62;2813.081298828125
ML0601;2;2018-09-10;2018-12-28;110;2106.038330078125
ML0601;3;2019-09-12;2020-01-05;116;2144.678466796875
ML0602;5;2022-09-22;2022-12-16;86;2185.30078125
ML0603;6;2022-09-29;2023-01-02;96;2001.0439453125
ML0604;0;2017-10-09;2017-10-15;7;1747.68115234375
ML0604;2;2019-09-12;2019-12-17;97;2299.025634765625
ML0604;5;2022-09-19;2022-12-15;88;2209.494140625
ML0605;0;2016-10-09;2016-10-25;17;1730.1317138671875
ML0605;3;2019-09-20;2020-01-07;110;2040.5911865234375
ML0605;6;2022-09-30;2022-12-30;92;2001.0439453125
ML0701;3;2019-11-09;2020-01-27;80;1626.972900390625
ML0702;3;2019-09-24;2020-01-13;112;2015.29736328125
ML0702;6;2022-09-30;2023-01-03;96;1941.8504638671875
ML0703;0;2016-01-07;2016-01-21;15;1562.89892578125
ML0703;1;2018-10-08;2019-01-12;97;1717.7432861328125
ML0703;2;2019-09-28;2020-01-18;113;1770.3341064453125
ML0901;0;2018-09-01;2018-10-14;44;4803.48583984375
ML0901;1;2019-09-02;2019-10-19;48;4556.0986328125
ML0901;4;2022-09-05;2022-10-18;44;4370.453125
