admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-28;2019-09-16;20;1392.005859375
ML0105;1;2019-08-30;2019-09-15;17;1154.2958984375
ML0202;4;2022-09-18;2022-10-04;17;1625.734619140625
ML0203;1;2019-09-08;2019-10-02;25;4733.59912109375
ML0204;4;2022-09-23;2022-10-06;14;4430.18701171875
ML0205;1;2019-08-27;2019-09-05;10;497.7427062988281
ML0206;1;2019-09-11;2019-10-01;21;4636.5517578125
ML0207;0;2017-08-26;2017-08-27;2;71.24610900878906
ML0207;1;2018-09-12;2018-09-15;4;154.54165649414062
ML0301;4;2022-09-06;2022-09-20;15;803.8798217773438
ML0302;1;2019-09-14;2019-09-23;10;316.0784912109375
ML0304;2;2019-08-31;2019-09-01;2;226.1133575439453
ML0305;0;2018-08-24;2018-09-28;36;1139.3233642578125
ML0305;1;2019-09-16;2019-09-23;8;938.315185546875
ML0401;4;2022-09-25;2022-10-08;14;4186.0546875
ML0402;4;2022-09-18;2022-10-06;19;1720.5526123046875
ML0404;0;2017-08-26;2017-08-27;2;79.73793029785156
ML0405;4;2022-09-26;2022-10-06;11;1490.2664794921875
ML0406;4;2022-09-25;2022-10-09;15;4030.783447265625
ML0503;4;2022-10-05;2022-10-07;3;2637.802978515625
ML0504;4;2022-08-31;2022-09-01;2;176.60423278808594
ML0505;4;2022-08-31;2022-09-02;3;133.8947296142578
ML0604;0;2019-10-07;2019-10-10;4;2239.06787109375
ML0701;2;2019-12-05;2020-01-08;35;1626.4168701171875
ML0901;0;2018-09-10;2018-09-23;14;4783.91357421875
ML0901;1;2019-09-11;2019-10-01;21;4589.162109375
ML0901;4;2022-09-23;2022-10-05;13;4338.697265625
