identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-08-26;2018-10-06;42;1445.9169921875
ML0101;1;2019-08-26;2019-10-10;46;1323.472900390625
ML0101;2;2020-08-23;2020-10-20;59;1739.990234375
ML0101;3;2021-08-20;2021-09-29;41;996.5774536132812
ML0101;4;2022-09-03;2022-10-08;36;1041.9586181640625
ML0102;0;2018-08-03;2018-09-21;50;474.87408447265625
ML0102;1;2019-08-25;2019-09-18;25;901.76318359375
ML0102;2;2020-08-17;2020-09-28;43;879.98779296875
ML0102;3;2021-08-17;2021-08-22;6;310.974609375
ML0102;4;2022-09-03;2022-09-28;26;331.74237060546875
ML0103;0;2018-08-22;2018-10-09;49;1486.42138671875
ML0103;1;2019-08-26;2019-10-13;49;1370.807373046875
ML0103;2;2020-08-22;2020-10-22;62;1681.0198974609375
ML0103;3;2021-08-21;2021-10-03;44;1000.5115966796875
ML0103;4;2022-09-08;2022-10-12;35;1006.2238159179688
ML0104;0;2017-08-26;2017-08-28;3;960.9364013671875
ML0104;1;2018-08-27;2018-09-22;27;1653.940185546875
ML0104;2;2019-08-26;2019-09-27;33;1767.66796875
ML0104;3;2020-08-27;2020-10-09;44;1901.860595703125
ML0104;4;2021-08-20;2021-09-22;34;968.29296875
ML0104;5;2022-09-03;2022-09-20;18;883.4502563476562
ML0105;0;2018-08-20;2018-09-22;34;1229.11181640625
ML0105;1;2019-08-26;2019-09-27;33;1097.265869140625
ML0105;2;2020-08-27;2020-10-09;44;1350.30126953125
ML0105;3;2021-08-19;2021-09-22;35;1507.4691162109375
ML0105;4;2022-09-03;2022-09-20;18;883.4502563476562
ML0107;0;2016-07-25;2016-08-03;10;588.4615478515625
ML0107;1;2016-08-14;2016-09-15;33;497.8728332519531
ML0107;2;2018-08-14;2018-09-22;40;625.5486450195312
ML0107;3;2019-08-27;2019-09-06;11;604.1227416992188
ML0107;4;2020-07-31;2020-08-08;9;443.3561096191406
ML0107;5;2020-08-20;2020-09-16;28;1388.7294921875
ML0107;6;2021-08-20;2021-08-25;6;446.180908203125
ML0107;7;2022-09-02;2022-09-27;26;482.828857421875
ML0201;0;2018-08-20;2018-09-15;27;116.44650268554688
ML0201;1;2019-08-25;2019-09-12;19;493.3251647949219
ML0201;2;2020-08-12;2020-09-16;36;386.15960693359375
ML0201;3;2022-09-03;2022-09-24;22;106.38639068603516
ML0202;0;2016-08-23;2016-10-09;48;1256.4605712890625
ML0202;1;2018-08-20;2018-10-20;62;1939.9949951171875
ML0202;2;2019-08-27;2019-10-25;60;1566.3271484375
ML0202;3;2020-08-24;2020-10-28;66;1710.6053466796875
ML0202;4;2021-08-15;2021-10-10;57;1655.3411865234375
ML0202;5;2022-09-06;2022-10-21;46;1629.5098876953125
ML0203;0;2018-08-31;2018-10-16;47;4944.44189453125
ML0203;1;2019-08-30;2019-10-19;51;4880.91259765625
ML0203;2;2020-09-06;2020-10-18;43;4810.14697265625
ML0203;3;2021-08-31;2021-10-03;34;4537.4404296875
ML0203;4;2022-09-07;2022-10-19;43;4505.36767578125
ML0204;0;2018-08-31;2018-10-16;47;4944.44189453125
ML0204;1;2019-08-30;2019-10-20;52;4880.91259765625
ML0204;2;2020-09-05;2020-10-18;44;4811.23828125
ML0204;3;2021-08-31;2021-10-03;34;4558.56396484375
ML0204;4;2022-09-05;2022-10-19;45;4544.41357421875
ML0205;0;2016-08-30;2016-08-31;2;167.21182250976562
ML0205;1;2018-08-19;2018-09-16;29;454.3830261230469
ML0205;2;2019-08-26;2019-09-07;13;503.833251953125
ML0205;3;2020-08-13;2020-09-27;46;552.4307250976562
ML0205;4;2021-08-17;2021-09-02;17;335.42877197265625
ML0205;5;2022-09-11;2022-09-24;14;282.2669372558594
ML0206;0;2018-09-01;2018-10-14;44;4656.59228515625
ML0206;1;2019-09-01;2019-10-19;49;4660.75146484375
ML0206;2;2020-09-05;2020-10-18;44;4807.88671875
ML0206;3;2021-08-31;2021-10-05;36;4491.86181640625
ML0206;4;2022-09-05;2022-10-18;44;4536.6826171875
ML0207;0;2018-08-03;2018-08-25;23;365.2612609863281
ML0207;1;2018-09-11;2018-09-15;5;328.3898010253906
ML0207;2;2019-08-25;2019-09-14;21;937.5046997070312
ML0207;3;2020-08-27;2020-09-16;21;708.7898559570312
ML0207;4;2022-09-03;2022-09-06;4;316.6512756347656
ML0207;5;2022-09-22;2022-09-24;3;238.7562255859375
ML0301;0;2016-08-23;2016-10-06;45;618.9620361328125
ML0301;1;2018-08-17;2018-10-16;61;1128.89794921875
ML0301;2;2019-08-26;2019-10-21;57;866.384765625
ML0301;3;2020-08-21;2020-10-23;64;780.9882202148438
ML0301;4;2021-08-10;2021-10-07;59;821.049072265625
ML0301;5;2022-08-29;2022-10-13;46;745.1390991210938
ML0302;0;2016-08-28;2016-10-06;40;238.53077697753906
ML0302;1;2018-08-17;2018-10-15;60;442.103515625
ML0302;2;2019-08-27;2019-10-20;55;330.10284423828125
ML0302;3;2020-09-05;2020-10-16;42;251.66769409179688
ML0302;4;2021-08-18;2021-09-30;44;319.0112609863281
ML0302;5;2022-08-29;2022-10-11;44;267.7720642089844
ML0303;0;2016-08-29;2016-10-05;38;618.9620361328125
ML0303;1;2018-08-17;2018-10-16;61;1013.3282470703125
ML0303;2;2019-08-27;2019-10-21;56;798.841552734375
ML0303;3;2020-08-30;2020-10-21;53;737.35498046875
ML0303;4;2021-08-12;2021-10-06;56;758.8265380859375
ML0303;5;2022-08-29;2022-10-13;46;745.1390991210938
ML0304;0;2016-08-19;2016-09-13;26;399.27752685546875
ML0304;1;2017-08-11;2017-09-03;24;240.4330291748047
ML0304;2;2018-08-09;2018-10-09;62;562.2042846679688
ML0304;3;2019-08-25;2019-09-26;33;403.9681091308594
ML0304;4;2020-08-16;2020-10-13;59;636.0226440429688
ML0304;5;2021-08-06;2021-09-19;45;454.9525146484375
ML0304;6;2022-09-04;2022-09-29;26;367.7914123535156
ML0305;0;2016-08-21;2016-10-07;48;735.8117065429688
ML0305;1;2018-08-18;2018-10-15;59;1128.89794921875
ML0305;2;2019-08-26;2019-10-19;55;936.70703125
ML0305;3;2020-08-30;2020-10-20;52;950.5014038085938
ML0305;4;2021-08-11;2021-10-04;55;942.932373046875
ML0305;5;2022-09-01;2022-10-11;41;745.1390991210938
ML0306;0;2018-08-19;2018-10-12;55;1415.508056640625
ML0306;1;2019-08-21;2019-10-17;58;1191.1640625
ML0306;2;2020-09-07;2020-10-17;41;1054.0677490234375
ML0306;3;2021-08-29;2021-10-02;35;1055.64990234375
ML0306;4;2022-09-02;2022-10-05;34;875.0648803710938
ML0401;0;2018-09-02;2018-10-13;42;4410.97021484375
