identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-10;2018-09-19;10;1405.6298828125
ML0101;1;2020-09-09;2020-09-26;18;1789.0611572265625
ML0102;0;2019-08-26;2019-09-03;9;637.4523315429688
ML0102;1;2020-09-01;2020-09-15;15;905.1732177734375
ML0103;0;2018-09-12;2018-09-20;9;1436.358154296875
ML0103;1;2019-09-03;2019-09-04;2;1358.9459228515625
ML0103;2;2020-09-06;2020-10-01;26;1710.9969482421875
ML0104;0;2018-09-03;2018-09-13;11;1601.58837890625
ML0104;1;2019-08-30;2019-09-04;6;1521.081787109375
ML0104;2;2020-09-08;2020-09-15;8;1716.2642822265625
ML0107;0;2020-09-05;2020-09-09;5;843.3347778320312
ML0201;0;2019-08-27;2019-09-01;6;207.18333435058594
ML0201;1;2020-08-30;2020-09-07;9;247.88905334472656
ML0202;0;2018-09-11;2018-09-22;12;1893.8065185546875
ML0203;0;2018-09-17;2018-09-20;4;4611.37548828125
ML0203;1;2019-09-16;2019-09-17;2;4602.28466796875
ML0203;2;2020-09-15;2020-09-18;4;4723.8857421875
ML0204;0;2018-09-17;2018-09-20;4;4611.37548828125
ML0204;1;2020-09-15;2020-09-23;9;4852.44677734375
ML0205;0;2020-09-05;2020-09-06;2;432.46514892578125
ML0206;0;2018-09-17;2018-09-19;3;4470.818359375
ML0206;1;2020-09-16;2020-09-25;10;4852.44677734375
ML0207;0;2019-08-26;2019-09-01;7;567.4883422851562
ML0207;1;2020-09-03;2020-09-07;5;568.760498046875
ML0301;0;2018-08-28;2018-09-24;28;1139.829345703125
ML0301;1;2019-09-16;2019-09-19;4;841.242431640625
ML0302;0;2018-08-26;2018-09-21;27;451.2945556640625
ML0302;1;2019-09-17;2019-09-18;2;294.9889831542969
ML0303;0;2018-08-29;2018-09-25;28;1029.891845703125
ML0304;0;2020-09-01;2020-09-12;12;666.996826171875
ML0305;0;2018-08-30;2018-09-24;26;1175.034423828125
ML0306;0;2018-08-31;2018-09-22;23;1357.4559326171875
ML0306;1;2019-09-03;2019-09-17;15;1208.8348388671875
ML0401;0;2018-09-16;2018-09-17;2;4149.66748046875
ML0401;1;2020-09-21;2020-09-22;2;4283.744140625
ML0402;0;2018-09-11;2018-09-29;19;2002.595703125
ML0403;0;2020-09-14;2020-09-24;11;4104.89892578125
ML0404;0;2019-08-26;2019-09-01;7;361.5506591796875
ML0404;1;2020-08-30;2020-09-08;10;402.87139892578125
ML0405;0;2018-09-15;2018-09-27;13;1786.2235107421875
ML0405;1;2020-09-12;2020-10-19;38;1813.0863037109375
ML0406;0;2020-09-14;2020-09-23;10;4184.0771484375
ML0503;0;2018-09-20;2018-09-23;4;2915.494873046875
ML0503;1;2019-09-25;2019-09-28;4;2912.3564453125
ML0503;2;2020-09-13;2020-10-01;19;3432.359130859375
ML0503;3;2021-09-22;2021-09-23;2;2850.284423828125
ML0504;0;2018-08-11;2018-08-12;2;327.9449768066406
ML0504;1;2019-08-25;2019-08-27;3;310.57586669921875
ML0506;0;2020-09-24;2020-10-23;30;3197.590576171875
ML0507;0;2018-09-20;2018-09-21;2;2951.9990234375
ML0507;1;2020-09-13;2020-09-28;16;3636.070556640625
ML0508;0;2020-09-24;2020-10-24;31;3126.9521484375
ML0601;0;2020-09-22;2020-10-24;33;2395.850341796875
ML0601;1;2020-11-15;2020-11-29;15;2281.39990234375
ML0602;0;2020-09-25;2020-10-24;30;2449.752197265625
ML0603;0;2020-11-17;2020-12-01;15;2168.66748046875
ML0604;0;2020-09-24;2020-10-24;31;2513.53662109375
ML0702;0;2020-11-17;2020-11-22;6;2082.6640625
ML0703;0;2020-11-15;2020-12-10;26;1875.8101806640625
ML0901;0;2018-09-16;2018-09-19;4;4628.8720703125
ML0901;1;2020-09-16;2020-09-23;8;4744.25439453125
