admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-27;2019-10-02;37;1421.9464111328125
ML0103;4;2022-09-23;2022-10-07;15;970.896484375
ML0105;1;2019-08-30;2019-09-25;27;1112.565185546875
ML0202;5;2022-09-11;2022-10-16;36;1627.509765625
ML0203;1;2019-09-03;2019-10-15;43;4701.9501953125
ML0204;4;2022-09-13;2022-10-13;31;4417.50439453125
ML0205;1;2019-08-28;2019-09-03;7;287.0631408691406
ML0206;1;2019-09-05;2019-10-16;42;4618.38525390625
ML0207;0;2017-08-27;2017-08-28;2;59.41179656982422
ML0207;1;2018-08-12;2018-08-20;9;253.9829559326172
ML0207;2;2018-09-12;2018-09-16;5;168.47854614257812
ML0301;5;2022-08-31;2022-10-10;41;805.2964477539062
ML0302;2;2019-08-31;2019-10-18;49;329.5447998046875
ML0302;6;2022-09-03;2022-10-12;40;255.46095275878906
ML0304;2;2019-08-30;2019-09-22;24;296.972412109375
ML0305;0;2016-08-28;2016-10-03;37;771.4197998046875
ML0305;1;2018-08-21;2018-10-12;53;1124.6922607421875
ML0305;2;2019-08-30;2019-10-15;47;946.4669189453125
ML0401;4;2022-09-15;2022-10-15;31;4143.05517578125
ML0402;0;2016-09-01;2016-10-05;35;1263.489990234375
ML0402;5;2022-09-10;2022-10-16;37;1717.14013671875
ML0404;0;2017-08-27;2017-08-28;2;77.27716827392578
ML0405;5;2022-09-12;2022-10-21;40;1539.4149169921875
ML0406;4;2022-09-14;2022-10-17;34;4030.7548828125
ML0503;4;2022-09-12;2022-10-20;39;2806.74658203125
ML0505;4;2022-09-01;2022-09-03;3;105.08982849121094
ML0506;4;2022-09-16;2022-11-08;54;2813.081298828125
ML0601;0;2018-09-13;2018-12-16;95;2106.038330078125
ML0601;1;2019-09-17;2019-12-26;101;2144.678466796875
ML0602;4;2022-09-24;2022-12-05;73;2185.30078125
ML0603;5;2022-10-04;2022-12-25;83;2001.0439453125
ML0604;1;2019-09-16;2019-12-09;85;2299.025634765625
ML0604;5;2022-09-22;2022-12-05;75;2209.494140625
ML0605;1;2019-09-24;2019-12-30;98;2040.5911865234375
ML0605;5;2022-10-06;2022-12-21;77;2001.0439453125
ML0701;3;2019-11-20;2020-01-24;66;1626.972900390625
ML0702;1;2019-09-28;2020-01-04;99;2015.29736328125
ML0702;5;2022-10-07;2022-12-26;81;1941.8504638671875
ML0703;0;2016-01-07;2016-01-17;11;1562.89892578125
ML0703;1;2018-10-21;2019-01-07;79;1717.7432861328125
ML0703;2;2019-10-04;2019-10-07;4;1531.0653076171875
ML0703;3;2019-10-25;2020-01-13;81;1770.3341064453125
ML0901;0;2018-09-03;2018-10-10;38;4803.48583984375
ML0901;1;2019-09-05;2019-10-16;42;4556.0986328125
ML0901;4;2022-09-12;2022-10-13;32;4370.453125
