identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-08-26;2018-10-02;38;1445.9169921875
ML0101;1;2019-08-26;2019-10-02;38;1323.472900390625
ML0101;2;2020-08-30;2020-10-19;51;1739.990234375
ML0101;3;2021-08-20;2021-09-26;38;996.5774536132812
ML0101;4;2022-09-04;2022-10-05;32;1041.9586181640625
ML0102;0;2018-08-03;2018-09-19;48;474.87408447265625
ML0102;1;2019-08-26;2019-09-14;20;748.8421020507812
ML0102;2;2020-08-27;2020-09-26;31;879.98779296875
ML0102;3;2021-08-19;2021-08-20;2;262.46533203125
ML0102;4;2022-09-03;2022-09-05;3;331.74237060546875
ML0102;5;2022-09-22;2022-09-23;2;266.0733947753906
ML0103;0;2018-08-26;2018-10-03;39;1486.42138671875
ML0103;1;2019-08-27;2019-10-02;37;1370.807373046875
ML0103;2;2020-08-28;2020-10-20;54;1681.0198974609375
ML0103;3;2021-08-25;2021-09-28;35;1000.5115966796875
ML0103;4;2022-09-22;2022-10-04;13;1006.2238159179688
ML0104;0;2018-08-30;2018-09-18;20;1653.940185546875
ML0104;1;2019-08-26;2019-09-26;32;1767.66796875
ML0104;2;2020-08-30;2020-09-29;31;1901.860595703125
ML0104;3;2021-08-22;2021-09-07;17;932.9511108398438
ML0104;4;2021-09-20;2021-09-21;2;871.6641845703125
ML0104;5;2022-09-06;2022-09-07;2;876.0223388671875
ML0105;0;2018-08-30;2018-09-18;20;1229.11181640625
ML0105;1;2019-08-26;2019-09-26;32;1097.265869140625
ML0105;2;2020-08-30;2020-09-29;31;1350.30126953125
ML0105;3;2021-08-19;2021-09-07;20;1507.4691162109375
ML0105;4;2021-09-20;2021-09-21;2;871.6641845703125
ML0105;5;2022-09-06;2022-09-07;2;876.0223388671875
ML0107;0;2016-07-26;2016-07-28;3;588.4615478515625
ML0107;1;2016-08-15;2016-08-21;7;488.304931640625
ML0107;2;2016-09-03;2016-09-04;2;493.0902404785156
ML0107;3;2018-08-14;2018-08-23;10;523.325439453125
ML0107;4;2018-09-11;2018-09-18;8;625.5486450195312
ML0107;5;2019-08-29;2019-09-05;8;604.1227416992188
ML0107;6;2020-08-21;2020-09-15;26;1388.7294921875
