identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-08-31;2018-09-29;30;1495.413818359375
ML0101;1;2019-08-27;2019-09-26;31;1330.858154296875
ML0101;2;2020-09-02;2020-10-16;45;1759.916259765625
ML0101;3;2021-08-20;2021-08-21;2;889.907958984375
ML0101;4;2021-09-01;2021-09-02;2;946.4484252929688
ML0101;5;2022-09-27;2022-09-30;4;1016.1354370117188
ML0102;0;2018-08-04;2018-08-05;2;237.9282989501953
ML0102;1;2018-08-20;2018-09-17;29;452.1783142089844
ML0102;2;2019-08-26;2019-09-12;18;710.1925048828125
ML0102;3;2020-08-28;2020-09-20;24;902.251708984375
ML0102;4;2021-08-19;2021-08-20;2;202.22137451171875
ML0102;5;2022-09-04;2022-09-05;2;231.2910614013672
ML0103;0;2018-08-26;2018-10-03;39;1461.636962890625
ML0103;1;2019-08-27;2019-10-01;36;1369.079345703125
ML0103;2;2020-08-28;2020-10-19;53;1731.6153564453125
ML0103;3;2021-08-25;2021-09-27;34;989.826904296875
ML0103;4;2022-09-22;2022-10-04;13;998.0346069335938
ML0104;0;2018-08-31;2018-09-16;17;1678.791259765625
ML0104;1;2019-08-28;2019-09-24;28;1729.8404541015625
ML0104;2;2020-09-02;2020-09-23;22;1821.5841064453125
ML0105;0;2018-09-01;2018-09-16;16;1281.1678466796875
ML0105;1;2019-08-27;2019-09-21;26;1132.0830078125
ML0105;2;2020-09-03;2020-09-21;19;1403.166015625
ML0105;3;2021-08-20;2021-08-21;2;927.221923828125
ML0107;0;2016-07-26;2016-07-27;2;448.42254638671875
ML0107;1;2016-09-12;2016-09-13;2;448.3592224121094
ML0107;2;2018-08-14;2018-08-23;10;506.0285949707031
ML0107;3;2018-09-11;2018-09-18;8;650.45849609375
ML0107;4;2019-08-27;2019-09-06;11;707.5496826171875
ML0107;5;2020-08-25;2020-09-15;22;1360.5220947265625
ML0201;0;2018-09-03;2018-09-13;11;125.40251159667969
ML0201;1;2019-08-26;2019-09-11;17;178.19078063964844
ML0201;2;2020-08-13;2020-08-14;2;49.52125930786133
ML0201;3;2020-08-27;2020-09-13;18;359.6213073730469
ML0202;0;2016-09-01;2016-10-01;31;1262.7159423828125
ML0202;1;2018-08-23;2018-10-16;55;1941.6478271484375
ML0202;2;2019-08-30;2019-10-16;48;1579.539794921875
ML0202;3;2020-09-02;2020-10-25;54;1736.724609375
ML0202;4;2021-08-22;2021-10-07;47;1637.518798828125
ML0202;5;2022-09-08;2022-10-15;38;1640.5377197265625
ML0203;0;2018-09-02;2018-10-14;43;4948.30419921875
ML0203;1;2019-09-02;2019-10-16;45;4891.9169921875
ML0203;2;2020-09-07;2020-10-14;38;4853.0859375
ML0203;3;2021-09-03;2021-10-01;29;4568.81298828125
ML0203;4;2022-09-11;2022-10-14;34;4457.51416015625
ML0204;0;2018-09-03;2018-10-13;41;4948.30419921875
ML0204;1;2019-09-02;2019-10-17;46;4891.9169921875
ML0204;2;2020-09-08;2020-10-14;37;4869.72705078125
ML0204;3;2021-09-03;2021-10-02;30;4590.93212890625
ML0204;4;2022-09-12;2022-10-14;33;4504.73779296875
ML0205;0;2018-08-31;2018-09-13;14;309.26025390625
ML0205;1;2019-08-26;2019-09-02;8;416.3975524902344
ML0205;2;2020-08-30;2020-09-15;17;733.2364501953125
ML0205;3;2021-08-18;2021-08-20;3;363.4576721191406
ML0205;4;2022-09-22;2022-09-23;2;165.65565490722656
ML0206;0;2018-09-03;2018-10-11;39;4677.08251953125
ML0206;1;2019-09-02;2019-10-16;45;4632.34033203125
ML0206;2;2020-09-08;2020-10-16;39;4879.57470703125
ML0206;3;2021-09-03;2021-10-02;30;4494.29931640625
ML0206;4;2022-09-12;2022-10-14;33;4504.73779296875
ML0207;0;2018-08-04;2018-08-05;2;220.94325256347656
ML0207;1;2018-08-16;2018-08-22;7;402.551513671875
ML0207;2;2018-09-12;2018-09-14;3;269.941162109375
ML0207;3;2019-08-26;2019-09-12;18;721.2899169921875
ML0207;4;2020-08-28;2020-09-14;18;739.129150390625
ML0207;5;2022-09-04;2022-09-05;2;218.61163330078125
ML0301;0;2016-08-29;2016-10-02;35;601.0596313476562
ML0301;1;2018-08-20;2018-10-12;54;1134.9940185546875
ML0301;2;2019-08-29;2019-10-09;42;871.09814453125
ML0301;3;2020-09-01;2020-10-17;47;781.2941284179688
ML0301;4;2021-08-14;2021-10-01;49;825.1638793945312
ML0301;5;2022-09-01;2022-10-10;40;765.6829223632812
ML0302;0;2016-09-02;2016-10-03;32;236.555419921875
ML0302;1;2018-08-20;2018-10-12;54;459.11883544921875
ML0302;2;2019-08-30;2019-10-17;49;332.4900207519531
ML0302;3;2020-09-09;2020-09-21;13;248.0792694091797
ML0302;4;2020-10-08;2020-10-15;8;247.96334838867188
ML0302;5;2021-08-24;2021-09-27;35;315.9425964355469
ML0302;6;2022-09-03;2022-10-09;37;261.74517822265625
ML0303;0;2016-08-30;2016-10-02;34;601.0596313476562
ML0303;1;2018-08-20;2018-10-13;55;1013.892333984375
ML0303;2;2019-08-31;2019-10-10;41;809.03271484375
ML0303;3;2020-09-05;2020-10-17;43;739.9335327148438
ML0303;4;2021-08-14;2021-10-03;51;773.8056640625
ML0303;5;2022-09-02;2022-10-08;37;765.6829223632812
ML0304;0;2016-08-19;2016-09-06;19;349.4227294921875
ML0304;1;2018-08-13;2018-09-21;40;555.3536376953125
ML0304;2;2019-08-26;2019-09-23;29;429.4181823730469
ML0304;3;2020-08-17;2020-09-28;43;649.203857421875
ML0304;4;2021-08-12;2021-08-20;9;436.6929931640625
ML0304;5;2021-08-31;2021-09-03;4;363.5649719238281
ML0304;6;2022-09-11;2022-09-23;13;317.7845153808594
ML0305;0;2016-08-29;2016-10-03;36;745.5491333007812
ML0305;1;2018-08-20;2018-10-12;54;1142.01318359375
ML0305;2;2019-08-27;2019-10-14;49;928.3172607421875
ML0305;3;2020-09-03;2020-10-17;45;942.9314575195312
ML0305;4;2021-08-14;2021-09-29;47;973.2041015625
ML0305;5;2022-09-02;2022-10-08;37;776.0889892578125
ML0306;0;2018-08-21;2018-10-10;51;1397.93310546875
ML0306;1;2019-08-23;2019-10-15;54;1183.3363037109375
ML0306;2;2020-09-08;2020-10-15;38;1040.4429931640625
ML0306;3;2021-08-31;2021-09-29;30;1066.9896240234375
ML0306;4;2022-09-10;2022-10-03;24;877.8001708984375
ML0401;0;2018-09-04;2018-10-10;37;4372.31201171875
ML0401;1;2019-09-03;2019-10-12;40;4119.92626953125
ML0401;2;2020-09-08;2020-10-16;39;4372.865234375
ML0401;3;2021-09-04;2021-10-02;29;4072.533935546875
ML0401;4;2022-09-14;2022-10-15;32;4225.41748046875
ML0402;0;2016-09-02;2016-10-05;34;1292.7720947265625
ML0402;1;2018-08-25;2018-10-20;57;2012.721923828125
ML0402;2;2019-08-31;2019-10-25;56;1635.150146484375
ML0402;3;2020-09-02;2020-10-27;56;1854.5911865234375
ML0402;4;2021-08-20;2021-10-07;49;1637.518798828125
ML0402;5;2022-09-08;2022-10-16;39;1707.811767578125
ML0403;0;2018-09-08;2018-10-12;35;3971.133544921875
ML0403;1;2019-09-03;2019-10-13;41;3888.083740234375
ML0403;2;2020-09-08;2020-10-19;42;4188.275390625
ML0403;3;2021-09-05;2021-10-03;29;3875.30419921875
ML0403;4;2022-09-12;2022-10-17;36;4011.850830078125
ML0404;0;2017-08-26;2017-08-27;2;127.57289123535156
ML0404;1;2018-08-15;2018-08-21;7;185.09005737304688
ML0404;2;2018-09-03;2018-09-17;15;233.2540283203125
ML0404;3;2019-08-25;2019-09-13;20;587.6181030273438
ML0404;4;2020-08-26;2020-09-16;22;441.1199951171875
ML0404;5;2022-09-04;2022-09-06;3;174.27272033691406
