identifier;events;flood_start;flood_end;duration;peak_streamflow
Ansongo;0;2018-12-14;2018-12-23;10;1532.781494140625
Ansongo;1;2019-12-10;2020-01-03;25;1560.1177978515625
Ansongo;2;2020-12-15;2020-12-18;4;1511.755615234375
Bafing Makana;0;2018-09-05;2018-09-15;11;1185.612548828125
Bafing Makana;1;2020-09-05;2020-09-21;17;1461.451904296875
Bamako;0;2018-09-07;2018-09-23;17;4635.30126953125
Bamako;1;2019-09-11;2019-09-28;18;4529.701171875
Bamako;2;2020-09-13;2020-09-26;14;4734.3076171875
Bamako;3;2021-09-23;2021-09-24;2;3924.263916015625
Banankoro;0;2018-09-13;2018-09-16;4;3233.803466796875
Banankoro;1;2019-09-13;2019-09-19;7;3217.66162109375
Banankoro;2;2020-09-15;2020-09-25;11;3415.56640625
Banankoro;3;2022-09-24;2022-09-28;5;3287.5693359375
Bougouni;0;2018-08-26;2018-09-26;32;673.6932373046875
Bougouni;1;2019-09-06;2019-09-22;17;525.4483032226562
Bougouni;2;2020-09-10;2020-09-20;11;518.5240478515625
Dire;0;2018-10-02;2018-10-22;21;2075.836181640625
Dire;1;2019-10-07;2019-11-18;43;2088.848876953125
Dire;2;2020-10-09;2020-12-12;65;2275.747314453125
Dire;3;2022-10-26;2022-10-27;2;1970.297607421875
Douna;0;2018-09-04;2018-10-10;37;1964.0784912109375
Douna;1;2020-09-11;2020-10-17;37;1684.39111328125
Douna;2;2021-09-10;2021-09-24;15;1612.5986328125
Douna;3;2022-09-17;2022-10-09;23;1643.918212890625
Gao;0;2019-11-25;2020-01-01;38;1732.4210205078125
Gao;1;2020-10-25;2020-12-26;63;1824.9833984375
Guelelinkoro;0;2018-08-29;2018-10-03;36;1303.14892578125
Guelelinkoro;1;2019-09-05;2019-09-29;25;1192.3126220703125
Guelelinkoro;2;2020-09-13;2020-09-16;4;934.0266723632812
Guelelinkoro;3;2021-09-08;2021-09-09;2;842.1547241210938
Kayes;0;2018-09-11;2018-09-24;14;545.9360961914062
Kayes;1;2019-09-03;2019-09-06;4;489.3283386230469
Kayes;2;2020-08-28;2020-10-13;47;787.33544921875
Kayes;3;2021-08-22;2021-08-23;2;464.465576171875
Koulikoro;0;2018-09-08;2018-09-23;16;4680.50244140625
Koulikoro;1;2019-09-12;2019-09-29;18;4567.50244140625
Koulikoro;2;2020-09-13;2020-09-29;17;4853.04638671875
Koulikoro;3;2021-09-23;2021-09-24;2;3952.449462890625
Koulikoro;4;2022-09-23;2022-10-05;13;4331.05517578125
Mopti;0;2018-09-15;2018-10-17;33;2340.953857421875
Mopti;1;2019-09-12;2019-10-03;22;2386.544921875
Mopti;2;2020-09-13;2020-10-20;38;2695.960693359375
Pankourou;0;2018-08-26;2018-10-04;40;1029.5843505859375
Pankourou;1;2019-09-09;2019-09-28;20;827.2728881835938
Pankourou;2;2020-09-11;2020-09-17;7;684.1396484375
Pankourou;3;2021-08-19;2021-09-23;36;822.4840087890625
Pankourou;4;2022-09-04;2022-09-23;20;784.8097534179688
Sofara;0;2018-09-08;2018-10-14;37;1317.477783203125
Sofara;1;2019-09-09;2019-10-15;37;1331.568359375
Sofara;2;2020-09-04;2020-10-30;57;1603.028564453125
Sofara;3;2021-09-19;2021-09-24;6;1103.7220458984375
Sofara;4;2022-09-29;2022-09-30;2;1052.82568359375
