admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-28;2019-09-10;14;1482.45703125
ML0202;3;2022-10-03;2022-10-04;2;1379.59912109375
ML0203;1;2019-09-15;2019-09-20;6;4477.37158203125
ML0205;0;2019-08-31;2019-09-01;2;146.10865783691406
ML0206;1;2019-09-14;2019-09-20;7;4424.384765625
ML0301;4;2022-09-14;2022-09-15;2;734.462890625
ML0302;1;2019-09-18;2019-09-20;3;284.3726501464844
ML0305;0;2018-08-27;2018-09-25;30;1104.5374755859375
ML0305;1;2019-09-18;2019-09-21;4;804.0422973632812
ML0401;3;2022-10-04;2022-10-08;5;3751.294189453125
ML0402;3;2022-09-24;2022-10-05;12;1687.6734619140625
ML0405;3;2022-09-30;2022-10-01;2;1482.4307861328125
ML0406;3;2022-09-30;2022-10-07;8;3916.815673828125
ML0604;0;2019-10-09;2019-10-14;6;2244.48974609375
ML0605;1;2019-10-14;2019-10-26;13;2040.532470703125
ML0701;2;2019-12-03;2020-01-12;41;1629.072998046875
ML0702;0;2019-10-15;2019-12-04;51;2009.758056640625
ML0702;2;2022-11-13;2022-11-20;8;1936.3565673828125
ML0703;0;2018-12-03;2018-12-26;24;1717.6700439453125
ML0703;1;2019-11-19;2020-01-03;46;1765.1094970703125
ML0802;0;2019-08-24;2019-08-31;8;7.442441940307617
ML0901;0;2018-09-12;2018-09-22;11;4707.1630859375
ML0901;1;2019-09-15;2019-09-19;5;4364.03857421875
