identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-02;2018-09-29;28;1476.0762939453125
ML0101;1;2019-08-29;2019-09-27;30;1334.6114501953125
ML0101;2;2020-08-31;2020-10-16;47;1757.5460205078125
ML0101;3;2022-09-12;2022-10-01;20;1180.5589599609375
ML0102;0;2016-08-13;2016-08-14;2;158.71299743652344
ML0102;1;2017-08-26;2017-08-27;2;84.4432144165039
ML0102;2;2018-08-07;2018-09-20;45;478.2503356933594
ML0102;3;2019-08-25;2019-09-14;21;700.0286254882812
ML0102;4;2020-08-06;2020-08-08;3;182.11961364746094
ML0102;5;2020-08-26;2020-09-27;33;1078.1881103515625
ML0102;6;2021-08-19;2021-08-23;5;147.21861267089844
ML0102;7;2022-09-23;2022-09-28;6;220.9812469482422
ML0103;0;2018-09-02;2018-09-29;28;1452.3040771484375
ML0103;1;2019-08-27;2019-09-24;29;1392.005859375
ML0103;2;2020-09-04;2020-10-16;43;1734.14453125
ML0104;0;2018-08-31;2018-09-18;19;1535.76318359375
ML0104;1;2019-08-30;2019-09-26;28;1251.1070556640625
ML0104;2;2020-08-30;2020-09-27;29;1894.8433837890625
ML0104;3;2021-09-04;2021-09-09;6;879.5858154296875
ML0104;4;2022-09-22;2022-09-23;2;772.3109741210938
ML0105;0;2018-08-31;2018-09-18;19;1351.666015625
ML0105;1;2019-08-30;2019-09-26;28;1154.2958984375
ML0105;2;2020-08-30;2020-09-27;29;1463.91796875
ML0105;3;2021-09-04;2021-09-09;6;879.5858154296875
ML0105;4;2022-09-22;2022-09-23;2;772.3109741210938
ML0107;0;2016-07-28;2016-08-01;5;355.78643798828125
ML0107;1;2016-08-18;2016-09-16;30;514.2821655273438
ML0107;2;2018-08-15;2018-09-20;37;584.0743408203125
ML0107;3;2019-08-27;2019-09-05;10;771.6692504882812
ML0107;4;2020-08-07;2020-08-08;2;274.138916015625
ML0107;5;2020-08-26;2020-09-16;22;1155.609130859375
ML0107;6;2021-08-20;2021-08-21;2;278.63360595703125
ML0107;7;2022-09-01;2022-09-05;5;428.4314270019531
ML0201;0;2016-09-03;2016-09-04;2;15.24023151397705
ML0201;1;2017-08-11;2017-08-12;2;18.8940486907959
ML0201;2;2017-08-26;2017-08-27;2;21.12748908996582
ML0201;3;2018-08-12;2018-09-15;35;124.41388702392578
ML0201;4;2019-08-26;2019-09-14;20;211.00680541992188
ML0201;5;2020-08-05;2020-09-20;47;268.9991455078125
ML0201;6;2021-08-18;2021-08-21;4;36.28961944580078
ML0201;7;2022-09-23;2022-09-24;2;31.068788528442383
ML0202;0;2018-08-30;2018-10-12;44;1925.190185546875
ML0202;1;2019-09-04;2019-10-02;29;1582.1767578125
ML0202;2;2020-09-08;2020-10-18;41;1758.61474609375
ML0202;3;2021-09-02;2021-09-29;28;1671.8704833984375
ML0202;4;2022-09-15;2022-10-09;25;1625.734619140625
ML0203;0;2018-09-04;2018-10-03;30;4893.0908203125
ML0203;1;2019-09-05;2019-10-12;38;4733.59912109375
ML0203;2;2020-09-12;2020-09-29;18;4829.513671875
ML0203;3;2021-09-06;2021-09-29;24;4457.4580078125
ML0203;4;2022-09-16;2022-10-08;23;4390.1416015625
ML0204;0;2018-09-04;2018-10-03;30;4893.0908203125
ML0204;1;2019-09-05;2019-10-12;38;4753.77978515625
ML0204;2;2020-09-12;2020-09-30;19;4845.22314453125
ML0204;3;2021-09-06;2021-09-29;24;4490.38525390625
ML0204;4;2022-09-16;2022-10-08;23;4430.18701171875
ML0205;0;2016-08-13;2016-08-15;3;157.7886199951172
ML0205;1;2018-08-11;2018-09-16;37;273.8153381347656
ML0205;2;2019-08-24;2019-09-11;19;497.7427062988281
ML0205;3;2020-08-06;2020-09-23;49;732.8395385742188
ML0205;4;2021-08-17;2021-08-23;7;199.9789581298828
ML0205;5;2022-09-22;2022-09-27;6;160.5455322265625
ML0206;0;2018-09-05;2018-10-01;27;4744.345703125
ML0206;1;2019-09-06;2019-10-12;37;4636.5517578125
ML0206;2;2020-09-12;2020-10-11;30;4830.779296875
ML0206;3;2021-09-06;2021-10-01;26;4470.17041015625
ML0206;4;2022-09-15;2022-10-09;25;4430.18701171875
ML0207;0;2017-08-26;2017-08-27;2;71.24610900878906
ML0207;1;2018-08-07;2018-09-16;41;332.7026672363281
ML0207;2;2019-08-25;2019-09-11;18;643.32421875
ML0207;3;2020-08-06;2020-08-08;3;162.05886840820312
ML0207;4;2020-08-27;2020-09-20;25;700.5781860351562
ML0207;5;2021-08-20;2021-08-21;2;72.52134704589844
ML0301;0;2018-08-23;2018-10-07;46;1098.8826904296875
ML0301;1;2019-09-01;2019-10-03;33;861.5866088867188
ML0301;2;2020-09-08;2020-09-23;16;820.1680297851562
ML0301;3;2020-10-13;2020-10-15;3;519.0633544921875
ML0301;4;2021-08-16;2021-09-25;41;876.4288940429688
ML0301;5;2022-09-02;2022-10-04;33;803.8798217773438
ML0302;0;2018-08-24;2018-10-09;47;445.4316101074219
ML0302;1;2019-09-04;2019-10-09;36;326.56207275390625
ML0302;2;2020-09-12;2020-09-13;2;241.85595703125
ML0302;3;2021-08-30;2021-09-24;26;301.37542724609375
ML0302;4;2022-09-15;2022-09-18;4;244.6033477783203
ML0303;0;2018-08-24;2018-10-08;46;1019.9642333984375
ML0303;1;2019-09-04;2019-10-06;33;807.73291015625
ML0303;2;2020-09-09;2020-09-20;12;719.0298461914062
ML0303;3;2020-10-13;2020-10-15;3;467.5318908691406
ML0303;4;2021-08-17;2021-09-25;40;824.3278198242188
ML0303;5;2022-09-02;2022-09-29;28;783.364013671875
ML0304;0;2016-08-29;2016-09-06;9;322.6967468261719
ML0304;1;2018-08-16;2018-09-18;34;484.1943359375
ML0304;2;2019-08-29;2019-09-24;27;307.97747802734375
ML0304;3;2020-08-26;2020-09-24;30;681.765380859375
ML0304;4;2021-08-15;2021-09-05;22;390.0687255859375
ML0304;5;2022-09-22;2022-09-23;2;170.82630920410156
ML0305;0;2016-09-17;2016-09-19;3;666.2564697265625
ML0305;1;2018-08-24;2018-10-03;41;1139.3233642578125
ML0305;2;2019-08-31;2019-10-02;33;938.315185546875
ML0305;3;2020-09-08;2020-09-24;17;956.8461303710938
ML0305;4;2020-10-13;2020-10-14;2;560.1442260742188
ML0305;5;2021-08-17;2021-09-24;39;991.1748046875
ML0305;6;2022-09-06;2022-09-19;14;803.8798217773438
ML0306;0;2018-08-24;2018-10-11;49;1346.27783203125
ML0306;1;2019-08-29;2019-10-10;43;1215.3743896484375
ML0306;2;2020-09-11;2020-09-24;14;1044.4119873046875
ML0306;3;2020-10-10;2020-10-15;6;899.9776000976562
ML0306;4;2021-09-03;2021-09-28;26;1039.98046875
ML0401;0;2018-09-08;2018-09-23;16;4413.48095703125
ML0401;1;2019-09-07;2019-10-02;26;4149.08544921875
ML0401;2;2020-09-11;2020-10-11;31;4371.27685546875
ML0401;3;2021-09-07;2021-09-30;24;4057.0927734375
ML0401;4;2022-09-17;2022-10-13;27;4186.0546875
ML0402;0;2018-08-31;2018-10-15;46;2002.023193359375
ML0402;1;2019-09-04;2019-10-13;40;1612.3475341796875
ML0402;2;2020-09-09;2020-10-22;44;1800.8046875
ML0402;3;2021-09-03;2021-09-30;28;1671.8704833984375
ML0402;4;2022-09-15;2022-10-11;27;1720.5526123046875
ML0403;0;2018-09-12;2018-10-09;28;3995.476318359375
ML0403;1;2019-09-07;2019-10-04;28;3870.675537109375
ML0403;2;2020-09-11;2020-10-16;36;4251.9150390625
ML0403;3;2021-09-07;2021-10-01;25;3850.677490234375
ML0403;4;2022-09-16;2022-10-14;29;4034.923095703125
ML0404;0;2017-08-11;2017-08-12;2;79.05734252929688
ML0404;1;2017-08-26;2017-08-29;4;79.73793029785156
ML0404;2;2018-08-11;2018-08-20;10;248.27333068847656
ML0404;3;2018-09-06;2018-09-18;13;215.60707092285156
ML0404;4;2019-08-25;2019-09-15;22;361.3558349609375
ML0404;5;2020-08-05;2020-09-20;47;441.094482421875
