admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-06;2018-09-20;15;1434.318115234375
ML0101;1;2019-09-03;2019-09-14;12;1363.6527099609375
ML0101;2;2020-09-06;2020-10-02;27;1789.0611572265625
ML0102;0;2018-09-13;2018-09-15;3;330.07177734375
ML0102;1;2019-08-26;2019-09-03;9;637.4523315429688
ML0102;2;2020-09-01;2020-09-16;16;905.1732177734375
ML0103;0;2018-09-08;2018-09-22;15;1436.358154296875
ML0103;1;2019-09-02;2019-09-09;8;1358.9459228515625
ML0103;2;2020-09-05;2020-10-04;30;1710.9969482421875
ML0104;0;2018-09-02;2018-09-14;13;1601.58837890625
ML0104;1;2019-08-29;2019-09-05;8;1521.081787109375
ML0104;2;2020-09-08;2020-09-17;10;1716.2642822265625
ML0105;0;2018-09-09;2018-09-10;2;1268.689453125
ML0105;1;2020-09-10;2020-09-15;6;1307.19775390625
ML0107;0;2019-08-27;2019-08-28;2;803.0223388671875
ML0107;1;2020-09-05;2020-09-10;6;843.3347778320312
ML0201;0;2019-08-27;2019-09-01;6;207.18333435058594
ML0201;1;2020-08-30;2020-09-07;9;247.88905334472656
ML0202;0;2018-09-05;2018-09-25;21;1893.8065185546875
ML0202;1;2020-09-12;2020-09-22;11;1715.886962890625
ML0202;2;2021-09-06;2021-09-21;16;1668.905517578125
ML0203;0;2018-09-10;2018-09-21;12;4935.2353515625
ML0203;1;2019-09-11;2019-09-30;20;4755.34619140625
ML0203;2;2020-09-14;2020-09-26;13;4850.81689453125
ML0204;0;2018-09-10;2018-09-21;12;4935.2353515625
ML0204;1;2019-09-11;2019-09-30;20;4772.67236328125
ML0204;2;2020-09-14;2020-09-27;14;4862.44580078125
ML0205;0;2019-08-27;2019-08-28;2;563.7254028320312
ML0205;1;2020-09-05;2020-09-07;3;432.46514892578125
ML0206;0;2018-09-10;2018-09-21;12;4718.39892578125
ML0206;1;2019-09-12;2019-09-26;15;4653.74755859375
ML0206;2;2020-09-14;2020-09-27;14;4852.44677734375
ML0206;3;2022-10-04;2022-10-05;2;4087.114013671875
ML0207;0;2019-08-26;2019-09-02;8;567.4883422851562
ML0207;1;2020-09-01;2020-09-08;8;568.760498046875
ML0301;0;2018-08-25;2018-09-27;34;1139.829345703125
ML0301;1;2019-09-15;2019-09-22;8;860.2548828125
ML0301;2;2020-09-10;2020-09-13;4;775.3013916015625
ML0301;3;2021-09-02;2021-09-21;20;829.9913940429688
ML0302;0;2018-08-26;2018-09-23;29;451.2945556640625
ML0302;1;2019-09-13;2019-09-20;8;325.03240966796875
ML0302;2;2021-09-02;2021-09-03;2;287.054443359375
ML0303;0;2018-08-26;2018-10-01;37;1029.891845703125
ML0303;1;2019-09-15;2019-09-25;11;793.1851196289062
ML0303;2;2021-09-02;2021-09-21;20;789.9945678710938
ML0303;3;2022-09-17;2022-09-18;2;709.5234375
ML0304;0;2018-09-03;2018-09-08;6;480.8816223144531
ML0304;1;2020-08-29;2020-09-12;15;666.996826171875
ML0305;0;2018-08-28;2018-09-27;31;1175.034423828125
ML0305;1;2019-09-15;2019-09-22;8;946.0242309570312
ML0305;2;2020-09-11;2020-09-16;6;899.947998046875
ML0305;3;2021-09-02;2021-09-07;6;897.291259765625
ML0306;0;2018-08-29;2018-09-24;27;1357.4559326171875
ML0306;1;2019-09-02;2019-09-27;26;1208.8348388671875
ML0306;2;2021-09-05;2021-09-07;3;957.3712768554688
ML0401;0;2018-09-14;2018-09-19;6;4243.95068359375
ML0401;1;2020-09-14;2020-09-28;15;4380.79248046875
ML0402;0;2018-09-09;2018-10-05;27;2002.595703125
ML0402;1;2020-09-13;2020-09-30;18;1790.92138671875
ML0402;2;2020-10-13;2020-10-14;2;1644.2032470703125
ML0402;3;2022-09-27;2022-10-04;8;1735.9434814453125
ML0403;0;2018-09-16;2018-09-21;6;3925.32568359375
ML0403;1;2019-09-16;2019-09-17;2;3843.6904296875
ML0403;2;2020-09-13;2020-09-28;16;4181.9794921875
ML0403;3;2022-09-28;2022-10-06;9;4028.877197265625
ML0404;0;2019-08-26;2019-09-01;7;361.5506591796875
ML0404;1;2020-08-30;2020-09-11;13;402.87139892578125
ML0405;0;2018-09-13;2018-10-13;31;1786.2235107421875
ML0405;1;2019-09-14;2019-09-29;16;1557.17529296875
ML0405;2;2020-09-10;2020-10-23;44;1813.0863037109375
ML0405;3;2022-09-26;2022-10-04;9;1514.8189697265625
ML0406;0;2018-09-16;2018-09-20;5;3951.545654296875
ML0406;1;2019-09-23;2019-09-25;3;3842.502685546875
ML0406;2;2020-09-14;2020-09-27;14;4184.0771484375
ML0406;3;2022-09-29;2022-10-06;8;3998.770263671875
ML0502;0;2019-08-27;2019-08-28;2;235.31875610351562
ML0503;0;2018-09-15;2018-09-26;12;3004.4033203125
ML0503;1;2019-09-16;2019-09-30;15;2996.78564453125
ML0503;2;2020-09-11;2020-10-13;33;3432.359130859375
ML0503;3;2021-09-20;2021-09-27;8;2920.04541015625
ML0504;0;2018-08-11;2018-08-12;2;327.9449768066406
ML0504;1;2019-08-25;2019-08-27;3;310.57586669921875
ML0505;0;2018-08-11;2018-08-12;2;173.51536560058594
ML0505;1;2019-08-26;2019-08-27;2;162.13172912597656
ML0506;0;2020-09-16;2020-10-30;45;3197.590576171875
ML0507;0;2018-09-15;2018-09-23;9;3194.377685546875
ML0507;1;2019-09-16;2019-09-27;12;3017.485595703125
ML0507;2;2020-09-12;2020-10-01;20;3636.070556640625
ML0507;3;2021-09-20;2021-09-25;6;3008.002197265625
ML0508;0;2019-10-25;2019-10-26;2;2763.19580078125
ML0508;1;2020-09-19;2020-11-01;44;3126.9521484375
ML0601;0;2020-09-21;2020-12-05;76;2395.850341796875
ML0602;0;2019-10-25;2019-10-26;2;2193.896484375
ML0602;1;2020-09-19;2020-11-26;69;2449.752197265625
ML0603;0;2020-10-10;2020-12-09;61;2168.66748046875
ML0604;0;2019-10-04;2019-10-18;15;2294.147216796875
ML0604;1;2020-09-19;2020-11-24;67;2513.53662109375
ML0605;0;2020-10-11;2020-12-06;57;2125.432861328125
ML0701;0;2019-12-10;2019-12-30;21;1623.6905517578125
ML0702;0;2019-11-21;2019-11-25;5;2016.279541015625
ML0702;1;2020-10-26;2020-11-30;36;2083.132080078125
ML0703;0;2020-10-28;2020-12-20;54;1875.8101806640625
ML0901;0;2018-09-10;2018-09-21;12;4764.3291015625
ML0901;1;2019-09-12;2019-09-19;8;4659.5751953125
ML0901;2;2020-09-14;2020-09-27;14;4817.9013671875
