admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-28;2019-09-09;13;1392.005859375
ML0203;1;2019-09-12;2019-09-27;16;4717.8408203125
ML0205;0;2019-08-30;2019-09-01;3;231.02989196777344
ML0206;1;2019-09-14;2019-09-27;14;4503.00537109375
ML0302;1;2019-09-16;2019-09-21;6;298.2828674316406
ML0305;0;2018-08-27;2018-09-26;31;1139.3233642578125
ML0305;1;2019-09-16;2019-09-21;6;938.315185546875
ML0402;2;2022-09-25;2022-10-04;10;1711.506103515625
ML0405;3;2022-09-26;2022-09-30;5;1490.2664794921875
ML0406;2;2022-09-29;2022-10-05;7;3964.5537109375
ML0604;0;2019-10-05;2019-10-18;14;2298.35107421875
ML0701;0;2019-12-08;2020-01-02;26;1626.4168701171875
ML0702;0;2019-11-23;2019-11-26;4;1991.045654296875
ML0901;0;2018-09-11;2018-09-21;11;4783.91357421875
ML0901;1;2019-09-14;2019-09-18;5;4446.59130859375
