identifier;events;flood_start;flood_end;duration;peak_streamflow
Ansongo;0;2018-12-12;2018-12-25;14;1541.1966552734375
Ansongo;1;2019-12-10;2020-01-01;23;1560.513671875
Ansongo;2;2020-12-13;2020-12-18;6;1530.9014892578125
Bafing Makana;0;2018-09-02;2018-09-14;13;1164.0106201171875
Bafing Makana;1;2019-09-09;2019-09-10;2;1009.73779296875
Bafing Makana;2;2020-09-05;2020-09-19;15;1276.169677734375
Bamako;0;2018-09-10;2018-09-22;13;4698.3505859375
Bamako;1;2019-09-08;2019-10-01;24;4714.56640625
Bamako;2;2020-09-14;2020-09-26;13;4713.0537109375
Bamako;3;2021-09-20;2021-09-26;7;4445.08154296875
Bamako;4;2022-09-28;2022-10-04;7;4387.6689453125
Banankoro;0;2018-09-15;2018-09-16;2;3317.168212890625
Banankoro;1;2019-09-12;2019-09-26;15;3378.4873046875
Banankoro;2;2020-09-14;2020-09-25;12;3498.396484375
Banankoro;3;2022-09-20;2022-09-22;3;3443.673095703125
Bougouni;0;2018-08-23;2018-09-27;36;717.6095581054688
Bougouni;1;2019-09-01;2019-09-25;25;538.922119140625
Bougouni;2;2020-09-08;2020-09-20;13;571.8692626953125
Bougouni;3;2021-09-02;2021-09-05;4;523.5518798828125
Bougouni;4;2021-09-17;2021-09-18;2;491.2020263671875
Bougouni;5;2022-09-26;2022-09-27;2;490.52288818359375
Dire;0;2018-10-06;2018-10-07;2;2043.056884765625
Dire;1;2019-10-05;2019-11-18;45;2123.016845703125
Dire;2;2020-10-03;2020-12-11;70;2280.857666015625
Dire;3;2022-10-18;2022-10-21;4;2073.6318359375
Douna;0;2018-09-07;2018-10-11;35;1971.6800537109375
Douna;1;2019-09-14;2019-10-03;20;1560.395263671875
Douna;2;2020-09-10;2020-10-18;39;1828.5616455078125
Douna;3;2021-09-04;2021-09-23;20;1586.2393798828125
Douna;4;2022-09-17;2022-10-03;17;1685.517333984375
Gao;0;2019-11-22;2019-12-31;40;1751.94921875
Gao;1;2020-10-21;2020-12-28;69;1825.5491943359375
Gao;2;2022-11-30;2022-12-02;3;1687.477294921875
Guelelinkoro;0;2018-08-24;2018-10-01;39;1407.435302734375
Guelelinkoro;1;2019-08-31;2019-09-30;31;1187.9737548828125
Guelelinkoro;2;2020-09-13;2020-09-18;6;1042.9410400390625
Guelelinkoro;3;2021-09-02;2021-09-20;19;1043.0601806640625
Kayes;0;2018-09-08;2018-10-02;25;601.5663452148438
Kayes;1;2020-09-03;2020-10-18;46;699.2063598632812
Kayes;2;2021-08-30;2021-09-02;4;564.2939453125
Koulikoro;0;2018-09-10;2018-09-22;13;4637.15087890625
Koulikoro;1;2019-09-09;2019-10-01;23;4638.25830078125
Koulikoro;2;2020-09-13;2020-09-28;16;4807.88671875
Koulikoro;3;2021-09-20;2021-09-26;7;4430.88623046875
Koulikoro;4;2022-09-25;2022-10-04;10;4477.7861328125
Mopti;0;2018-09-16;2018-10-17;32;2391.021728515625
Mopti;1;2019-09-13;2019-10-02;20;2378.333984375
Mopti;2;2020-09-12;2020-10-19;38;2895.649658203125
Pankourou;0;2018-08-24;2018-10-04;42;1013.3282470703125
Pankourou;1;2019-09-12;2019-09-26;15;798.841552734375
Pankourou;2;2020-09-12;2020-09-15;4;728.5440063476562
Pankourou;3;2021-08-30;2021-09-22;24;753.5435791015625
Pankourou;4;2022-09-06;2022-09-19;14;745.1390991210938
Sofara;0;2018-09-06;2018-10-16;41;1374.986083984375
Sofara;1;2019-09-10;2019-10-15;36;1275.7420654296875
Sofara;2;2020-09-03;2020-10-30;58;1604.0118408203125
Sofara;3;2021-09-19;2021-09-28;10;1153.4813232421875
