identifier;events;flood_start;flood_end;duration;peak_streamflow
Ansongo;0;2016-01-02;2016-01-26;25;1518.590576171875
Ansongo;1;2016-11-22;2016-12-20;29;1407.54833984375
Ansongo;2;2018-11-11;2019-01-25;76;1541.1966552734375
Ansongo;3;2019-11-09;2020-01-26;79;1560.513671875
Ansongo;4;2020-11-04;2021-01-16;74;1530.9014892578125
Ansongo;5;2021-11-18;2021-12-30;43;1443.4478759765625
Ansongo;6;2022-11-06;2023-01-20;76;1517.39453125
Bafing Makana;0;2018-08-30;2018-09-21;23;1164.0106201171875
Bafing Makana;1;2019-08-26;2019-09-28;34;1013.3928833007812
Bafing Makana;2;2020-08-29;2020-10-09;42;1276.169677734375
Bafing Makana;3;2021-08-21;2021-09-23;34;882.5670166015625
Bafing Makana;4;2022-09-03;2022-09-16;14;825.9580688476562
Bamako;0;2018-08-30;2018-10-14;46;4698.3505859375
Bamako;1;2019-09-01;2019-10-20;50;4714.56640625
Bamako;2;2020-09-05;2020-10-17;43;4713.0537109375
Bamako;3;2021-08-31;2021-10-05;36;4445.08154296875
Bamako;4;2022-09-05;2022-10-19;45;4387.6689453125
Banankoro;0;2018-08-28;2018-10-14;48;3341.182373046875
Banankoro;1;2019-09-01;2019-10-19;49;3378.4873046875
Banankoro;2;2020-09-08;2020-10-13;36;3498.396484375
Banankoro;3;2021-09-02;2021-10-01;30;3061.936279296875
Banankoro;4;2022-09-04;2022-10-15;42;3443.673095703125
Bougouni;0;2016-08-30;2016-10-02;34;364.4956970214844
Bougouni;1;2018-08-18;2018-10-13;57;717.6095581054688
Bougouni;2;2019-08-24;2019-10-16;54;538.922119140625
Bougouni;3;2020-08-30;2020-10-20;52;571.8692626953125
Bougouni;4;2021-08-24;2021-10-01;39;523.5518798828125
Bougouni;5;2022-08-31;2022-10-11;42;490.52288818359375
Dire;0;2016-10-08;2016-10-24;17;1748.0684814453125
Dire;1;2017-10-05;2017-11-05;32;1721.1025390625
Dire;2;2018-09-11;2018-12-28;109;2043.056884765625
Dire;3;2019-09-14;2020-01-03;112;2123.016845703125
Dire;4;2020-09-11;2020-12-31;112;2280.857666015625
Dire;5;2021-09-22;2021-12-08;78;1837.3218994140625
Dire;6;2022-09-24;2022-12-27;95;2073.6318359375
Douna;0;2016-08-25;2016-10-09;46;1243.108642578125
Douna;1;2018-08-22;2018-10-25;65;1971.6800537109375
Douna;2;2019-08-29;2019-10-29;62;1560.395263671875
Douna;3;2020-08-22;2020-10-31;71;1828.5616455078125
Douna;4;2021-08-17;2021-10-13;58;1586.2393798828125
Douna;5;2022-09-04;2022-10-22;49;1685.517333984375
Gao;0;2016-01-02;2016-01-20;19;1565.59326171875
Gao;1;2018-10-18;2019-01-13;88;1676.649658203125
Gao;2;2019-10-19;2020-01-20;94;1751.94921875
Gao;3;2020-09-29;2021-01-13;107;1825.5491943359375
Gao;4;2021-12-24;2022-01-13;21;1460.208740234375
Gao;5;2022-10-19;2023-01-17;91;1687.477294921875
Guelelinkoro;0;2018-08-19;2018-10-11;54;1407.435302734375
Guelelinkoro;1;2019-08-21;2019-10-17;58;1187.9737548828125
Guelelinkoro;2;2020-09-07;2020-10-16;40;1042.9410400390625
Guelelinkoro;3;2021-08-30;2021-10-01;33;1043.0601806640625
Guelelinkoro;4;2022-09-04;2022-10-04;31;868.8658447265625
Kayes;0;2016-09-05;2016-10-09;35;380.9791259765625
Kayes;1;2018-08-22;2018-10-21;61;601.5663452148438
Kayes;2;2019-08-28;2019-10-22;56;519.0758056640625
Kayes;3;2020-08-16;2020-11-07;84;699.2063598632812
Kayes;4;2021-08-19;2021-10-09;52;564.2939453125
Kayes;5;2022-09-05;2022-11-05;62;463.51483154296875
Koulikoro;0;2018-09-01;2018-10-14;44;4637.15087890625
Koulikoro;1;2019-09-01;2019-10-19;49;4638.25830078125
Koulikoro;2;2020-09-05;2020-10-18;44;4807.88671875
Koulikoro;3;2021-08-31;2021-10-04;35;4430.88623046875
Koulikoro;4;2022-09-05;2022-10-18;44;4477.7861328125
Mopti;0;2018-09-05;2018-10-26;52;2391.021728515625
Mopti;1;2019-09-03;2019-10-30;58;2378.333984375
Mopti;2;2020-09-06;2020-11-01;57;2895.649658203125
Mopti;3;2021-09-05;2021-10-14;40;2229.4833984375
Mopti;4;2022-09-15;2022-10-28;44;2260.339599609375
Pankourou;0;2016-08-29;2016-10-05;38;618.9620361328125
Pankourou;1;2018-08-17;2018-10-16;61;1013.3282470703125
Pankourou;2;2019-08-27;2019-10-21;56;798.841552734375
Pankourou;3;2020-08-30;2020-10-21;53;728.5440063476562
Pankourou;4;2021-08-12;2021-10-06;56;753.5435791015625
Pankourou;5;2022-08-29;2022-10-13;46;745.1390991210938
Sofara;0;2016-08-24;2016-10-14;52;991.4853515625
Sofara;1;2018-08-21;2018-11-03;75;1374.986083984375
Sofara;2;2019-08-29;2019-11-07;71;1275.7420654296875
Sofara;3;2020-08-21;2020-11-06;78;1604.0118408203125
Sofara;4;2021-08-18;2021-10-20;64;1153.4813232421875
Sofara;5;2022-09-11;2022-10-27;47;1028.32861328125
