identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-28;2019-09-27;31;1369.079345703125
ML0103;3;2022-09-27;2022-09-28;2;978.0467529296875
ML0105;1;2019-08-27;2019-09-26;31;1132.0830078125
ML0202;4;2022-09-13;2022-10-08;26;1640.5377197265625
ML0203;1;2019-09-03;2019-10-11;39;4891.9169921875
ML0204;4;2022-09-16;2022-10-10;25;4504.73779296875
ML0205;1;2019-08-20;2019-09-11;23;685.4252319335938
ML0206;1;2019-09-06;2019-10-11;36;4632.34033203125
ML0207;0;2017-08-26;2017-08-27;2;116.90927124023438
ML0207;1;2018-08-04;2018-09-15;43;402.551513671875
ML0207;4;2022-09-03;2022-09-06;4;316.8990783691406
ML0207;5;2022-09-23;2022-09-24;2;171.20030212402344
ML0301;5;2022-09-04;2022-10-03;30;765.6829223632812
ML0302;1;2019-09-01;2019-10-06;36;332.4900207519531
ML0302;4;2022-09-14;2022-09-18;5;257.1446228027344
ML0304;2;2019-08-26;2019-09-23;29;429.4181823730469
ML0305;0;2018-08-23;2018-10-05;44;1142.01318359375
ML0305;1;2019-08-31;2019-10-02;33;928.3172607421875
ML0401;4;2022-09-16;2022-10-12;27;4225.41748046875
ML0402;4;2022-09-13;2022-10-11;29;1707.811767578125
ML0404;0;2017-08-26;2017-08-27;2;127.57289123535156
ML0405;4;2022-09-20;2022-10-10;21;1571.1236572265625
ML0406;4;2022-09-16;2022-10-14;29;4029.91064453125
ML0503;4;2022-09-13;2022-10-15;33;2741.007568359375
ML0504;0;2016-08-17;2016-08-21;5;213.97227478027344
ML0504;1;2017-08-25;2017-09-03;10;257.4825439453125
ML0504;7;2022-08-29;2022-09-06;9;247.4698028564453
ML0505;1;2017-08-08;2017-08-14;7;177.18966674804688
ML0505;2;2017-08-26;2017-08-27;2;113.07457733154297
ML0505;7;2022-08-29;2022-09-06;9;141.9752655029297
ML0505;8;2022-09-22;2022-09-27;6;127.74153137207031
ML0506;3;2022-10-03;2022-10-28;26;2827.9404296875
ML0601;0;2019-10-07;2019-11-02;27;2152.0556640625
ML0602;2;2022-10-11;2022-10-22;12;2205.76904296875
ML0604;0;2019-09-24;2019-11-02;40;2292.14697265625
ML0604;2;2022-10-09;2022-10-24;16;2227.388427734375
ML0605;1;2019-10-15;2019-11-01;18;2030.567626953125
ML0605;2;2019-11-21;2019-11-23;3;2006.894775390625
ML0701;2;2019-11-30;2020-01-11;43;1613.1099853515625
ML0702;0;2019-10-20;2019-12-04;46;2015.415283203125
ML0703;0;2018-12-09;2018-12-24;16;1717.1566162109375
ML0703;1;2019-11-21;2019-12-31;41;1783.39453125
ML0901;0;2018-09-05;2018-10-02;28;4715.20166015625
ML0901;1;2019-09-05;2019-10-12;38;4696.556640625
ML0901;4;2022-09-16;2022-10-08;23;4385.34423828125
