admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2020-09-08;2020-09-19;12;1759.916259765625
ML0102;0;2019-08-27;2019-08-30;4;569.0624389648438
ML0102;1;2020-09-02;2020-09-14;13;902.251708984375
ML0103;0;2020-09-09;2020-09-23;15;1731.6153564453125
ML0104;0;2018-09-01;2018-09-05;5;1678.791259765625
ML0104;1;2019-08-28;2019-09-02;6;1729.8404541015625
ML0104;2;2020-09-08;2020-09-12;5;1704.4259033203125
ML0107;0;2020-09-04;2020-09-08;5;1360.5220947265625
ML0201;0;2020-09-02;2020-09-03;2;203.62197875976562
ML0207;0;2019-08-27;2019-08-29;3;553.6558227539062
ML0207;1;2020-09-03;2020-09-06;4;574.0908813476562
ML0301;0;2018-09-10;2018-09-22;13;1134.9940185546875
ML0302;0;2018-09-03;2018-09-20;18;459.11883544921875
ML0303;0;2018-09-13;2018-09-21;9;1013.892333984375
ML0304;0;2020-09-09;2020-09-10;2;566.4310913085938
ML0305;0;2018-09-13;2018-09-15;3;1138.5474853515625
ML0306;0;2018-09-03;2018-09-19;17;1397.93310546875
ML0404;0;2019-08-26;2019-08-29;4;471.3089904785156
ML0404;1;2020-08-30;2020-09-04;6;441.1199951171875
ML0503;0;2020-09-15;2020-09-27;13;3417.793701171875
ML0507;0;2020-09-15;2020-09-26;12;3663.281005859375
ML0604;0;2020-10-06;2020-10-13;8;2538.36328125
