admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0406;0;2018-09-07;2018-09-15;9;4069.47412109375
ML0406;1;2019-09-06;2019-09-09;4;3964.41357421875
ML0406;2;2019-09-11;2019-09-12;2;3828.6376953125
ML0406;3;2019-09-15;2019-09-15;1;3809.708251953125
ML0406;4;2019-09-17;2019-09-21;5;3956.79150390625
ML0406;5;2020-09-06;2020-09-23;18;4191.568359375
ML0406;6;2021-09-16;2021-09-16;1;3900.4267578125
ML0406;7;2022-09-21;2022-10-01;11;3985.4833984375
ML0403;0;2018-09-10;2018-09-15;6;3917.585693359375
ML0403;1;2019-09-08;2019-09-08;1;3765.657958984375
ML0403;2;2019-09-11;2019-09-12;2;3787.829345703125
ML0403;3;2019-09-15;2019-09-15;1;3753.57861328125
ML0403;4;2019-09-17;2019-09-18;2;3772.46240234375
ML0403;5;2020-09-06;2020-09-23;18;4129.88037109375
ML0403;6;2021-09-16;2021-09-16;1;3818.777587890625
ML0403;7;2022-09-20;2022-10-01;12;3992.690673828125
ML0506;0;2018-09-07;2018-09-11;5;2435.296875
ML0506;1;2018-09-15;2018-09-23;9;2478.245361328125
ML0506;2;2018-09-27;2018-10-08;12;2443.79345703125
ML0506;3;2019-09-05;2019-09-05;1;2431.2236328125
ML0506;4;2019-09-08;2019-09-12;5;2474.12939453125
ML0506;5;2019-09-21;2019-09-25;5;2430.150634765625
ML0506;6;2020-09-06;2020-10-12;37;2892.8466796875
ML0305;0;2018-08-19;2018-09-22;35;1104.3914794921875
ML0305;1;2019-08-28;2019-08-29;2;824.1072387695312
ML0305;2;2019-09-11;2019-09-16;6;940.4368896484375
ML0305;3;2019-09-18;2019-09-18;1;795.358642578125
ML0305;4;2020-09-03;2020-09-13;11;954.7938842773438
ML0305;5;2021-08-12;2021-08-18;7;889.078125
ML0305;6;2021-08-22;2021-09-03;13;941.66796875
ML0305;7;2021-09-12;2021-09-14;3;857.3464965820312
ML0305;8;2021-09-16;2021-09-16;1;792.5636596679688
ML0303;0;2018-08-20;2018-09-20;32;1029.5843505859375
ML0303;1;2018-09-25;2018-09-25;1;729.9347534179688
ML0303;2;2019-09-11;2019-09-16;6;827.2728881835938
ML0303;3;2019-09-18;2019-09-18;1;738.436767578125
ML0303;4;2020-09-04;2020-09-05;2;734.9855346679688
ML0303;5;2020-09-07;2020-09-07;1;739.2476806640625
ML0303;6;2021-08-17;2021-08-17;1;730.1172485351562
ML0303;7;2021-08-25;2021-08-26;2;750.7708740234375
ML0303;8;2021-08-28;2021-08-31;4;822.4840087890625
ML0303;9;2021-09-03;2021-09-03;1;736.5148315429688
ML0303;10;2021-09-12;2021-09-13;2;756.6886596679688
ML0303;11;2022-09-01;2022-09-02;2;751.2877197265625
ML0303;12;2022-09-06;2022-09-11;6;784.8097534179688
ML0303;13;2022-09-13;2022-09-14;2;762.64697265625
ML0201;0;2018-09-05;2018-09-05;1;134.45091247558594
ML0201;1;2019-08-20;2019-08-20;1;128.57044982910156
ML0201;2;2019-08-22;2019-08-26;5;195.2600860595703
ML0201;3;2020-08-20;2020-08-20;1;163.1853790283203
ML0201;4;2020-08-22;2020-09-04;14;299.27252197265625
ML0401;0;2018-09-04;2018-09-14;11;4344.501953125
ML0401;1;2019-09-06;2019-09-13;8;4102.6591796875
ML0401;2;2019-09-15;2019-09-15;1;3980.76318359375
ML0401;3;2019-09-17;2019-09-18;2;4090.614013671875
ML0401;4;2019-09-21;2019-09-21;1;4038.3662109375
ML0401;5;2020-09-06;2020-09-23;18;4363.53076171875
ML0401;6;2021-09-16;2021-09-16;1;4068.69482421875
ML0401;7;2022-09-18;2022-09-18;1;4027.0673828125
ML0401;8;2022-09-20;2022-09-21;2;4001.9833984375
ML0401;9;2022-09-23;2022-10-01;9;4129.505859375
ML0507;0;2018-09-07;2018-09-19;13;3020.103515625
ML0507;1;2019-09-11;2019-09-13;3;2873.021728515625
ML0507;2;2019-09-15;2019-09-24;10;2936.303955078125
ML0507;3;2020-09-06;2020-09-27;22;3385.13134765625
ML0507;4;2020-10-02;2020-10-02;1;2831.11279296875
ML0507;5;2020-10-05;2020-10-06;2;2834.537353515625
ML0507;6;2021-09-16;2021-09-20;5;2943.5654296875
ML0507;7;2022-09-30;2022-09-30;1;2823.6845703125
ML0206;0;2018-08-31;2018-09-17;18;4680.50244140625
ML0206;1;2019-09-02;2019-09-25;24;4567.50244140625
ML0206;2;2019-10-03;2019-10-05;3;4218.46728515625
ML0206;3;2020-09-06;2020-09-23;18;4853.04638671875
ML0206;4;2021-09-03;2021-09-03;1;4114.27978515625
ML0206;5;2021-09-12;2021-09-19;8;4393.21240234375
ML0206;6;2022-09-10;2022-10-01;22;4469.3212890625
ML0301;0;2018-08-20;2018-09-20;32;1029.5843505859375
ML0301;1;2018-09-25;2018-09-25;1;729.9347534179688
ML0301;2;2019-09-11;2019-09-16;6;827.2728881835938
ML0301;3;2019-09-18;2019-09-18;1;738.436767578125
ML0301;4;2020-09-04;2020-09-05;2;734.9855346679688
ML0301;5;2020-09-07;2020-09-07;1;739.2476806640625
ML0301;6;2021-08-17;2021-08-17;1;730.1172485351562
ML0301;7;2021-08-25;2021-08-26;2;750.7708740234375
ML0301;8;2021-08-28;2021-08-31;4;822.4840087890625
ML0301;9;2021-09-03;2021-09-03;1;736.5148315429688
ML0301;10;2021-09-12;2021-09-13;2;756.6886596679688
ML0301;11;2022-09-01;2022-09-02;2;751.2877197265625
ML0301;12;2022-09-06;2022-09-11;6;784.8097534179688
ML0301;13;2022-09-13;2022-09-14;2;762.64697265625
ML0306;0;2018-08-23;2018-09-18;27;1307.0408935546875
ML0306;1;2018-09-25;2018-09-26;2;1043.302978515625
ML0306;2;2019-08-29;2019-09-15;18;1209.327880859375
ML0306;3;2019-09-21;2019-09-22;2;1026.0146484375
ML0306;4;2020-09-06;2020-09-06;1;1014.857177734375
ML0306;5;2020-09-08;2020-09-08;1;1041.3338623046875
ML0202;0;2018-08-20;2018-09-19;31;1104.3914794921875
ML0202;1;2019-09-11;2019-09-14;4;940.4368896484375
ML0202;2;2020-09-04;2020-09-10;7;954.7938842773438
ML0202;3;2020-09-12;2020-09-12;1;861.9390869140625
ML0202;4;2021-08-12;2021-08-13;2;889.078125
ML0202;5;2021-08-17;2021-08-17;1;887.65673828125
ML0202;6;2021-08-26;2021-08-30;5;941.66796875
ML0202;7;2021-09-13;2021-09-13;1;857.3464965820312
ML0203;0;2020-09-10;2020-09-14;5;3602.687744140625
ML0204;0;2018-08-29;2018-09-19;22;4571.1572265625
ML0204;1;2018-09-25;2018-09-26;2;3993.268310546875
ML0204;2;2019-08-30;2019-09-27;29;4543.87158203125
ML0204;3;2019-09-30;2019-09-30;1;3987.943359375
ML0204;4;2019-10-02;2019-10-07;6;4217.14794921875
ML0204;5;2020-09-04;2020-09-23;20;4809.1201171875
ML0204;6;2021-08-30;2021-08-30;1;3953.0380859375
ML0204;7;2021-09-01;2021-09-04;4;4106.48583984375
ML0204;8;2021-09-12;2021-09-20;9;4308.7197265625
ML0204;9;2022-09-09;2022-09-14;6;4169.39013671875
ML0204;10;2022-09-16;2022-10-01;16;4283.60107421875
ML0207;0;2018-09-05;2018-09-05;1;134.45091247558594
ML0207;1;2019-08-22;2019-08-25;4;195.2600860595703
ML0207;2;2020-08-20;2020-08-20;1;163.1853790283203
ML0207;3;2020-08-22;2020-09-04;14;299.27252197265625
