admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-08-24;2018-10-06;44;1495.413818359375
ML0101;1;2019-08-26;2019-10-09;45;1330.858154296875
ML0101;2;2020-08-23;2020-10-20;59;1759.916259765625
ML0101;3;2021-08-20;2021-09-29;41;983.7645263671875
ML0101;4;2022-09-03;2022-10-08;36;1025.2508544921875
ML0102;0;2017-08-26;2017-08-27;2;135.6396484375
ML0102;1;2018-08-04;2018-09-21;49;452.1783142089844
ML0102;2;2019-08-26;2019-09-15;21;710.1925048828125
ML0102;3;2020-08-21;2020-09-29;40;902.251708984375
ML0102;4;2021-08-18;2021-08-21;4;346.6737365722656
ML0102;5;2022-09-03;2022-09-28;26;320.7627868652344
ML0103;0;2018-08-22;2018-10-08;48;1461.636962890625
ML0103;1;2019-08-26;2019-10-13;49;1369.079345703125
ML0103;2;2020-08-22;2020-10-22;62;1731.6153564453125
ML0103;3;2021-08-21;2021-10-04;45;989.826904296875
ML0103;4;2022-09-08;2022-10-12;35;998.0346069335938
ML0104;0;2017-08-27;2017-08-28;2;736.7542114257812
ML0104;1;2018-08-28;2018-09-22;26;1678.791259765625
ML0104;2;2019-08-26;2019-09-28;34;1798.094970703125
ML0104;3;2020-08-27;2020-10-08;43;1821.5841064453125
ML0104;4;2021-08-20;2021-09-22;34;958.259033203125
ML0104;5;2022-09-04;2022-09-24;21;900.439453125
ML0105;0;2018-08-28;2018-09-22;26;1281.1678466796875
ML0105;1;2019-08-26;2019-09-28;34;1132.0830078125
ML0105;2;2020-08-27;2020-10-08;43;1403.166015625
ML0105;3;2021-08-20;2021-09-22;34;958.259033203125
ML0105;4;2022-09-04;2022-09-24;21;900.439453125
ML0107;0;2016-07-25;2016-07-31;7;534.9017944335938
ML0107;1;2016-08-15;2016-09-16;33;492.3138732910156
ML0107;2;2018-08-14;2018-09-22;40;650.45849609375
ML0107;3;2019-08-27;2019-09-07;12;707.5496826171875
ML0107;4;2020-08-21;2020-09-16;27;1360.5220947265625
ML0107;5;2021-08-20;2021-08-22;3;382.8465270996094
ML0107;6;2022-09-03;2022-09-27;25;527.7752685546875
ML0201;0;2018-08-20;2018-09-14;26;125.40251159667969
ML0201;1;2019-08-26;2019-09-12;18;178.19078063964844
ML0201;2;2020-08-05;2020-09-15;42;359.6213073730469
ML0201;3;2022-09-12;2022-09-13;2;46.314109802246094
ML0202;0;2016-08-24;2016-10-09;47;1262.7159423828125
ML0202;1;2018-08-21;2018-10-20;61;1941.6478271484375
ML0202;2;2019-08-27;2019-10-25;60;1579.539794921875
