admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0202;0;2018-08-27;2018-09-26;31;1104.3914794921875
ML0202;1;2019-09-18;2019-09-21;4;795.358642578125
ML0202;2;2020-09-11;2020-09-17;7;861.9390869140625
ML0202;3;2020-09-19;2020-09-19;1;680.7625122070312
ML0202;4;2021-08-19;2021-08-20;2;750.11572265625
ML0202;5;2021-08-24;2021-08-24;1;801.398681640625
ML0202;6;2021-09-02;2021-09-06;5;852.60205078125
ML0202;7;2021-09-20;2021-09-20;1;666.1493530273438
ML0203;0;2020-09-17;2020-09-21;5;3402.262451171875
ML0204;0;2018-09-05;2018-09-26;22;4571.1572265625
ML0204;1;2018-10-02;2018-10-03;2;3778.8701171875
ML0204;2;2019-09-06;2019-10-04;29;4543.87158203125
ML0204;3;2019-10-07;2019-10-07;1;4089.1640625
ML0204;4;2019-10-09;2019-10-14;6;3799.865234375
ML0204;5;2020-09-11;2020-09-30;20;4765.03466796875
ML0204;6;2021-09-06;2021-09-06;1;3889.8583984375
ML0204;7;2021-09-08;2021-09-11;4;3910.7294921875
ML0204;8;2021-09-19;2021-09-27;9;4165.279296875
ML0204;9;2022-09-16;2022-09-21;6;4266.8642578125
ML0204;10;2022-09-23;2022-10-08;16;4283.60107421875
ML0206;0;2018-09-07;2018-09-24;18;4680.50244140625
ML0206;1;2019-09-09;2019-10-02;24;4567.50244140625
ML0206;2;2019-10-10;2019-10-12;3;3641.99609375
ML0206;3;2020-09-13;2020-09-30;18;4853.04638671875
ML0206;4;2021-09-10;2021-09-10;1;4006.923828125
ML0206;5;2021-09-19;2021-09-26;8;4235.2431640625
ML0206;6;2022-09-17;2022-10-08;22;4469.3212890625
ML0207;0;2018-09-12;2018-09-12;1;41.23405456542969
ML0207;1;2019-08-29;2019-09-01;4;65.58879852294922
ML0207;2;2020-08-27;2020-08-27;1;144.4480743408203
ML0207;3;2020-08-29;2020-09-11;14;299.27252197265625
ML0301;0;2018-08-27;2018-09-27;32;1029.5843505859375
ML0301;1;2018-10-02;2018-10-02;1;654.3291015625
ML0301;2;2019-09-18;2019-09-23;6;738.436767578125
ML0301;3;2019-09-25;2019-09-25;1;648.8097534179688
ML0301;4;2020-09-11;2020-09-12;2;684.1396484375
ML0301;5;2020-09-14;2020-09-14;1;610.6312255859375
ML0301;6;2021-08-24;2021-08-24;1;650.467529296875
ML0301;7;2021-09-01;2021-09-02;2;706.8516235351562
ML0301;8;2021-09-04;2021-09-07;4;670.0411987304688
ML0301;9;2021-09-10;2021-09-10;1;656.5413208007812
ML0301;10;2021-09-19;2021-09-20;2;613.20068359375
ML0301;11;2022-09-08;2022-09-09;2;757.1685791015625
ML0301;12;2022-09-13;2022-09-18;6;762.64697265625
ML0301;13;2022-09-20;2022-09-21;2;670.5615234375
ML0305;0;2018-08-26;2018-09-29;35;1104.3914794921875
ML0305;1;2019-09-04;2019-09-05;2;689.8140258789062
ML0305;2;2019-09-18;2019-09-23;6;795.358642578125
ML0305;3;2019-09-25;2019-09-25;1;670.9281005859375
ML0305;4;2020-09-10;2020-09-20;11;900.6610717773438
ML0305;5;2021-08-19;2021-08-25;7;836.6258544921875
ML0305;6;2021-08-29;2021-09-10;13;941.66796875
ML0305;7;2021-09-19;2021-09-21;3;682.0448608398438
ML0305;8;2021-09-23;2021-09-23;1;603.0999755859375
ML0401;0;2018-09-11;2018-09-21;11;4324.8974609375
ML0401;1;2019-09-13;2019-09-20;8;4090.614013671875
ML0401;2;2019-09-22;2019-09-22;1;3897.92431640625
ML0401;3;2019-09-24;2019-09-25;2;3799.45751953125
ML0401;4;2019-09-28;2019-09-28;1;3574.295654296875
ML0401;5;2020-09-13;2020-09-30;18;4363.53076171875
ML0401;6;2021-09-23;2021-09-23;1;3762.8525390625
ML0401;7;2022-09-25;2022-09-25;1;4083.809814453125
ML0401;8;2022-09-27;2022-09-28;2;4092.248779296875
ML0401;9;2022-09-30;2022-10-08;9;4088.94384765625
ML0406;0;2018-09-14;2018-09-22;9;3854.892822265625
ML0406;1;2019-09-13;2019-09-16;4;3809.708251953125
ML0406;2;2019-09-18;2019-09-19;2;3956.79150390625
ML0406;3;2019-09-22;2019-09-22;1;3741.114013671875
ML0406;4;2019-09-24;2019-09-28;5;3647.611328125
ML0406;5;2020-09-13;2020-09-30;18;4191.568359375
ML0406;6;2021-09-23;2021-09-23;1;3665.616455078125
ML0406;7;2022-09-28;2022-10-08;11;3937.196533203125
ML0506;0;2018-09-14;2018-09-18;5;2478.245361328125
ML0506;1;2018-09-22;2018-09-30;9;2427.165771484375
ML0506;2;2018-10-04;2018-10-15;12;2443.79345703125
ML0506;3;2019-09-12;2019-09-12;1;2412.8974609375
ML0506;4;2019-09-15;2019-09-19;5;2383.272216796875
ML0506;5;2019-09-28;2019-10-02;5;2340.378662109375
ML0506;6;2020-09-13;2020-10-19;37;2756.360595703125
