identifier;events;flood_start;flood_end;duration;peak_streamflow
Ansongo;0;2018-12-14;2018-12-23;10;1532.7933349609375
Ansongo;1;2019-12-10;2020-01-03;25;1560.128662109375
Ansongo;2;2020-12-15;2020-12-18;4;1511.77099609375
Bafing Makana;0;2018-09-05;2018-09-15;11;1205.66552734375
Bafing Makana;1;2020-09-05;2020-09-21;17;1477.215087890625
Bamako;0;2018-09-07;2018-09-23;17;4695.31689453125
Bamako;1;2019-09-12;2019-09-29;18;4540.1865234375
Bamako;2;2020-09-13;2020-09-26;14;4764.615234375
Bamako;3;2021-09-23;2021-09-24;2;3930.846435546875
Bamako;4;2022-09-23;2022-09-28;6;4276.2109375
Banankoro;0;2018-09-10;2018-09-15;6;3213.5556640625
Banankoro;1;2019-09-13;2019-09-19;7;3221.96728515625
Banankoro;2;2020-09-14;2020-09-25;12;3425.11572265625
Bougouni;0;2018-08-27;2018-09-27;32;688.7965087890625
Bougouni;1;2019-09-06;2019-09-23;18;531.7000122070312
Bougouni;2;2020-09-10;2020-09-22;13;541.290771484375
Dire;0;2018-10-02;2018-10-22;21;2075.836181640625
Dire;1;2019-10-07;2019-11-18;43;2088.848876953125
Dire;2;2020-10-09;2020-12-12;65;2275.747314453125
Dire;3;2022-10-26;2022-10-27;2;1970.297607421875
Douna;0;2018-09-04;2018-10-09;36;1968.344970703125
Douna;1;2020-09-11;2020-10-17;37;1685.85986328125
Douna;2;2021-09-05;2021-09-24;20;1618.7537841796875
Douna;3;2022-09-17;2022-10-09;23;1644.0474853515625
Gao;0;2019-11-25;2020-01-01;38;1733.46533203125
Gao;1;2020-10-25;2020-12-26;63;1826.031982421875
Kayes;0;2018-09-05;2018-09-23;19;1510.63818359375
Kayes;1;2019-09-01;2019-09-10;10;1208.7908935546875
Kayes;2;2020-09-08;2020-10-07;30;1714.57373046875
Koulikoro;0;2018-09-10;2018-09-23;14;4621.810546875
Koulikoro;1;2019-09-12;2019-09-29;18;4525.568359375
Koulikoro;2;2020-09-14;2020-09-30;17;4772.896484375
Koulikoro;3;2021-09-19;2021-09-26;8;4283.6591796875
Koulikoro;4;2022-09-23;2022-10-08;16;4351.75927734375
Mopti;0;2018-09-13;2018-10-17;35;3541.5478515625
Mopti;1;2019-09-10;2019-10-12;33;3544.6884765625
Mopti;2;2020-09-09;2020-10-26;48;4273.5546875
Pankourou;0;2018-08-26;2018-10-04;40;1049.145751953125
Pankourou;1;2019-09-09;2019-09-28;20;847.8269653320312
Pankourou;2;2020-09-10;2020-09-17;8;737.6487426757812
Pankourou;3;2021-08-19;2021-09-21;34;834.789794921875
Pankourou;4;2022-09-04;2022-09-23;20;800.094482421875
Sofara;0;2018-09-08;2018-10-14;37;1328.898193359375
Sofara;1;2019-09-09;2019-10-15;37;1343.54296875
Sofara;2;2020-09-04;2020-10-29;56;1605.8975830078125
Sofara;3;2021-09-19;2021-09-24;6;1081.5889892578125
Sofara;4;2022-09-29;2022-09-30;2;1034.0316162109375
