Date,1956,1957,1958,1959,1960,1961,1962,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
10/01 12:00,,22.30999947,51.50999832,45.40000153,20.31999969,23.44000053,10.46000004,26.27000046,45.45999908,20.77000046,30.53000069,27.11000061,24.78000069,24.84000015,12.02999973,10.88000011,9.663999557,5.109000206,6.651000023,14.35000038,27.54999924,5.485000134,13.17000008,13.13000011,21.20999908,19.34000015,6.236999989,2.772000074,2.187999964,2.650000095,2.039000034,1.463000059,1.64199996,2.154000044,2.065999985,5.119999886,4.406000137,4.250999928,19.21999931,,5.380000114,5.010000229,,9.968999863,5.153999805,3.503999949,6.211999893,4.120999813,5.586999893,7.464000225,7.27699995,7.624000072,9.777999878,15.46000004,8.944999695,17.02000046,8.944999695,6.25,7.436999798,5.975999832,1.738000035
11/01 12:00,,21.97999954,49.66999817,44.29999924,19.62999916,23.05999947,10.39000034,25.76000023,44.29999924,20.39999962,29.60000038,26.60000038,23.43000031,23.70000076,11.39999962,10.36999989,9.395999908,4.97300005,6.436999798,14.03999996,27.11000061,5.308000088,12.89000034,12.55000019,21.11000061,18.97999954,6.100999832,2.650000095,2.154000044,2.52699995,1.944000006,1.437999964,1.616999984,2.065999985,2.032000065,4.93200016,4.250999928,4.096000195,18.5,,5.068999767,4.822000027,11.05000019,9.55700016,4.684999943,3.381000042,5.920000076,3.996999979,5.431000233,7.265999794,7.096000195,7.27699995,9.36400032,15.02000046,8.559000015,16.34000015,8.559000015,6.073999882,7.258999825,4.923999786,1.679999948
12/01 12:00,,21.22999954,47.65999985,43.20999908,19,22.67000008,10.15999985,24.86000061,43.09999847,19.95999908,28.70999908,25.87000084,22.52000046,22.62999916,10.22000027,9.916999817,9.142000198,4.962999821,6.248000145,13.75,26.69000053,5.160999775,12.60000038,11.97999954,20.82999992,18.62999916,6.048999786,2.52699995,2.065999985,2.404999971,1.937000036,1.373999953,1.552000046,2.005000114,1.917000055,4.743999958,4.096000195,3.940999985,17.54999924,,4.956999779,4.635000229,10.93000031,9.147999763,4.511000156,3.257999897,5.709000111,3.874000072,5.284999847,7.096000195,6.927000046,7.058000088,8.961000443,14.68000031,8.173999786,16.05999947,8.222000122,5.788000107,7.089000225,4.421999931,1.638000011
13/01 12:00,,18.95000076,46.61999893,42.29000092,18.62999916,22.29000092,9.958999634,23.78000069,41.91999817,19.36000061,27.87000084,25.34000015,21.46999931,21.82999992,10.55000019,9.649999619,8.838999748,4.921000004,6.100999832,13.46000004,26.27000046,5.109000206,12.31000042,11.47000027,20.80999947,18.28000069,5.913000107,2.431999922,2.032000065,2.309999943,1.909999967,1.348999977,1.547000051,1.828999996,1.822000027,4.563000202,3.940999985,3.786000013,16.59000015,,4.816999912,4.471000195,,8.93599987,4.364999771,3.13499999,5.440000057,3.72300005,5.105999947,6.927000046,6.718999863,6.729000092,8.618000031,14.17000008,7.789999962,15.78999996,7.973999977,5.335999966,6.920000076,4.264999866,1.491000056
14/01 12:00,,18.94000053,46.04000092,41.63000107,18.20000076,21.89999962,9.888999939,23.07999992,41.70999908,18.89999962,27.04000092,24.62000084,20.69000053,21.14999962,10.11999989,9.395999908,8.43200016,4.784999847,6.048999786,13.17000008,25.76000023,4.93200016,12.02999973,11.11999989,20.72999954,17.93000031,5.861000061,2.398000002,1.917000055,2.276000023,1.802000046,1.284999967,1.52699995,1.794999957,1.794999957,4.406000137,3.821000099,3.630000114,16.30999947,,4.527999878,4.315999985,,8.732999802,4.218999863,3.012000084,5.284999847,3.48300004,4.821000099,6.68200016,6.390999794,6.427999973,8.329000473,13.71000004,7.453000069,15.46000004,7.59800005,5.236000061,6.75,4.126999855,1.355999947
15/01 12:00,,18.54999924,45.36999893,40.61999893,17.59000015,21.51000023,9.649999619,22.59000015,41.22000122,18.29999924,26.20000076,24.12999916,20.05999947,20.75,9.550999641,9.142000198,8.19699955,4.732999802,5.872000217,12.89000034,24.95000076,4.784999847,11.73999977,10.61999989,20.47999954,17.56999969,5.724999905,2.309999943,1.802000046,2.187999964,1.730999947,1.25999999,1.463000059,1.730999947,1.730999947,4.250999928,3.77699995,3.474999905,16.06999969,,4.427000046,4.156000137,,8.376999855,4.139999866,2.894000053,5.105999947,3.210000038,4.561999798,6.230999947,6.052000046,6.25,7.815999985,13.39999962,7.258999825,15.02000046,7.267000198,4.919000149,6.580999851,3.992000103,1.294999957
16/01 12:00,,17.95000076,44.18000031,39.59000015,17.22999954,21.12999916,9.395999908,21.92000008,40.59000015,17.93000031,25.36000061,23.37999916,19.85000038,20.39999962,8.916000366,8.887999535,7.975999832,4.563000202,5.684000015,12.60000038,24.14999962,4.732999802,11.44999981,10.11999989,20.37999916,17.22999954,5.672999859,2.276000023,1.730999947,2.154000044,1.70599997,1.19599998,1.437999964,1.70599997,1.70599997,4.096000195,3.664999962,3.319999933,15.52000046,,4.31099987,3.894000053,9.979999542,8.166000366,4.070000172,2.792000055,4.854000092,2.907000065,4.375,5.920000076,5.750999928,6.080999851,7.426000118,13,7.089000225,14.68000031,7.046000004,4.559999943,6.453999996,3.898999929,1.273000002
17/01 12:00,,17.56999969,42.84000015,38.56000137,16.90999985,20.75,9.197999954,21.35000038,39.47000122,17.56999969,24.62000084,22.70000076,19.85000038,20.04000092,8.640999794,8.640999794,7.755000114,4.440999985,5.495999813,12.25,23.37999916,4.597000122,11.18000031,9.607000351,20.04000092,16.90999985,5.495999813,2.161000013,1.70599997,2.039000034,1.64199996,1.190999985,1.373999953,1.64199996,1.64199996,3.976000071,3.621999979,3.164999962,14.89000034,,4.044000149,3.694999933,9.862000465,7.973999977,3.788000107,2.691999912,4.699999809,2.815000057,4.102000237,5.742000103,5.578000069,5.910999775,7.068999767,12.68999958,6.876999855,14.17000008,6.715000153,4.438000202,6.447000027,3.862999916,1.199000001
18/01 12:00,,17.15999985,42.15000153,37.56000137,16.59000015,20.39999962,9.128000259,20.36000061,38.18999863,17.15999985,24.20999908,22.20000076,19.02000046,19.69000053,8.418000221,8.418000221,7.583000183,4.397999763,5.308000088,11.76000023,22.61000061,4.552999973,10.92000008,9.156000137,19.77000046,16.59000015,5.348999977,2.065999985,1.621999979,1.917000055,1.616999984,1.171000004,1.348999977,1.616999984,1.616999984,3.933000088,3.474999905,3.017999887,14.47000027,,3.743000031,3.539999962,9.961999893,7.771999836,3.653000116,2.592000008,4.520999908,2.765000105,3.880000114,5.578000069,5.397999763,5.742000103,6.765999794,12.22000027,6.587999821,13.64999962,6.419000149,4.43200016,6.235000134,3.744999886,1.141000032
19/01 12:00,,16.68000031,41.25,36.59000015,16.20000076,19.95999908,8.887999535,19.79000092,37.63999939,16.60000038,23.73999977,21.54000092,18.62999916,19.34000015,8.19699955,8.19699955,7.521999836,4.285999775,5.119999886,11.39999962,21.92000008,4.406000137,10.67000008,8.887999535,19.67000008,16.27000046,5.296999931,2.032000065,1.552000046,1.802000046,1.552000046,1.085999966,1.264999986,1.552000046,1.552000046,3.786000013,3.355000019,2.921000004,13.94999981,,3.651000023,3.38499999,10.18000031,7.406000137,3.529000044,2.492000103,4.269999981,2.59800005,3.75,5.397999763,5.113999844,5.578000069,6.550000191,11.75,6.368999958,13.23999977,6.243000031,4.43200016,5.52699995,3.621999979,1.123000026
20/01 12:00,,16.5,40.59000015,35.63000107,15.56999969,19.36000061,8.68999958,19.59000015,37.27000046,16.20000076,23.15999985,21.04999924,18.28000069,18.89999962,8.024999619,7.975999832,7.31400013,4.243000031,4.93200016,10.93000031,21.51000023,4.250999928,10.40999985,8.640999794,19.42000008,15.94999981,5.160999775,1.917000055,1.52699995,1.730999947,1.52699995,0.996999979,1.19599998,1.52699995,1.506999969,3.664999962,3.312000036,2.914000034,13.36999989,,3.545000076,3.234999895,10.39999962,7.131000042,3.405999899,2.391000032,4.120999813,2.492000103,3.627000093,5.146999836,4.854000092,5.431000233,6.221000195,11.27999973,6.038000107,12.98999977,6.073999882,4.296999931,5.071000099,3.497999907,1.08099997
21/01 12:00,,15.96000004,39.59000015,34.65999985,14.93000031,18.89999962,8.578000069,19,37.13000107,15.64000034,23.04000092,20.34000015,17.93000031,18.21999931,7.964000225,7.755000114,7.092999935,4.131000042,4.743999958,10.67000008,21.12999916,4.096000195,10.15999985,8.418000221,19.31999969,15.63000011,5.109000206,1.802000046,1.442999959,1.70599997,1.463000059,0.927999973,1.171000004,1.463000059,1.358999968,3.621999979,3.164999962,2.887000084,13.01000023,,3.490999937,3.186000109,10.71000004,6.961999893,3.23300004,2.290999889,3.969000101,2.391000032,3.503999949,4.992000103,4.699999809,5.284999847,5.882999897,10.85000038,5.742000103,12.75,5.903999805,3.885999918,4.632999897,3.345000029,1.077999949
22/01 12:00,,15.63000011,38.66999817,33.68999863,14.35999966,18.29999924,8.208999634,18.54999924,36.77999878,15.23999977,22.67000008,19.62999916,17.56999969,17.52000046,7.755000114,7.583000183,6.872000217,4.087999821,4.597000122,10.40999985,20.75,3.940999985,9.902999878,8.19699955,19.05999947,15.31000042,4.93200016,1.710999966,1.353999972,1.621999979,1.437999964,0.908999979,1.105999947,1.437999964,1.284999967,3.474999905,3.017999887,2.772000074,12.71000004,,3.273000002,3.075999975,10.92000008,6.715000153,3.092000008,2.190999985,3.756999969,2.290999889,3.381000042,4.846000195,4.553999901,5.138999939,5.586999893,10.47000027,5.534999847,12.44999981,5.735000134,3.744999886,4.205999851,3.196000099,1.062999964
23/01 12:00,,15.31000042,38.13000107,32.75999832,14.03999996,17.93000031,8.024999619,17.95000076,36.54000092,14.68000031,22.20000076,19,17.29999924,16.85000038,7.583000183,7.521999836,6.651000023,3.976000071,4.552999973,10.10000038,20.31999969,3.786000013,9.649999619,7.975999832,18.95999908,14.98999977,4.784999847,1.621999979,1.284999967,1.552000046,1.353999972,0.861999989,1.08099997,1.353999972,1.279999971,3.319999933,2.894000053,2.650000095,12.22000027,,3.072000027,2.944999933,10.84000015,6.376999855,2.921000004,2.09100008,3.627000093,2.190999985,3.257999897,4.699999809,4.407999992,4.992000103,5.431000233,10.18999958,5.248000145,12.03999996,5.572000027,3.653000116,3.848999977,3.242000103,1.021999955
24/01 12:00,,14.98999977,37.75,32.06000137,13.75,17.56999969,7.964000225,17.5,35.72999954,14.27999973,21.45000076,18.62999916,17.13999939,16.20999908,7.521999836,7.31400013,6.479000092,3.933000088,4.406000137,9.607000351,19.70999908,3.630000114,9.395999908,7.755000114,18.70999908,14.67000008,4.732999802,1.552000046,1.25999999,1.547000051,1.264999986,0.85799998,1.01699996,1.284999967,1.25999999,3.164999962,2.772000074,2.52699995,11.64999962,,2.861000061,2.822999954,10.61999989,6.038000107,2.862999916,2.013999939,3.503999949,2.09100008,3.107000113,4.520999908,4.262000084,4.781000137,5.284999847,9.772000313,4.993000031,11.73999977,5.425000191,3.617000103,3.595999956,3.128999949,1.003999949
25/01 12:00,,14.67000008,37.72000122,31.90999985,13.46000004,17.22999954,7.755000114,16.93000031,35.22000122,13.77000046,20.69000053,18.28000069,16.60000038,15.56999969,7.31400013,7.092999935,6.425000191,3.786000013,4.250999928,9.098999977,19.34000015,3.474999905,9.142000198,7.53399992,18.69000053,14.35000038,4.597000122,1.52699995,1.19599998,1.52699995,1.175999999,0.843999982,0.991999984,1.25999999,1.19599998,3.045000076,2.650000095,2.404999971,11.27999973,,2.792000055,2.703999996,10.40999985,5.701000214,2.809000015,1.985999942,3.381000042,1.991000056,2.900000095,4.269999981,4.120999813,4.423999786,5.138999939,9.347000122,4.840000153,11.22999954,5.315000057,3.497999907,3.441999912,3.006000042,0.947000027
26/01 12:00,,14.35000038,37.61000061,31.47999954,13.17000008,16.90999985,7.53399992,16.52000046,34.63000107,13.46000004,19.97999954,17.93000031,16.20000076,15,7.142000198,6.822999954,6.248000145,3.630000114,4.131000042,8.654999733,18.97999954,3.319999933,8.838999748,7.31400013,18.61000061,14.03999996,4.552999973,1.442999959,1.171000004,1.463000059,1.105999947,0.797999978,0.927999973,1.19599998,1.171000004,3.009000063,2.555000067,2.309999943,10.85000038,,2.78399992,2.665999889,10.18000031,5.468999863,2.763000011,1.896000028,3.257999897,1.914000034,2.792000055,4.120999813,3.996999979,4.262000084,4.927999973,8.944999695,4.693999767,10.68999958,5.309000015,3.405999899,3.487999916,2.687999964,0.888000011
27/01 12:00,,13.97000027,37.27000046,31.13999939,12.89000034,16.59000015,7.31400013,15.96000004,33.68999863,13.10999966,19.28000069,17.5,15.56999969,14.60000038,7.080999851,6.449999809,6.100999832,3.474999905,4.087999821,8.418000221,18.54999924,3.164999962,8.43200016,7.092999935,18.36000061,13.75,4.440999985,1.353999972,1.105999947,1.457999945,1.100999951,0.779999971,0.908999979,1.171000004,1.105999947,2.921000004,2.520999908,2.276000023,10.52000046,,2.612999916,2.578000069,,5.388000011,2.703999996,1.817999959,3.13499999,1.891000032,2.714999914,3.996999979,3.845999956,4.120999813,4.602000237,8.559000015,4.547999859,10.52000046,5.198999882,3.338999987,3.405999899,2.046000004,0.829999983
28/01 12:00,,13.47999954,37.34999847,31.11000061,12.60000038,16.27000046,7.092999935,15.63000011,32.86000061,12.61999989,18.56999969,16.85000038,14.93000031,13.98999977,6.872000217,6.248000145,6.048999786,3.355000019,3.976000071,8.19699955,17.87000084,3.017999887,8.147999763,6.872000217,18.26000023,13.46000004,4.397999763,1.284999967,1.08099997,1.437999964,1.08099997,0.73299998,0.847000003,1.105999947,1.100999951,2.887000084,2.431999922,2.187999964,10.25,,2.45600009,2.45600009,,5.242000103,2.618999958,1.741000056,3.012000084,1.817999959,2.687000036,3.874000072,3.634000063,3.996999979,4.513000011,8.222000122,4.40199995,10.39999962,4.815000057,3.13499999,3.401000023,2.032999992,0.782000005
29/01 12:00,,13.10999966,37.79999924,31.11000061,12.25,15.94999981,6.921000004,15.31000042,32.27999878,12.25,17.87000084,16.28000069,14.35999966,13.47999954,6.699999809,6.059999943,5.829999924,3.312000036,3.933000088,7.975999832,17.18000031,2.894000053,7.767000198,6.651000023,18.01000023,13.17000008,4.285999775,1.25999999,1.01699996,1.353999972,1.01699996,0.714999974,0.797999978,1.08099997,1.08099997,2.799000025,2.424999952,2.154000044,9.826999664,,2.332999945,2.336999893,,,2.562999964,1.680999994,2.894000053,1.741000056,2.61500001,3.75,3.503999949,3.845999956,4.269999981,8.022000313,4.256000042,9.989999771,4.553999901,2.980999947,3.369999886,2.104000092,0.745999992
30/01 12:00,,12.55000019,37.97000122,31.11000061,11.76000023,15.63000011,6.81099987,14.92000008,31.30999947,11.76000023,17.25,15.94999981,14.10000038,13.17000008,6.638999939,5.872000217,5.547999859,3.164999962,3.821000099,7.705999851,16.60000038,2.772000074,7.53399992,6.479000092,17.90999985,12.89000034,4.243000031,1.19599998,1.011999965,1.264999986,0.991999984,0.66900003,0.779999971,0.996999979,0.996999979,2.765000105,2.398000002,2.039000034,9.494000435,,2.210999966,2.299000025,,,2.463000059,1.659999967,2.792000055,1.664000034,2.586999893,3.627000093,3.381000042,3.634000063,4.120999813,7.877999783,4.114999771,9.55700016,4.40199995,2.792999983,3.282999992,2.132999897,0.731999993
31/01 12:00,,12.17000008,37.29000092,31.11000061,11.44999981,15.31000042,6.492000103,14.35999966,30.07999992,11.52000046,16.90999985,15.63000011,14.02000046,12.89000034,6.921000004,5.684000015,5.52699995,3.017999887,3.77699995,7.375,16.27000046,2.650000095,7.31400013,6.425000191,17.64999962,12.60000038,4.131000042,1.171000004,0.991999984,1.19599998,0.927999973,0.665000021,0.73299998,0.927999973,0.913999975,2.677000046,2.282999992,1.917000055,9.036000252,,2.089999914,2.210999966,,,2.403000116,1.603999972,2.691999912,1.603999972,2.515000105,3.503999949,3.230000019,3.530999899,3.996999979,7.772999763,,9.18599987,4.224999905,2.663000107,3.246999979,2.128000021,0.685000002
01/02 12:00,,12.27999973,37.13000107,31.01000023,11.18000031,14.98999977,6.467000008,14.03999996,29.15999985,11.43999958,16.59000015,15.31000042,13.75,12.67000008,8.345000267,5.537000179,5.52699995,2.894000053,3.664999962,7.302000046,15.94999981,2.52699995,7.092999935,6.289000034,17.54999924,12.31000042,4.122000217,1.105999947,0.913999975,1.171000004,0.922999978,0.651000023,0.714999974,0.922999978,0.847000003,2.642999887,2.161000013,1.802000046,8.300000191,,1.970999956,2.089999914,,,2.312000036,1.582999945,2.592000008,1.582999945,2.486999989,3.381000042,3.017999887,3.496999979,3.901000023,7.453000069,,8.93599987,3.997999907,2.492000103,3.072999954,1.921000004,0.661000013
02/02 12:00,,11.89999962,36.56000137,30.57999992,10.92000008,14.67000008,6.425000191,13.75,28.29000092,11.18000031,16.20000076,14.98999977,13.46000004,12.59000015,8.406000137,5.485000134,5.485000134,2.799000025,3.621999979,7.092999935,15.63000011,2.404999971,6.921000004,6.236999989,17.29999924,12.02999973,4.087999821,1.08099997,0.861999989,1.085999966,0.908999979,0.603999972,0.653999984,0.908999979,0.782999992,2.52699995,2.039000034,1.710999966,8.18500042,,1.937000036,1.970999956,7.789999962,4.423999786,2.211999893,1.50999999,2.492000103,1.50999999,2.391000032,3.257999897,2.894000053,3.381000042,3.86500001,7.21600008,,8.559000015,3.868000031,2.387000084,2.799000025,1.889000058,0.66900003
03/02 12:00,,11.27000046,35.40999985,30.03000069,10.67000008,14.35000038,6.289000034,13.39999962,27.45000076,10.92000008,15.64000034,14.67000008,13.10999966,12.31000042,8.24600029,5.308000088,5.348999977,2.765000105,3.474999905,6.872000217,15.31000042,2.309999943,6.860000134,6.100999832,17.20999908,11.73999977,3.940999985,1.01699996,0.843999982,0.996999979,0.847000003,0.588999987,0.603999972,0.847000003,0.717999995,2.431999922,1.917000055,1.64199996,7.975999832,,1.932999969,1.932999969,7.493000031,4.225999832,2.111999989,1.432999969,2.391000032,1.432999969,2.290999889,3.13499999,2.792000055,3.257999897,3.713999987,6.883999825,,8.076999664,3.744999886,2.336999893,2.687999964,1.815000057,0.593999982
04/02 12:00,,11.15999985,33.65000153,29.15999985,10.46000004,14.03999996,6.236999989,12.90999985,26.62000084,10.67000008,15.31000042,14.35000038,12.61999989,12.10000038,8.18500042,5.119999886,5.296999931,2.677000046,3.355000019,6.651000023,14.98999977,2.276000023,6.699999809,6.048999786,16.97999954,11.44999981,3.821000099,0.991999984,0.782999992,0.913999975,0.782999992,0.555000007,0.588999987,0.797999978,0.66900003,2.398000002,1.822000027,1.616999984,7.755000114,,1.848999977,1.847000003,7.302000046,4.021999836,2.017999887,1.355999947,2.290999889,1.355999947,2.190999985,3.012000084,2.691999912,3.13499999,3.47300005,6.546000004,,7.518000126,3.621999979,2.354000092,2.588000059,1.738000035,0.55400002
05/02 12:00,,10.97000027,32.34000015,28.29000092,10.39000034,13.75,6.100999832,12.60000038,25.78000069,10.40999985,14.92000008,14.03999996,12.31000042,12.02000046,8.024999619,4.93200016,5.160999775,2.642999887,3.312000036,6.436999798,14.67000008,2.161000013,6.638999939,5.913000107,16.88999939,11.23999977,3.77699995,0.927999973,0.73299998,0.847000003,0.73299998,0.541000009,0.555000007,0.779999971,0.651000023,2.309999943,1.794999957,1.552000046,7.53399992,,1.809000015,1.751000047,7.131000042,3.905999899,1.962000012,1.279000044,2.190999985,1.279000044,2.09100008,2.894000053,2.592000008,3.012000084,3.257999897,6.164999962,,7.394000053,3.497999907,2.217000008,2.487999916,1.679999948,0.527999997
06/02 12:00,,10.89999962,31.40999985,27.45000076,10.15999985,13.46000004,6.006999969,12.31000042,24.95000076,10.21000004,14.35999966,13.75,12.02999973,11.73999977,7.964000225,4.743999958,5.109000206,2.555000067,3.164999962,6.248000145,14.35000038,2.065999985,6.436999798,5.861000061,16.65999985,11.15999985,3.664999962,0.908999979,0.714999974,0.797999978,0.714999974,0.507000029,0.541000009,0.73299998,0.603999972,2.276000023,1.710999966,1.52699995,7.31400013,,1.687000036,1.72300005,6.961999893,3.887000084,1.904000044,1.218999982,2.09100008,1.218999982,1.991000056,2.792000055,2.515000105,2.894000053,3.128999949,5.712999821,,7.097000122,3.375,2.183000088,2.387000084,1.677000046,0.51700002
07/02 12:00,,10.67000008,30.51000023,26.62000084,9.902999878,13.17000008,5.736000061,12.02999973,24.14999962,10.14000034,14.03999996,13.39999962,11.73999977,11.44999981,7.803999901,4.563000202,4.97300005,2.520999908,3.017999887,6.059999943,13.97000027,2.032000065,6.248000145,5.724999905,16.56999969,10.92000008,3.621999979,0.861999989,0.653999984,0.79400003,0.66900003,0.493000001,0.507000029,0.714999974,0.588999987,2.161000013,1.64199996,1.442999959,7.092999935,,1.631000042,1.661999941,6.715000153,3.776000023,1.825999975,1.197999954,1.991000056,1.197999954,1.878999949,2.691999912,2.486999989,2.815000057,3.006000042,5.467999935,,6.920000076,3.282999992,2.042999983,2.286999941,1.657999992,0.481999993
