Date,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
21/01 12:00,,218.8000031,265,247.8000031,211.5,273,248.6000061,144.1000061,219.1999969,182.8999939,126.0999985,132.1000061,92.31999969,148.3999939,130.8000031,245.3000031,129.6999969,133.3999939,160.3999939,103.5999985,114.4000015,65.06999969,54.88000107,26.95999908,13.60000038,26.40999985,52.13999939,79.93000031,19.59000015,32.47999954,35.40999985,33.79000092,29.45000076,22.39999962,6.293000221,6.198999882,8.715000153,8.432999611,5.422999859,16.02000046,13.01000023,11.26000023,24.71999931,17.93000031,19,81.05000305,38.31999969,25.68000031,23.70000076,,77.66000366,50.88000107,23.42000008,14.94999981,37.38999939,18.81999969,18.39999962,676.0999756,674.5,621.5,646,576.0999756,668,629.7000122,537.2999878,603.7999878,656.2999878,673.7999878,641.7999878
22/01 12:00,,214.8000031,260.6000061,246.3999939,207.8999939,269,242.6999969,141.1000061,216.6000061,178.3000031,123.1999969,129.1999969,90.72000122,145.8999939,127.4000015,243.8000031,127.5999985,129.6000061,156.8999939,100.3000031,111.8000031,64.01999664,53.13000107,26.23999977,13.17000008,26.37000084,51,75.19000244,19,32.27000046,34.41999817,33.24000168,29.40999985,21.68000031,6.176000118,5.776000023,8.31499958,8.291999817,5.328999996,15.42000008,12.56999969,10.85999966,24.29999924,17.77000046,18.39999962,79.26999664,37.38999939,25.21999931,22.63999939,,76.01999664,49.09999847,21.84000015,14.10999966,36.41999817,18.15999985,17.67000008,674,676.5999756,621.2999878,644.5,575.7000122,667.7999878,619,533.0999756,603.5999756,651.9000244,672.2999878,640
23/01 12:00,,209.8000031,256,241.1999969,204.1999969,265,237.3999939,138.5,211.6000061,174.5,120.5999985,126.1999969,88.47000122,144,123.3000031,243.3000031,124.6999969,127.5999985,154.8000031,98.58000183,108.9000015,63.15000153,52.13999939,25.47999954,13.01000023,26.20000076,49.18000031,73.26000214,18.39999962,31.71999931,33.11999893,33.02999878,29.23999977,20.79000092,5.869999886,5.446000099,7.892000198,7.986000061,5.022999763,14.94999981,12.53999996,10.52000046,25.14999962,17.07999992,17.79999924,76.62999725,36.08000183,24.07999992,22.53000069,,73.79000092,47.65999985,21.12000084,13.46000004,34.84000015,16.52000046,16.63999939,673.0999756,676.7999878,621.0999756,644.5,573.2999878,668,611.2000122,527.7000122,599.4000244,648.7000122,669.2999878,634
24/01 12:00,,206.3999939,255.3000031,235.1999969,200.5,261,233.6000061,136.6000061,208.3000031,169.8999939,118.6999969,123.1999969,86.80000305,141.1000061,120.3000031,241.3999939,122.0999985,124.6999969,151.6000061,96.31999969,105.1999969,63.09000015,51,24.88999939,12.56999969,25.47999954,47.52000046,72.88999939,17.67000008,31.51000023,32.31000137,32.47999954,28.69000053,19.62999916,5.846000195,5.328999996,7.563000202,7.868999958,5,14.78999996,12.67000008,10.40999985,25.95000076,16.19000053,17.20999908,74.30999756,35.09000015,22.67000008,21.48999977,,72.12999725,46.34999847,20.67000008,12.82999992,33.99000168,15.30000019,16.02000046,670.9000244,676.7999878,618.5,642.9000244,572.9000244,669.0999756,605.4000244,523.4000244,588.5999756,644.5999756,667.7999878,620.7999878
25/01 12:00,,204.5,253.3999939,224.1000061,196.8000031,257,229.8999939,134,205.8999939,166.6000061,115.8000031,120.5999985,84.54000092,138.1999969,117.5999985,239.3999939,120.5999985,121.8000031,148.6000061,94.65000153,102.3000031,62.84000015,49.18000031,24.85000038,12.40999985,24.71999931,46.74000168,72.08000183,16.78000069,30.79999924,31.71999931,32.43999863,28.64999962,19,5.751999855,5.022999763,7.445000172,7.563000202,4.880000114,14.35999966,13.10999966,10.01000023,24.77000046,15.98999977,16.73999977,72.73000336,33.99000168,21.92000008,20.09000015,,71.44999695,45.27000046,19.71999931,11.97000027,32.91999817,14.64999962,15.42000008,670.0999756,676.0999756,617.5999756,638.7999878,570.4000244,667.7999878,598.0999756,516,578.9000244,639,667.7999878,616.7000122
26/01 12:00,,202.6999969,251.3999939,216.1000061,193.1999969,253.5,226.1999969,132.1000061,202.3999939,162.8999939,113.4000015,118.6999969,83.16000366,135.1999969,115.8000031,236.8000031,118.6999969,118.8000031,145.6000061,92.38999939,98.72000122,61.79000092,47.52000046,24.68000031,11.84000015,23.95999908,46.47999954,71.76999664,16.57999992,30.20999908,31.51000023,32.27000046,28.64999962,18.39999962,5.446000099,4.940000057,7.139999866,7.445000172,4.487999916,14.19999981,13.14000034,9.585000038,23.95999908,15.15999985,16.70999908,71.51000214,33.22999954,21.79999924,19.42000008,,69.83999634,43.5,19.12000084,11.38000011,32.09000015,14.02000046,14.81999969,668,674,607.4000244,636,567.7999878,666.4000244,589.5,507.1000061,572.9000244,633.9000244,667.7999878,611.2000122
27/01 12:00,,200.3999939,248.8999939,207,189.8999939,250.8999939,222.1999969,129.1999969,199.1000061,158.3000031,111.6999969,115.8000031,81.90000153,132.1999969,113.0999985,231.8000031,116.0999985,115.8000031,142.6000061,90.72000122,96.31999969,60.66999817,46.52999878,24.12999916,11.28999996,23.20000076,45.38999939,70.97000122,16.02000046,30.17000008,30.96999931,31.71999931,28.47999954,17.93000031,5.328999996,4.684000015,7.116000175,7.139999866,4.458000183,13.63000011,13.14000034,9.161999702,23.20000076,13.82999992,16.57999992,70.79000092,32.47000122,20.43000031,18.81999969,,68.72000122,41.63000107,18.53000069,10.94999981,31.34000015,12.92000008,14.22999954,667.7999878,673.7999878,603.9000244,634.4000244,565.9000244,664.9000244,579.2000122,502.6000061,562.5,624.7000122,666.4000244,604
28/01 12:00,,196.3999939,244.1999969,198.6000061,186.6000061,247,217.1999969,126.5,197.1000061,154.5,109.4000015,113.0999985,80.76999664,129.5,110.4000015,228.1000061,114.3000031,113.0999985,139.6999969,88.18000031,94.94000244,59.54999924,45.38999939,23.92000008,10.85999966,22.44000053,43.77999878,70.66000366,15.42000008,30,30.76000023,31.68000031,27.76000023,17.77000046,4.962999821,4.413000107,6.927999973,7.116000175,4.397999763,13.03999996,13.14000034,8.833000183,22.44000053,13.60000038,16.02000046,68.30999756,31.70999908,19.42000008,18.19000053,,67.08999634,40.24000168,17.69000053,10.52000046,30.57999992,12.22999954,13.63000011,667.7999878,673.0999756,600.7999878,632.9000244,560.9000244,664.9000244,569.2000122,495.2000122,559.4000244,621.4000244,664.9000244,596.7000122
29/01 12:00,,192,237.5,192.6000061,183.1999969,242.6000061,213.3999939,124.5999985,194.8999939,150.1999969,107.6999969,110.8000031,79.41000366,127.5999985,108.0999985,224,111.5,110.4000015,136.6999969,85.84999847,93.05000305,58.43999863,43.58000183,23.03000069,10.52000046,21.68000031,42.79999924,69.36000061,14.94999981,28.95000076,30.04000092,31.51000023,27,17.34000015,4.684000015,4.202000141,6.316999912,7.021999836,4.202000141,12.56999969,13.01000023,8.715000153,21.68000031,13.17000008,15.42000008,66.48999786,30.95999908,18.79000092,17.32999992,,64.86000061,39.72000122,17,9.902999878,29.81999969,11.38000011,12.90999985,667.2000122,670.2000122,595.5,632.4000244,558.2999878,664.9000244,559.5999756,488.3999939,554.0999756,618.4000244,664.9000244,591.2000122
30/01 12:00,,189.8000031,233.1999969,186.3999939,179.8999939,237.3999939,209.3000031,122.0999985,191.8999939,147.1000061,105.1999969,109.0999985,77.48000336,124.6999969,106.4000015,219,108.0999985,107.8000031,134,83.93000031,89.56999969,57.31999969,41.91999817,21.55999947,10.40999985,20.92000008,41.86999893,67.68000031,14.78999996,26.92000008,29.28000069,30.96999931,26.23999977,17.18000031,4.47300005,4.126999855,6.176000118,6.622000217,4.126999855,12.40999985,12.43999958,8.31499958,21.09000015,13.01000023,14.68999958,65.37000275,29.85000038,17.93000031,16.77000046,,62.68000031,38.36000061,16.13999939,9.25,29.02000046,10.26000023,11.88000011,665.0999756,667.2999878,592.5999756,624.9000244,557.7000122,664.9000244,553.7999878,483.1000061,548,614.0999756,663.5,585.7000122
31/01 12:00,,186.6000061,227.3999939,182.3999939,176.1999969,234.3999939,204.6999969,120.1999969,190.5,144.1000061,102.5999985,106.8000031,76.05999756,121.8000031,104.1999969,214.8000031,106.6999969,105.1999969,132.1000061,80.91999817,87.16000366,55.95999908,40.93000031,20.23999977,10.10000038,20.20000076,40.93000031,67.30999756,14.35999966,25.69000053,28.69000053,30.93000031,25.47999954,16.73999977,4.397999763,3.930999994,5.869999886,6.293000221,3.871000051,11.97000027,11.97000027,7.892000198,20.87999916,12.43999958,13.65999985,63.79999924,28.32999992,17.09000015,16.68000031,,61.45999908,36.91999817,15.55000019,8.826999664,27.92000008,10.35999966,11.28999996,664.9000244,663.0999756,589.7999878,622.7999878,553.5,663.5,542.9000244,477.7999878,538.9000244,609.7000122,660.5999756,580.0999756
01/02 12:00,,183.6000061,220.1000061,180.3000031,171.6000061,233,202.6999969,117.3000031,190.3999939,141.1000061,99.95999908,105.0999985,74.13999939,118.8000031,102.5,209.8000031,105.4000015,102.5999985,129.1999969,79.65000153,85.77999878,54.08000183,40,19.71999931,10.07999992,19.59000015,40,66.5,14.19999981,25.44000053,28.47999954,30.76000023,24.71999931,16.57999992,4.202000141,3.855999947,5.751999855,6.176000118,3.660000086,11.81000042,11.72000027,7.468999863,20.32999992,11.97000027,13.03999996,62.52000046,27.20000076,16.68000031,16.13999939,,60.34999847,35.63999939,14.94999981,8.404000282,27.15999985,10.10000038,10.76000023,664.9000244,655.4000244,587.0999756,621.0999756,545.7999878,662,533,470.1000061,533.0999756,601.4000244,657.5,574.5999756
02/02 12:00,,181.8000031,213.6000061,172.8000031,168.6000061,228.1999969,200.3999939,114.4000015,190.3999939,138.1999969,97.62999725,102.9000015,72.70999908,115.8000031,99.95999908,205.6000061,103.8000031,100.3000031,126.1999969,78.29000092,84.47000122,53.06999969,39.27000046,19.55999947,10.07999992,19.12999916,39.27000046,66.19000244,13.76000023,24.71999931,27.76000023,30.20999908,23.95999908,16.02000046,4.126999855,3.599999905,5.446000099,5.869999886,3.525000095,11.28999996,10.89000034,7.046000004,20.15999985,11.81000042,12.22000027,60.90999985,27.09000015,15.86999989,15.27000046,,59.22999954,34.33000183,14.35000038,7.785999775,26.04999924,9.694999695,10.02999973,664.2999878,650,587.0999756,617,541.2999878,662,521.4000244,461.2000122,526.5999756,595,653.5,568.9000244
03/02 12:00,,180.1000061,209.6999969,168.6000061,166.5,224.3999939,197.1999969,111.8000031,190,135.1999969,95.95999908,101.1999969,70.79000092,113.0999985,97.33999634,200.6000061,101.3000031,98.58000183,123.1999969,76.12000275,83.16000366,52.13999939,39.00999832,19.12999916,9.986000061,19.10000038,39.00999832,64.88999939,13.60000038,24.12999916,27,30.17000008,23.20000076,15.42000008,3.930999994,3.388999939,5.328999996,5.751999855,3.132999897,10.94999981,10.52000046,6.527999878,19.59000015,11.38000011,10.82999992,59.84999847,26.39999962,14.94999981,14.07999992,,58.11000061,32.88000107,13.76000023,6.961999893,24.53000069,9.631999969,9.585000038,662.2000122,646.2999878,589.2999878,612.5999756,535.5,662,510.7999878,453.7999878,522.2000122,592.4000244,651.9000244,561.0999756
