Date,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
03/04 12:00,,72.56999969,68.56999969,76.29000092,39.59999847,32.52000046,30.71999931,44.81000137,20.40999985,27.80999947,36.54999924,69.16000366,24.65999985,35.74000168,34.81000137,18.87000084,20.63999939,10.64999962,5.732999802,3.911000013,3.325000048,4.867000103,3.989000082,3.058000088,4.511000156,4.855999947,9.75,10.22999954,27.57999992,20.22999954,11.10000038,12.93000031,,21.43000031,20.68000031,25.11000061,13.65999985,12.07999992,,13.38000011,14.25,13.09000015,21.42000008,25.43000031,12.19999981,9.850000381,21.12999916,10.28999996,14.80000019,34.09000015,,22.14999962
04/04 12:00,,70.30999756,63.04000092,73.30999756,38.88999939,37.90999985,33.45999908,43.49000168,22.29000092,27.57999992,34.59000015,68.93000031,25.64999962,34.97000122,33.56000137,18.43000031,20.42000008,10.32999992,5.517000198,3.900000095,3.207999945,4.666999817,4.322000027,3.01699996,4.5,4.666999817,9.425000191,9.774999619,29.35000038,19.43000031,10.68000031,12.47999954,,20.62999916,20.55999947,24.22999954,13.56999969,12.52999973,,13,13.90999985,12.77999973,20.65999985,24.62999916,12.48999977,9.850000381,18.73999977,10.71000004,14.80000019,32.31999969,,21.45999908
05/04 12:00,,68.63999939,63.75999832,72.79000092,39.06000137,40.15999985,36.38999939,41.5,27.03000069,26.81999969,32.63000107,67.62000275,26.86000061,34.70000076,31.87000084,18.39999962,19.84000015,10.30000019,5.5,3.900000095,3.200000048,4.511000156,4.532999992,2.907999992,4.5,4.511000156,9.300000191,9.225000381,32,18.72999954,10.22999954,12.02999973,,19.82999992,19.87999916,23.43000031,13.06000042,13.26000023,,13,13.60000038,12.57999992,20.69000053,23.82999992,12.10999966,9.850000381,17.85000038,10.36999989,14.80000019,32.31000137,,21.35000038
06/04 12:00,,66.37999725,67.83999634,72.12999725,39.77000046,42.63000107,38.68000031,39.5,34.54999924,26,30.75,66.30999756,26.95000076,33.77999878,31.04999924,18.39999962,19.62000084,10.19999981,5.455999851,3.900000095,3.200000048,4.455999851,4.732999802,2.867000103,4.5,4.455999851,8.975000381,8.550000191,32.02999878,18.39999962,9.875,11.56999969,,19.04000092,19.79999924,22.62999916,12.78999996,14.44999981,,12.97999954,13.60000038,13.28999996,22.5,23.03000069,11.65999985,9.850000381,17.77000046,10.25,14.80000019,34.95999908,,20.65999985
07/04 12:00,,64.70999908,69.94999695,73.30000305,40.04000092,46.63999939,38.84000015,36.25999832,39,25.37000084,29.11000061,65.29000092,26.95000076,33.00999832,30.81999969,18.39999962,19.04000092,10.47999954,5.267000198,3.900000095,3.200000048,4.267000198,4.933000088,2.757999897,4.455999851,4.222000122,8.850000381,8.366999626,34.66999817,18.39999962,9.850000381,11.22000027,,18.42000008,19.43000031,21.82999992,12.34000015,15.64999962,,12.59000015,13.60000038,14.51000023,23.73999977,22.28000069,11.23999977,9.850000381,16.93000031,9.607999802,14.80000019,36.43000031,,20.60000038
08/04 12:00,,63.04000092,73.15000153,74.02999878,40.75,50.33000183,38.40000153,30.62000084,40.47000122,24.96999931,27.48999977,64.93000031,26.95000076,32.74000168,30.23999977,18.27000046,18.87000084,11.60000038,5.111000061,3.900000095,3.167000055,4.111000061,5.044000149,2.782999992,4.31099987,3.832999945,8.524999619,7.867000103,35.54999924,18.39999962,9.949999809,11.10000038,,17.81999969,19,21.39999962,12.10000038,16.81999969,,12.55000019,13.60000038,15.64999962,23.86000061,14.30000019,11.17000008,9.850000381,16.01000023,8.751999855,14.77000046,36.56000137,,20.54999924
09/04 12:00,,64.12999725,74.31999969,72.86000061,41.25999832,54.16999817,36.77000046,30.01000023,38.34999847,23.62000084,25.87000084,63.68999863,26.95000076,31.81999969,30.19000053,17.82999992,18.43000031,9.149999619,5.099999905,3.855999947,3.058000088,4.056000233,4.910999775,2.85800004,4.256000042,3.45600009,8.432999611,7.282999992,35.59999847,18.37000084,10.27999973,10.77000046,,17.22999954,19.37000084,20.46999931,11.89000034,17.51000023,,12.55000019,13.60000038,16.23999977,23.72999954,19.54000092,10.78999996,9.850000381,15.13000011,8.045000076,14.25,37.40999985,,19.86000061
10/04 12:00,,65.15000153,74.38999939,71.83999634,42.75,59.65999985,35.74000168,29.23999977,33.56000137,22.63999939,24.61000061,62.41999817,26.95000076,31.04999924,30.01000023,17.79999924,18.27000046,8.782999992,5.144000053,3.710999966,3.01699996,3.911000013,4.900000095,2.757999897,4.066999912,3.150000095,8.149999619,6.006000042,32.56000137,17.86000061,10.39999962,10.64999962,,16.69000053,20.17000008,21.89999962,11.63000011,18.65999985,,12.55000019,13.60000038,16.56999969,27.45000076,20.69000053,10.56000042,9.850000381,13.98999977,7.347000122,14.17000008,37.13000107,,19.79999924
11/04 12:00,,65.51000214,70.48999786,72.34999847,42.86000061,56.52999878,34.75999832,27.88999939,34.75999832,21.29000092,24.52000046,61.25999832,26.95000076,30.81999969,29.23999977,17.79999924,17.70000076,8.241999626,5.400000095,3.700000048,2.907999992,3.944000006,4.900000095,2.717000008,3.911000013,2.849999905,7.916999817,5.300000191,32.18999863,17.79999924,10.52999973,10.32999992,,17.13999939,20.96999931,22.23999977,11.22000027,20.12999916,,12.55000019,13.60000038,15.97999954,26.21999931,21.39999962,10.71000004,9.850000381,14.18000031,7.300000191,13.32999992,44.63999939,,19.75
12/04 12:00,,66.45999908,57.31000137,74.23999786,43.09000015,58.63999939,33.99000168,25.51000023,39.20999908,20.21999931,24.52000046,60.11000061,26.95000076,30.05999947,28.25,17.79999924,17.22999954,8.133000374,5.771999836,3.655999899,2.900000095,4.089000225,4.855999947,2.60800004,3.855999947,2.549999952,7.833000183,5.111000061,33.25,17.77000046,9.800000191,10.30000019,,17.78000069,21.39999962,22.96999931,10.77000046,21.72999954,,12.56999969,13.60000038,14.85999966,25.03000069,21.39999962,10.82999992,9.850000381,19.25,7.300000191,12.59000015,43.86999893,,19.05999947
13/04 12:00,,66.81999969,54.41999817,75.34999847,43.83000183,61.81000137,33.93999863,25.51000023,45.43999863,20.13999939,24.34000015,58.95999908,26.95000076,29.42000008,27.04000092,17.67000008,17.06999969,7.849999905,5.800000191,3.510999918,2.867000103,4.056000233,4.666999817,2.599999905,3.710999966,2.282999992,7.617000103,5.099999905,39.63999939,17.39999962,9.425000191,10.19999981,,19.68000031,21.65999985,23.44000053,10.31999969,23.32999992,,12.96000004,13.60000038,13.92000008,23.86000061,21.39999962,12.23999977,9.850000381,18.79999924,7.300000191,12.55000019,42.88000107,,19
14/04 12:00,,67.76999664,53.20999908,79.15000153,43.20000076,64.94000244,33.72000122,26.09000015,48.81000137,20.13999939,23.75,58.06000137,26.95000076,29.20000076,26.95000076,17.22999954,16.62999916,7.550000191,5.867000103,3.467000008,2.757999897,3.911000013,4.467000008,2.632999897,3.655999899,2.157999992,7.532999992,5.144000053,52.83000183,20.29000092,9.600000381,9.875,,20.55999947,25.25,24.80999947,9.892999649,24.93000031,,13,13.60000038,13.05000019,23.42000008,21.36000061,12.96000004,9.850000381,17.85000038,7.460999966,12.55000019,42.68000031,,19
15/04 12:00,,68.12999725,52.06000137,82.91000366,40.97000122,69.15000153,32.58000183,26.31999969,47.20999908,20.29000092,23.70999908,57.74000168,26.95000076,28.43000031,26.95000076,17.20000076,16.46999931,7.25,6.083000183,3.325000048,2.717000008,4.032999992,4.267000198,2.674999952,3.510999918,2.217000008,7.25,5.400000095,44.09000015,22.18000031,10.05000019,9.75,,19.87999916,22.81999969,25.44000053,9.826000214,26.97999954,,12.78999996,13.60000038,13.25,22.95000076,20.68000031,12.97000027,9.850000381,17.44000053,8.088999748,12.52000046,40.29999924,,19.04999924
16/04 12:00,,69.08000183,51.15999985,87.44000244,40.79999924,70.68000031,30.75,26.37000084,41.72000122,20.79000092,23.70999908,56.65999985,27.12999916,27.80999947,27.12999916,17.46999931,16.03000069,7.017000198,6.032999992,3.174999952,2.575000048,4.511000156,4.066999912,2.467000008,3.467000008,2.5,7.017000198,5.839000225,40.93000031,24.5,9.75,9.324999809,,19.79999924,21.06999969,26.48999977,9.44299984,29.23999977,,12.34000015,13.60000038,13.07999992,22.26000023,20.60000038,12.31999969,9.850000381,16.12999916,9.927000046,12.14000034,38.41999817,,19.73999977
17/04 12:00,,69.44000244,51.09999847,89.16999817,40.58000183,71.98999786,29.29000092,24.47999954,43.43000031,20.82999992,23.53000069,55.50999832,27.54000092,27.57999992,28.07999992,18.63999939,15.86999989,6.933000088,5.816999912,3.092000008,2.457999945,4.421999931,3.911000013,2.48300004,3.35800004,2.76699996,6.933000088,6.217000008,45.40999985,26.59000015,10.57999992,8.875,,19.79999924,19.51000023,27,9.423999786,30.29000092,,12.10000038,13.60000038,13.61999989,22.20000076,20.60000038,11.06000042,9.850000381,16.59000015,10.11999989,12.06999969,39.84999847,,20.18000031
18/04 12:00,,70.38999939,51.36000061,94.41000366,39.86999893,73.30000305,28.61000061,23.75,46.24000168,20.82999992,22.94000053,54.36000061,26.81999969,26.81999969,30.09000015,20.07999992,15.43000031,6.650000095,5.732999802,3.157999992,2.450000048,3.566999912,3.855999947,2.558000088,3.650000095,2.85800004,6.717000008,6.732999802,43.52000046,29.14999962,10.22999954,8.524999619,,19.79999924,18.72999954,26.95999908,10.03999996,30.36000061,,12.11999989,13.60000038,14.64000034,22.14999962,20.60000038,10.75,9.850000381,17.51000023,9.850000381,11.47000027,32.52999878,,20.97999954
19/04 12:00,,70.75,52.18999863,98.55000305,39.81999969,74.61000061,27.85000038,23.53000069,47.90000153,20.82999992,22.89999962,52.27000046,26,26.18000031,33.40999985,21.48999977,15.27000046,6.416999817,5.517000198,3.058000088,2.48300004,3.5,3.710999966,2.457999945,4.802999973,2.691999912,6.632999897,6.982999802,44.29000092,29.85000038,10.07999992,8.600000381,,19.76000023,18.09000015,26.63999939,10.90999985,29.36000061,,12.51000023,13.60000038,13.68999958,21.45999908,20.55999947,10.75,9.850000381,19.29000092,9.824000359,11.17000008,25.87999916,,21.78000069
20/04 12:00,,71.98999786,52.25,103.4000015,39.59999847,75.62999725,25.51000023,23.29999924,47.31999969,20.52000046,22.89999962,50.77999878,25.20000076,25.95999908,36.16999817,22.51000023,14.82999992,6.400000095,5.455999851,3.01699996,2.558000088,3.5,3.700000048,2.450000048,5.656000137,2.467000008,6.416999817,7,46.65000153,29.79999924,11,8.925000191,,19.07999992,17.26000023,27.54000092,11.40999985,28.04000092,,12.55000019,13.60000038,13.60000038,21.39999962,19.92000008,10.75,9.850000381,19.79999924,9.409000397,10.78999996,25.39999962,,22.54000092
21/04 12:00,,73.01000214,52.25,104.1999969,38.88999939,76.37000275,25.14999962,24.43000031,44.63000107,19.37000084,22.75,61.04000092,24.38999939,25.20000076,37.75,24.06999969,14.67000008,6.400000095,5.267000198,2.907999992,2.457999945,3.5,3.621999979,2.450000048,6.150000095,2.51699996,6.333000183,7.066999912,55.63000107,28.98999977,12.02999973,9.050000191,,18.96999931,17.17000008,29.77000046,11.67000008,27.46999931,,12.55000019,13.60000038,13.56999969,21.39999962,20.52000046,10.75,9.850000381,19.09000015,8.942000389,10.72000027,25.39999962,,22.97999954
22/04 12:00,,73.37000275,52.25,106.0999985,38.84000015,80.56999969,24.20999908,24.34000015,42.75,18.79999924,22.25,72.66999817,23.56999969,24.56999969,37.86000061,25.67000008,14.10000038,6.532999992,5.111000061,2.900000095,2.450000048,3.467000008,3.368999958,2.450000048,5.416999817,2.700000048,6.117000103,7.150000095,,28.79999924,11.89999962,9.175000191,,18.45999908,16.65999985,31.62000084,12.06000042,26.28000069,,,13.60000038,12.81000042,21.39999962,20.28000069,10.75,9.850000381,17.55999947,8.241999626,10.34000015,25.39999962,,23.05999947
23/04 12:00,,74.31999969,51.99000168,109.6999969,38.84000015,89.75,22.98999977,23.75,41.65999985,18.76000023,22.20999908,86.01999664,22.79000092,24.34000015,38.08000183,27.32999992,13.63000011,7.032999992,5.056000233,2.867000103,2.417000055,3.35800004,3.316999912,2.417000055,4.800000191,2.60800004,6.032999992,6.732999802,,26.77000046,11.25,8.550000191,,18.39999962,16.56999969,32.61000061,12.10000038,26.20000076,,,13.60000038,12.14000034,21.39999962,21.26000023,10.69999981,9.850000381,17.17000008,7.923999786,10.30000019,25.02000046,,22.95000076
24/04 12:00,,74.68000031,51.15999985,112.8000031,38.84000015,99.73000336,23.62000084,23.70999908,40.63999939,18.61000061,22.20999908,101.5999985,22.25,23.56999969,39,28.79000092,13.47000027,7.416999817,4.822000027,2.757999897,2.342000008,3.349999905,3.364000082,2.308000088,4.289000034,2.599999905,5.816999912,6.632999897,,25.94000053,11.19999981,8.600000381,,18.68000031,16.05999947,32.65000153,12.10000038,26.20000076,,,13.60000038,12.10000038,21.02000046,22.23999977,9.920999527,9.850000381,16.31999969,8.06099987,10.32999992,24.60000038,,22.26000023
25/04 12:00,,75.62999725,51.09999847,111.6999969,39.27999878,107.5999985,25.95999908,23.88999939,39.65999985,17.95000076,22.05999947,118.0999985,22.05999947,22.94000053,39.97999954,28.89999962,13.02999973,7.800000191,4.521999836,2.782999992,2.441999912,3.427999973,3.861000061,2.299999952,4.066999912,2.599999905,5.800000191,6.349999905,95.26000214,28.27000046,11.10000038,8.758000374,,19,16,31.84000015,12.10000038,25.82999992,,,13.60000038,12.13000011,20.60000038,23.32999992,9.850000381,9.739999771,15.13000011,9.477000237,10.71000004,24.60000038,,22.14999962
26/04 12:00,,76.04000092,50.86999893,106.5999985,40.68999863,117.1999969,26.13999939,24.47999954,38.88999939,17.26000023,21.55999947,140.3999939,21.40999985,22.75,41.65999985,28.89999962,12.89999962,7.617000103,4.455999851,2.924999952,2.417000055,3.602999926,3.855999947,2.26699996,3.789000034,2.599999905,5.732999802,6.050000191,98.93000031,30.25,10.77000046,8.307999611,,19.09000015,16.34000015,31.75,12.11999989,25.48999977,,,13.60000038,12.51000023,20.54999924,24.52000046,9.850000381,9.640000343,13.92000008,9.774000168,10.75,25.27000046,,21.45999908
27/04 12:00,,77.12999725,50.13000107,103.5999985,40.79999924,123.9000015,25.95999908,24.52000046,39.06000137,16.72999954,21.52000046,166.1999969,20.70999908,22.09000015,45.61000061,28.89999962,12.57999992,7.666999817,4.31099987,3.075000048,2.308000088,3.335999966,3.756000042,2.157999992,3.346999884,2.599999905,5.517000198,5.75,100.5999985,32.15000153,10.75,8.682999611,,20.45000076,17.75,31.30999947,12.30000019,26.85000038,,,13.60000038,12.55000019,19.86000061,24.36000061,9.850000381,11.10000038,12.82999992,10.52000046,10.77999973,25.70000076,,21.35000038
28/04 12:00,,77.55000305,50.06999969,101.5,40.79999924,136.8999939,25.73999977,24.52000046,39.77000046,18.43000031,21.52000046,156.6000061,19.55999947,21.40999985,50.04000092,28.89999962,12.44999981,7.949999809,4.300000191,3.224999905,2.26699996,3.207999945,3.933000088,2.150000095,3.174999952,2.599999905,5.5,5.583000183,95.94000244,34.04999924,10.75,9.149999619,,20.96999931,18.88999939,30.75,12.07999992,27,,,13.60000038,12.55000019,20.17000008,25.93000031,9.850000381,11.63000011,12.52000046,10.75,11.38000011,31.04000092,,20.65999985
29/04 12:00,,78.63999939,50.29999924,98,40.79999924,147.8999939,27.39999962,24.34000015,39.59999847,24.27000046,21.37000084,143.6000061,18.76000023,20.87000084,55.00999832,28.89999962,12.13000011,8.550000191,4.300000191,3.507999897,2.125,3.200000048,4.177999973,2.150000095,3.092000008,2.566999912,5.5,5.849999905,97.19000244,35.95000076,10.75,8.75,,21.85000038,19.40999985,29.88999939,11.48999977,27,,,13.60000038,12.32999992,25.70000076,25.47999954,9.850000381,11.13000011,12.10999966,10.89000034,11.68000031,35.72000122,,20.54999924
30/04 12:00,,80.05999756,55.93000031,89.65000153,41.02999878,155.3999939,29.23999977,23.75,38.88999939,25.82999992,20.87000084,132.8999939,24.20999908,20.68000031,58.58000183,30.17000008,12,9.657999992,4.300000191,4.236000061,1.963999987,3.200000048,4.478000164,2.150000095,3.125,2.457999945,5.5,6.150000095,99.86000061,37.99000168,10.55000019,9.550000191,,24.10000038,21.29999924,28.55999947,11.19999981,26.95999908,,,13.67000008,12.10000038,25.75,25.39999962,9.850000381,10.77000046,11.47000027,10.09000015,12.25,42.31000137,,19.86000061
01/05 12:00,,84.41999817,71.86000061,73.94999695,41.54000092,163.1000061,29.37999916,23.88999939,38.84000015,27.80999947,20.82999992,121,31.48999977,20.02000046,62.09999847,35.86999893,11.67000008,9.824999809,4.388999939,4.943999767,1.81099999,3.200000048,4.5,2.150000095,2.950000048,2.450000048,5.566999912,6.382999897,39.34000015,40.09000015,9.600000381,10.35000038,,26.04999924,23.29000092,27.46999931,11.19999981,26.28000069,,,14.71000004,12.10000038,19.01000023,25.39999962,9.850000381,10.75,11.25,9.194000244,12.07999992,42.79999924,,19.79999924
02/05 12:00,,84.41999817,70.75,71.26000214,40.86000061,172.3000031,29.37999916,24.65999985,39.06000137,28.87999916,20.82999992,109,39.22999954,19.48999977,65.87999725,43.04999924,11.55000019,11.89999962,4.767000198,5.388999939,1.756000042,3.200000048,4.5,2.150000095,3.10800004,2.417000055,5.849999905,6.333000183,31.26000023,42.18999863,9.375,10.72999954,,26.15999985,24.98999977,25.90999985,11.22000027,26.20000076,,,14.80000019,12.13000011,18.39999962,25.39999962,9.850000381,10.75,12,8.373999596,11.23999977,42.79999924,11.23999977,19.85000038
03/05 12:00,,83.33000183,62.66999817,69,41.02999878,180.8000031,29.73999977,25.28000069,40.43999863,30.10000038,20.68000031,98.84999847,47.40999985,19.29999924,69.80999756,50.58000183,11.22000027,14.47000027,5.166999817,5.771999836,1.610999942,3.167000055,4.544000149,2.183000088,3.26699996,2.308000088,6.083000183,6.050000191,29.45000076,44.83000183,13.43000031,10.75,,25.47999954,27.78000069,24.98999977,11.60999966,26.23999977,,,14.82999992,12.48999977,18.39999962,25.39999962,9.850000381,11.15999985,11.80000019,7.78000021,10.78999996,42.79999924,10.78999996,20.54000092
04/05 12:00,,83.58999634,60.16999817,67.91000366,42.68999863,191.8000031,31.55999947,25.69000053,43.15000153,30.19000053,20.18000031,95.48000336,56.72999954,18.19000053,73.77999878,58.29000092,11.10000038,13.97000027,5.433000088,5.68900013,1.600000024,3.058000088,4.68900013,2.325000048,3.032999992,2.299999952,6.099999905,5.949999809,29.01000023,48.59999847,19.51000023,10.94999981,,25.36000061,28.44000053,23.92000008,11.63000011,27.71999931,,,15.39000034,12.14000034,18.07999992,25.36000061,9.850000381,15.05000019,14.06000042,7.635000229,10.75,42.79999924,10.75,20.60000038
05/05 12:00,,84.68000031,58.18999863,68.70999908,45.72000122,206.1999969,33.99000168,26.5,45.49000168,30.80999947,20.13999939,93.41000366,65.27999878,16.61000061,77.31999969,67.38999939,10.68000031,12.97000027,5.267000198,5.282999992,1.555999994,3.049999952,4.789000034,2.542000055,2.875,2.299999952,6.099999905,6.367000103,32.15999985,51.09999847,23.48999977,11.69999981,,24.62999916,30.25,25.5,11.23999977,32.70999908,,,15.94999981,12.10000038,17.20999908,24.62999916,9.850000381,14.65999985,15.56999969,9.288999557,10.75,42.74000168,10.75,20.60000038
06/05 12:00,,85.43000031,54.54999924,71.83999634,46.63999939,204.5,34.65000153,25.23999977,48.29999924,32.81000137,20.13999939,90.30999756,63.50999832,18.56999969,78.63999939,76.61000061,10.32999992,12.47999954,5.066999912,5.066999912,1.411000013,3.049999952,5.078000069,3.14199996,2.825000048,2.332999945,6.099999905,6.467000008,35.65999985,54.11000061,26.40999985,12.07999992,,24.29000092,31.65999985,28.92000008,11.19999981,33.09999847,,,16,12.10000038,16.64999962,23.87999916,9.659999847,14.77000046,14.31999969,14.02999973,10.75,41.83000183,10.75,20.60000038
07/05 12:00,,89,52.04000092,73.01000214,49.33000183,200.8999939,33.77999878,24.56999969,50.95000076,32.34000015,19.98999977,87.27999878,61.08000183,21.31999969,79.73000336,87.51999664,10.19999981,12.46000004,4.867000103,4.867000103,1.399999976,3.01699996,5.099999905,4.210999966,3.032999992,2.441999912,6.099999905,6.617000103,36.36000061,52.61999893,27.85000038,12.10000038,,25.55999947,31.75,25,11.18000031,35,,,16,12.10000038,16.60000038,24.20999908,9.840999603,14.18000031,13.60000038,15.64000034,10.75,41.68999863,10.75,20.60000038
08/05 12:00,,94.76999664,47.34000015,73.37000275,50.99000168,195.8999939,33.00999832,24.52000046,55.83000183,30.15999985,19.48999977,84.58999634,58.77000046,24.09000015,84,95.75,9.975000381,13.64999962,4.666999817,4.710999966,1.355999947,2.941999912,5.099999905,4.943999767,3.082999945,2.450000048,6.166999817,6.282999992,43.22999954,51.88999939,28.15999985,12.19999981,,26.52000046,31.70000076,25.29000092,10.78999996,36.88999939,,,15.68000031,12.40999985,16.56999969,26.45999908,10.56000042,13.13000011,13.06999969,13.72000027,10.75,40.22000122,10.75,20.97999954
09/05 12:00,,96.83000183,47.20999908,74.31999969,52.38000107,192.8999939,32.74000168,24.52000046,63.06999969,29.78000069,19.45000076,82.66000366,56.47000122,26.71999931,88.19999695,96.33000183,10.38000011,14.56999969,4.467000008,4.656000137,1.210999966,3.042000055,5.099999905,5.789000034,3.157999992,2.450000048,6.382999897,5.833000183,47.93999863,56.09999847,29.27000046,12.89000034,,31.90999985,30.84000015,26.48999977,10.77000046,38.09000015,,,14.85000038,14.43000031,16.04999924,40.29999924,12.23999977,13.47000027,12.10999966,13.68000031,10.77999973,38.18000031,10.77999973,21.35000038
10/05 12:00,,95.29000092,47.49000168,74.09999847,57.29999924,190.1000061,31.63999939,24.52000046,72.12999725,31.55999947,19.45000076,79.38999939,54.16999817,30,91.34999847,96.33000183,10.81999969,17.10000038,4.31099987,4.511000156,1.200000048,3.01699996,5.056000233,8.371999741,3.058000088,2.48300004,7.267000198,5.732999802,48.31000137,53.70000076,31.12000084,14.10999966,,32.75,29.79000092,26.59000015,11.39000034,40.09000015,,,14.77000046,17.11000061,15.97000027,51.20000076,13.25,11.31999969,11.63000011,16.93000031,11.40999985,39.25999832,11.40999985,20.65999985
11/05 12:00,,109.3000031,46.06000137,72.86000061,60.11000061,188,30.29000092,24.70000076,81.37000275,34.43000031,19.29999924,75.94999695,51.88999939,33.20000076,95.65000153,96.33000183,11.36999989,21.80999947,4.343999863,4.589000225,1.156000018,2.907999992,4.955999851,15.05000019,3.082999945,2.592000008,10.57999992,5.517000198,48.68999863,51.29999924,32.81000137,14.32999992,,33.56000137,28.04000092,25.06999969,12.28999996,42.13000107,,,13.96000004,24.57999992,15.44999981,46.09999847,13.96000004,6.448999882,10.78999996,22.36000061,12.31000042,43.22999954,12.31000042,20.54999924
12/05 12:00,,115.0999985,45.25999832,71.83999634,60.56000137,187.1999969,29.11000061,25.28000069,86.34999847,37.59000015,18.79999924,75.69999695,49.72999954,35.25,102.4000015,96.33000183,12.14999962,25.17000008,4.443999767,4.877999783,1.011000037,2.867000103,5,30.11000061,3.224999905,2.599999905,14.92000008,5.566999912,47.75999832,48.90000153,33.38999939,14.77000046,,32.11000061,27.13999939,24.23999977,13.26000023,42.74000168,,,13.60000038,28.82999992,15.39999962,42.02000046,15.59000015,7.388999939,10.34000015,25.27000046,13.28999996,52.90000153,13.28999996,19.86000061
13/05 12:00,,117.8000031,43.72000122,71.76999664,61.63999939,184.5,25.42000008,25.32999992,81.81999969,41.95999908,18.76000023,75.69999695,47.66999817,37.20999908,110.9000015,96.33000183,12.63000011,28.19000053,4.31099987,4.900000095,1,2.757999897,4.589000225,39.18000031,3.342000008,2.566999912,23.35000038,5.782999992,47.49000168,46.58000183,32.95999908,14.67000008,,40.75999832,26.22999954,24.55999947,14.39000034,41.31000137,,,13.56999969,32.61999893,15.39999962,62.66999817,16,6.954999924,10.30000019,25.45000076,14.47999954,57.63999939,14.47999954,19.85000038
14/05 12:00,,124.8000031,44.41999817,72.05999756,62.54000092,181.6999969,24.56999969,25.32999992,72.94999695,48.06000137,18.76000023,75.69999695,45.61000061,39.16999817,129.1000061,96.33000183,13.10999966,29.73999977,4.388999939,4.900000095,0.95599997,2.717000008,4.132999897,33.68000031,3.349999905,2.457999945,24.72999954,5.800000191,47.11000061,43.97999954,34.02000046,14.10000038,,47.75999832,25.43000031,23.82999992,13.97999954,39.68999863,,,13.05000019,35.97999954,15.39999962,68.08000183,16.03000069,8.447999954,10.30000019,26.68000031,15.67000008,61.04000092,15.67000008,20.54000092
15/05 12:00,,133.1000061,39.93999863,75.26999664,62.88999939,177.6999969,24.70000076,25.32999992,61.72999954,57.70999908,18.61000061,75.69999695,43.54999924,41.15000153,129.1000061,96.33000183,13.69999981,30.47999954,4.722000122,4.855999947,0.81099999,2.60800004,4.099999905,30.79999924,3.382999897,2.48300004,23.39999962,6,46.45999908,41.31000137,35.88999939,13.5,,51.65000153,24.76000023,23.03000069,13.60000038,40.56999969,,,13,39.5,,67.19000244,17.30999947,9.404000282,10.30000019,32.65000153,16.87999916,63.75999832,16.87999916,20.82999992
16/05 12:00,,115.5999985,38.88999939,83.01999664,64.12999725,174.6000061,25.28000069,25.51000023,58.25999832,74.19000244,18.11000061,75.69999695,41.5,43.20000076,129,95.51999664,14.97000027,32.54000092,4.978000164,4.710999966,0.977999985,2.599999905,4.056000233,26.72999954,3.492000103,2.625,16.69000053,6.650000095,44.45999908,39.20999908,36.99000168,13.02999973,,54.70000076,26.40999985,22.28000069,13.93999958,41.31000137,,,13,42.22999954,,62.93999863,25.19000053,11.17000008,10.30000019,40.86000061,18.04000092,64.59999847,18.04000092,24.67000008
17/05 12:00,,104.5999985,38.84000015,85.68000031,65.73000336,186.6999969,25.32999992,26.27000046,55.31999969,79.48999786,18.06999969,75.69999695,39.06000137,45.25999832,134.6000061,92.05999756,18.21999931,35.63999939,6.089000225,4.743999958,1.677999973,2.599999905,3.822000027,24.20000076,3.5,2.775000095,15.02999973,6.967000008,42.41999817,37.16999817,35.65999985,13,,55.31999969,27.48999977,21.82999992,15.56000042,39.20999908,,,13,44.38999939,,56.81999969,26.94000053,12.38000011,10.53999996,43.84000015,18.72999954,64.68000031,18.72999954,25.60000038
18/05 12:00,,100.4000015,39.95999908,89.37000275,67.69000244,198.8999939,25.51000023,26.90999985,56.97999954,84,18.53000069,75.69999695,36.99000168,47.31999969,156.5,88.13999939,21.32999992,49.04999924,9.147000313,5.222000122,2.186000109,2.599999905,3.566999912,22.32999992,3.5,2.957999945,15.22999954,7.767000198,41.31999969,36.97999954,34.49000168,13,,52.63000107,29.23999977,21.39999962,16.03000069,38.18999863,,,13.10000038,49.20000076,,52.61000061,26.62000084,9.12899971,11.43000031,47.99000168,20.12000084,66.63999939,20.12000084,29.64999962
19/05 12:00,,101,44.06999969,91.80000305,67.55000305,212.8000031,26.09000015,26.77000046,56.90999985,88.55999756,20.63999939,75.69999695,40.50999832,49.38000107,172.6000061,83.76000214,24.72999954,64.11000061,11.42000008,6.782999992,2.467000008,2.599999905,3.688999891,22.37999916,3.5,3.25,14.69999981,7.617000103,42.18999863,37.61000061,33.25999832,13,,52.81999969,31.44000053,21.39999962,16.75,39.54999924,,,14.34000015,53.54999924,,49.54999924,26.69000053,7.382999897,14.06000042,47.11999893,20.64999962,69.36000061,20.64999962,32.61000061
