siteName;source;river;gaugeId;qualityVerified;hasModel;latitude;longitude
;HYBAS;;hybas_1120040380;False;True;16.552083333332178;-4.918750000002717
;HYBAS;;hybas_1120040400;False;True;19.31458333333205;-3.122916666669539
;HYBAS;;hybas_1120040850;False;True;18.51041666666555;-2.4645833333361225
;HYBAS;;hybas_1120040860;False;True;17.46041666666548;-2.672916666669437
;HYBAS;;hybas_1120040960;False;True;20.70208333333209;-5.006250000002808
;HYBAS;;hybas_1120041110;False;True;20.58541666666548;-4.097916666669335
;HYBAS;;hybas_1120041510;False;True;16.789583333332246;-2.6395833333361907
;HYBAS;;hybas_1120041730;False;True;17.377083333332223;-2.860416666669437
;HYBAS;;hybas_1120043640;False;True;17.010416666665492;-3.0562500000028194
;HYBAS;;hybas_1120303190;False;True;24.781249999998693;-6.418750000002774
;HYBAS;;hybas_1120303810;False;True;24.760416666665375;-6.418750000002774
;HYBAS;;hybas_1120397600;False;True;21.61874999999884;-5.9354166666694255
;HYBAS;;hybas_1120410560;False;True;21.22708333333213;-5.514583333336134
;HYBAS;;hybas_1120411350;False;True;21.20208333333221;-5.552083333336043
;HYBAS;;hybas_1120412240;False;True;21.172916666665454;-5.6770833333361
;HYBAS;;hybas_1120429260;False;True;20.681249999998784;-5.018750000002683
;HYBAS;;hybas_1120432960;False;True;20.56874999999883;-4.135416666669414
;HYBAS;;hybas_1120466750;False;True;19.489583333332178;-3.864583333336157
;HYBAS;;hybas_1120470630;False;True;19.368749999998784;-3.2020833333361907
;HYBAS;;hybas_1120471020;False;True;19.360416666665515;-3.3145833333360883
;HYBAS;;hybas_1120471030;False;True;19.360416666665515;-3.1479166666695164
;HYBAS;;hybas_1120471950;False;True;19.3395833333322;-3.1354166666693573
;HYBAS;;hybas_1120471970;False;True;19.3395833333322;-2.981250000002831
;HYBAS;;hybas_1120472120;False;True;19.335416666665367;-3.4062500000027853
;HYBAS;;hybas_1120472270;False;True;19.33124999999893;-3.131250000002808
;HYBAS;;hybas_1120472580;False;True;19.32291666666549;-3.472916666669448
;HYBAS;;hybas_1120472590;False;True;19.32291666666549;-3.439583333336145
;HYBAS;;hybas_1120473940;False;True;19.281249999998863;-2.9270833333362134
;HYBAS;;hybas_1120475600;False;True;19.222916666665583;-3.639583333336134
;HYBAS;;hybas_1120477150;False;True;19.17708333333212;-3.6812500000027626
;HYBAS;;hybas_1120477170;False;True;19.17708333333212;-2.935416666669539
;HYBAS;;hybas_1120478130;False;True;19.147916666665537;-3.739583333336157
;HYBAS;;hybas_1120479380;False;True;19.11041666666557;-3.785416666669505
;HYBAS;;hybas_1120479830;False;True;19.09791666666547;-3.806250000002819
;HYBAS;;hybas_1120481330;False;True;19.05624999999884;-3.877083333336145
;HYBAS;;hybas_1120482130;False;True;19.03541666666553;-3.943750000002865
;HYBAS;;hybas_1120483990;False;True;18.98124999999885;-4.018750000002797
;HYBAS;;hybas_1120484930;False;True;18.939583333332223;-4.039583333336168
;HYBAS;;hybas_1120487900;False;True;18.84374999999892;-4.210416666669516
;HYBAS;;hybas_1120488260;False;True;18.83541666666548;-4.218750000002842
;HYBAS;;hybas_1120491030;False;True;18.74791666666539;0.6145833333305291
;HYBAS;;hybas_1120491690;False;True;18.72291666666547;0.6145833333305291
;HYBAS;;hybas_1120492490;False;True;18.693749999998715;-4.452083333336191
;HYBAS;;hybas_1120493530;False;True;18.66458333333213;0.610416666663923
;HYBAS;;hybas_1120494590;False;True;18.63541666666561;-4.572916666669471
;HYBAS;;hybas_1120496140;False;True;18.589583333332143;0.5895833333303813
;HYBAS;;hybas_1120498360;False;True;18.51874999999876;-2.381250000002865
;HYBAS;;hybas_1120504370;False;True;18.35624999999891;0.4812499999972033
;HYBAS;;hybas_1120504470;False;True;18.352083333332075;-3.0187500000027967
;HYBAS;;hybas_1120504640;False;True;18.34791666666547;0.4812499999972033
;HYBAS;;hybas_1120505610;False;True;18.31874999999889;0.4729166666637638
;HYBAS;;hybas_1120509630;False;True;18.189583333332223;3.564583333330404
;HYBAS;;hybas_1120510390;False;True;18.16458333333225;0.4645833333304949
;HYBAS;;hybas_1120510890;False;True;18.1479166666656;0.7979166666637525
;HYBAS;;hybas_1120512060;False;True;18.114583333332178;3.9187499999970896
;HYBAS;;hybas_1120512280;False;True;18.11041666666557;3.91041666666365
;HYBAS;;hybas_1120512460;False;True;18.106249999998735;3.956249999997112
;HYBAS;;hybas_1120513470;False;True;18.07291666666555;0.4812499999972033
;HYBAS;;hybas_1120515750;False;True;18.018749999998875;4.031249999997101
;HYBAS;;hybas_1120517670;False;True;17.960416666665537;0.4479166666638434
;HYBAS;;hybas_1120518390;False;True;17.935416666665446;0.4145833333304836
;HYBAS;;hybas_1120518600;False;True;17.93124999999884;0.4104166666638207
;HYBAS;;hybas_1120519840;False;True;17.897916666665424;3.989583333330472
;HYBAS;;hybas_1120520690;False;True;17.868749999998897;0.3562499999971464
;HYBAS;;hybas_1120520940;False;True;17.86041666666563;0.3520833333305404
