;gaugeId;issue_date;issue_time;fc_date;fc_value
0;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-07-31;64.93899536132812
1;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-08-01;62.46723175048828
2;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-08-02;64.07984161376953
3;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-08-03;65.37857818603516
4;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-08-04;64.64750671386719
5;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-08-05;64.48806762695312
6;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-08-06;63.482139587402344
7;hybas_1121133480;2024-08-01;2024-08-01 13:33:24.631929+00:00;2024-08-07;63.70517349243164
8;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-01;64.039794921875
9;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-02;63.42958450317383
10;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-03;64.98418426513672
11;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-04;65.34192657470703
12;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-05;64.34688568115234
13;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-06;63.445777893066406
14;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-07;63.66969299316406
15;hybas_1121133480;2024-08-02;2024-08-02 13:55:22.493188+00:00;2024-08-08;63.58695983886719
16;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-02;64.86759185791016
17;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-03;64.45597839355469
18;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-04;64.57315826416016
19;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-05;64.40283203125
20;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-06;62.93994140625
21;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-07;63.21891784667969
22;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-08;63.15870666503906
23;hybas_1121133480;2024-08-03;2024-08-03 13:47:09.404290+00:00;2024-08-09;63.517765045166016
24;hybas_1121133480;2024-08-04;2024-08-04 13:40:16.303598+00:00;2024-08-03;65.35900115966797
25;hybas_1121133480;2024-08-04;2024-08-04 13:40:16.303598+00:00;2024-08-04;62.9642333984375
26;hybas_1121133480;2024-08-04;2024-08-04 13:40:16.303598+00:00;2024-08-05;64.03861999511719
27;hybas_1121133480;2024-08-04;2024-08-04 13:40:16.303598+00:00;2024-08-06;63.45225524902344
28;hybas_1121133480;2024-08-04;2024-08-04 13:40:16.303598+00:00;2024-08-07;63.28899383544922
29;hybas_1121133480;2024-08-04;2024-08-04 13:40:16.303598+00:00;2024-08-08;63.118812561035156
30;hybas_1121133480;2024-08-04;2024-08-04 13:40:16.303598+00:00;2024-08-09;64.16493225097656
