gaugeId;gaugeValueUnit;qualityVerified;warningLevel;dangerLevel;extremeDangerLevel
hybas_1121107100;CUBIC_METERS_PER_SECOND;True;319.72576904296875;542.1416015625;892.085205078125
hybas_1121118960;CUBIC_METERS_PER_SECOND;True;316.77227783203125;538.842529296875;893.172119140625
hybas_1121129140;CUBIC_METERS_PER_SECOND;True;306.0406188964844;520.9566040039062;872.2642822265625
hybas_1121132210;CUBIC_METERS_PER_SECOND;True;148.4223175048828;284.0182800292969;583.0240478515625
hybas_1121133480;CUBIC_METERS_PER_SECOND;True;309.8502197265625;525.8154907226562;875.1937866210938
hybas_1121138960;CUBIC_METERS_PER_SECOND;True;142.18370056152344;269.7467956542969;554.4031982421875
hybas_1122079470;CUBIC_METERS_PER_SECOND;True;206.32691955566406;329.2409973144531;514.4306640625
