gaugeId;gaugeValueUnit;qualityVerified;gaugeModelId;warningLevel;dangerLevel;extremeDangerLevel
hybas_1120641660;CUBIC_METERS_PER_SECOND;True;996871ab452a05a7c563b2cbcd71071c415bf28bae8a4bee228d965f44eacad3;2071.439697265625;2351.6884765625;2674.150390625
hybas_1120650110;CUBIC_METERS_PER_SECOND;True;f5658c770af9f071156f22c33f23bcf835dfadf165006de222e415436c335792;67.53443145751953;128.68450927734375;251.50196838378906
hybas_1120661040;CUBIC_METERS_PER_SECOND;True;b34a712077b56085d98b8201d1a2309fbb86eae4c16afbb2822db03fd09ad2ed;52.250953674316406;100.93582916259766;192.5716552734375
hybas_1120679780;CUBIC_METERS_PER_SECOND;True;b5d7910b9c00decb07442325f7df6be76a0c627fd75f8ea9ccd6685d0d534b36;3336.14013671875;3779.9326171875;4213.734375
hybas_1120689830;CUBIC_METERS_PER_SECOND;True;d31d493ee97e86b67111681d4396bd7360c25d36b8c14a11b540e185dc7e941d;3632.66845703125;4076.93603515625;4501.068359375
hybas_1120705070;CUBIC_METERS_PER_SECOND;True;9a070c8bedbb9997d09dadb8ee544cc447b07dff310ada022a7e65bc1710f837;3896.59375;4392.75634765625;4894.8916015625
hybas_1120737100;CUBIC_METERS_PER_SECOND;True;42dcf3ae7ab240713e49a0fcadda9405de15f82f8501ad1a7676c09abf4e8a6b;3081.07373046875;3490.791748046875;3896.62841796875
hybas_1120739110;CUBIC_METERS_PER_SECOND;True;f7de5c8cfa047957094771307bb915f997427a80575302cb4d3be94616915d72;635.864990234375;852.9635009765625;1097.7147216796875
hybas_1120758950;CUBIC_METERS_PER_SECOND;True;21bec41656a0f69d82e2932931d09dc8fc494a79900f7fba313fdf5ecb4908f9;554.3900756835938;729.4489135742188;919.7537231445312
hybas_1120766460;CUBIC_METERS_PER_SECOND;True;1c4d03e558e98c3c4e8cd1ae147635240e81527487c70f29ddb0bfde20e13374;834.0955200195312;1006.9996337890625;1238.7659912109375
hybas_1121890140;CUBIC_METERS_PER_SECOND;True;455259f6df724184254860d0399446de65a00ba5bc4b36d08e78aeafce430865;2164.199951171875;2447.35107421875;2765.17578125
hybas_1121893090;CUBIC_METERS_PER_SECOND;True;32d8661ac1f36732d398dc1fc0dc3bc321c69c2c4948af54618797fc1a25a60c;2487.1767578125;2800.095458984375;3149.558837890625
hybas_1121895840;CUBIC_METERS_PER_SECOND;True;1989b608a9d0a387bc949b700c589ad066a70361698372391c9511a687fd3059;3312.148193359375;3752.041015625;4179.9990234375
hybas_1121900350;CUBIC_METERS_PER_SECOND;True;f4eedfb400194c9585c392efa6387625c1423f842b2f5796776a762a8ddd3dad;3332.435791015625;3778.391845703125;4214.50927734375
hybas_1121905290;CUBIC_METERS_PER_SECOND;True;8d6d27c57fe53235c77be8e71ad6c82c9b130b9c949bf79c01055a0a2aaed63f;3432.061279296875;3862.819580078125;4282.88427734375
hybas_1121919510;CUBIC_METERS_PER_SECOND;True;ea747fa614c3eea8383fe0d3e270ed3e0a1db987b723fa4a9acf232f419fdcb9;3904.036376953125;4394.72998046875;4867.78173828125
