,Bafoulabe,Diéma,Kayes,Kéniéba,Kita,Nioro,Yélimané,Banamba,Dioila,Kangaba,Kati,Kolokani,Koulikoro,Nara,Bougouni,Kadiolo,Kolondieba,Koutiala,Sikasso,Yanfolila,Yorosso,Baraouéli,Bla,Macina,Niono,San,Ségou,Tominian,Bandiagara,Bankass,Djenné,Douentza,Koro,Mopti,Ténenkou,Youwarou,Diré,Goundam,Gourma-Rharous,Niafunké,Tombouctou,Ansongo,Bourem,Gao,Abeibara,Kidal,Tessalit,Tin-Essako,Bamako,Ménaka,Anderamboukane,Inekar,Tidermene
2024-08-12,1205.0078125,517.125,1756.71875,345.1953125,975.859375,1.5703125,3.296875,60.40625,2883.296875,1307.203125,1878.2890625,486.890625,2401.671875,60.1328125,1058.0625,282.5859375,867.4296875,349.234375,1253.1171875,430.1875,45.5234375,2934.25,2990.6015625,2267.7890625,22.0625,3006.3203125,2990.6015625,3006.3203125,1.375,9.3671875,3057.6015625,5.5078125,3.375,4485.203125,1956.1875,3917.140625,2276.0078125,2277.7421875,2275.4296875,2469.671875,2275.4296875,1513.75,2099.140625,1716.640625,41.28125,0.328125,10.5546875,66.8515625,1764.59375,3.078125,0.5390625,58.8515625,15.296875
2024-08-13,2030.671875,881.6640625,2198.4765625,486.5390625,1710.1171875,1.6484375,3.25,50.0,1943.46875,1389.8828125,1877.0390625,834.078125,2195.9765625,54.4609375,753.5546875,280.8359375,692.2890625,166.5390625,799.21875,395.0078125,31.4453125,2202.5,1950.1640625,2188.28125,27.171875,1871.7890625,2220.0390625,1816.125,1.28125,9.8359375,1920.0703125,22.265625,6.1875,3187.2890625,2028.6796875,2979.59375,2308.6875,2310.34375,2276.4453125,2345.1796875,2276.0078125,1654.859375,2179.21875,1862.1640625,2.984375,0.15625,2.6015625,2.328125,1800.359375,109.28125,39.5078125,120.15625,0.9140625
2024-08-14,4036.953125,907.640625,5667.0703125,432.7734375,2622.9140625,2.4609375,4.9140625,61.359375,2726.2109375,1017.65625,1558.78125,760.4765625,2350.65625,104.859375,1014.6796875,373.6875,917.1640625,330.3828125,1157.796875,421.9140625,55.71875,2773.2109375,2868.6796875,2522.1171875,38.59375,2871.046875,2868.6796875,2807.2265625,2.1953125,27.1171875,2820.0625,12.9140625,6.453125,3723.3515625,2097.828125,3283.0703125,2291.9609375,2296.28125,2260.015625,2497.03125,2259.9296875,1806.921875,2224.2890625,1985.75,2.3984375,0.0625,3.4140625,9.2578125,1459.4375,3.125,0.3671875,42.9765625,10.03125
2024-08-15,788.6796875,299.03125,1048.4296875,532.4375,628.59375,2.4140625,7.1171875,50.8671875,2450.4921875,1036.6953125,1639.2265625,351.3203125,1864.8671875,98.7890625,834.625,298.7734375,777.8125,442.1015625,909.8203125,437.4609375,113.6171875,2506.78125,2598.59375,1545.8515625,40.3046875,2739.8359375,2598.59375,2739.8359375,2.4765625,53.5859375,2747.78125,12.0234375,9.1171875,3951.625,1453.8828125,3488.4140625,2407.15625,2415.8203125,2310.9921875,2702.3125,2305.234375,1933.703125,2245.203125,2067.28125,4.3125,0.015625,1.7890625,39.1875,1564.6953125,3.1796875,0.3125,14.109375,4.1328125
2024-08-16,1350.703125,158.359375,2112.0,607.984375,939.5390625,2.2734375,220.828125,46.078125,2418.1796875,1800.203125,2116.5078125,190.34375,2283.84375,108.2890625,976.8046875,345.7421875,911.5859375,345.75,1051.5078125,541.0234375,62.203125,2419.328125,2419.328125,2005.4609375,57.71875,2216.9453125,2352.03125,2133.734375,2.3125,41.6875,2139.6953125,35.3984375,8.75,4048.7265625,2088.3984375,3528.2421875,2548.5859375,2560.2265625,2393.859375,2845.359375,2382.6328125,2025.5703125,2260.75,2119.4375,6.0546875,0.2578125,1.7890625,31.0078125,2091.7890625,3.125,0.3359375,54.4296875,15.6953125
2024-08-17,1530.9453125,229.1640625,1947.6640625,893.71875,1103.5703125,2.1171875,8.7421875,30.515625,2193.8984375,2161.859375,2397.1953125,228.7578125,2485.0234375,48.640625,863.6328125,338.7578125,818.4609375,298.5703125,921.1015625,577.6484375,62.2265625,2286.3125,2208.46875,1934.6953125,23.03125,2172.5546875,2192.1328125,2134.2265625,1.78125,39.1640625,2136.484375,18.796875,6.546875,4140.1484375,2000.421875,3935.65625,2718.0,2731.1015625,2518.765625,3029.3046875,2501.71875,2085.046875,2269.1328125,2160.7734375,1.0859375,0.0546875,1.7890625,8.5625,2395.6171875,3.1015625,0.296875,27.2421875,9.0078125
2024-08-18,1509.09375,202.40625,1985.2109375,569.4609375,967.3203125,2.609375,9.296875,30.828125,2102.734375,1341.90625,1671.40625,192.8203125,1816.34375,60.96875,834.34375,297.34375,777.65625,250.5546875,892.8046875,564.671875,46.0078125,2128.3515625,2165.140625,1841.078125,39.09375,2220.171875,2165.140625,2211.9375,2.140625,31.1640625,2211.9375,15.3046875,5.453125,4160.8828125,1883.828125,4132.6171875,2912.921875,2925.984375,2700.8359375,3250.296875,2680.5,2118.8984375,2309.1953125,2198.5,0.3359375,0.03125,1.7890625,3.25,1634.84375,3.078125,0.21875,11.03125,3.484375
2024-08-19,1428.109375,209.4375,1621.28125,678.4765625,1013.984375,2.359375,8.3515625,40.21875,2230.5703125,1880.4453125,2400.25,210.9140625,2553.0703125,161.1484375,828.578125,280.703125,767.015625,241.53125,889.484375,691.890625,43.2265625,2441.328125,2237.6640625,2121.9453125,69.8359375,2295.96875,2337.65625,2293.765625,4.9765625,44.25,2294.0390625,18.0390625,7.2578125,4478.6171875,2094.1171875,4478.6171875,3220.4375,3238.90625,2941.6953125,3715.4765625,2916.2734375,2150.2109375,2386.53125,2234.921875,0.65625,0.03125,1.7890625,4.15625,2357.3125,3.078125,0.140625,19.203125,1.8203125
2024-08-20,1945.3828125,160.6171875,2203.3359375,799.6484375,1086.9296875,2.0703125,7.59375,40.3984375,2545.8046875,1696.96875,2020.9140625,149.9140625,2240.3359375,81.7109375,944.875,366.171875,891.4453125,369.1875,1012.5703125,707.703125,71.359375,2564.2265625,2569.859375,2290.921875,46.5546875,2611.28125,2569.859375,2595.4296875,3.953125,39.0390625,2595.4296875,109.40625,9.71875,4747.5703125,2234.328125,4754.71875,3571.0,3593.4609375,3228.28125,4120.59375,3196.6328125,2186.796875,2517.0703125,2271.9140625,1.2578125,0.1171875,5.8671875,3.46875,1969.078125,3.0703125,0.1015625,3.90625,1.265625
2024-08-21,1676.3203125,130.796875,2049.078125,853.4296875,898.5703125,2.5546875,8.125,51.59375,2637.8984375,1722.2109375,1995.984375,118.0078125,2139.0078125,76.171875,1037.8046875,386.890625,972.1953125,372.4921875,1117.203125,799.1875,95.453125,2680.7109375,2805.015625,2137.9375,36.9375,2905.2109375,2805.015625,2871.46875,2.21875,71.109375,2871.46875,11.6953125,8.109375,4556.1796875,2082.53125,4431.765625,3826.5859375,3845.4375,3491.7109375,4177.21875,3457.8046875,2231.8359375,2690.4453125,2330.3984375,0.2578125,0.03125,2.515625,1.609375,1958.546875,3.0703125,0.0390625,3.875,0.8515625
2024-08-22,1468.4921875,142.1171875,1791.9296875,726.4453125,786.046875,1.34375,5.765625,34.640625,2538.2734375,1747.96875,2036.15625,132.0390625,2206.4296875,74.7890625,978.0390625,362.984375,915.0546875,342.890625,1038.6328125,782.484375,78.9453125,2558.8046875,2590.859375,2185.796875,37.125,2664.8828125,2590.859375,2659.828125,2.046875,49.0703125,2659.828125,21.4453125,33.7265625,4574.984375,2144.6328125,4442.78125,4059.6328125,4071.9921875,3794.5859375,4240.9296875,3762.953125,2299.1484375,2911.28125,2435.1171875,0.171875,0.0234375,1.7890625,1.1875,1991.203125,3.0703125,0.0234375,3.890625,0.7265625
2024-08-23,2102.0546875,173.25,2671.6640625,737.40625,873.0078125,1.4375,6.1796875,34.140625,2609.125,1541.640625,1855.9140625,133.65625,2041.9140625,680.8046875,977.9140625,376.9296875,918.53125,463.0546875,1099.9453125,710.03125,90.4609375,2632.0078125,2675.1875,2078.0,443.1640625,2741.1171875,2675.1875,2741.1171875,746.65625,585.4609375,2764.6953125,213.25,609.6015625,6003.8203125,2063.4375,6059.875,4532.9140625,4547.890625,4241.8203125,5000.78125,4206.9140625,2392.3046875,3185.984375,2584.8828125,0.1171875,0.0234375,1.7890625,1.3359375,1798.5546875,3.0625,0.015625,1.78125,0.6640625
2024-08-24,1497.5390625,325.9453125,1840.6015625,718.734375,743.953125,63.7265625,5.3828125,62.625,2478.53125,1718.671875,2045.234375,107.3125,2188.390625,118.96875,990.296875,379.59375,929.5859375,332.671875,1105.1796875,775.640625,54.96875,2514.3984375,2556.484375,2503.125,218.859375,2599.890625,2556.484375,2599.890625,178.4296875,508.140625,2607.34375,27.3671875,413.3203125,4966.015625,2318.140625,4917.21875,4659.1640625,4665.7265625,4496.671875,4753.609375,4473.8515625,2536.1953125,3529.96875,2786.3515625,15.890625,0.0234375,1.7890625,4.3046875,1986.078125,65.0859375,0.1484375,1.40625,0.6640625
2024-08-25,1396.078125,135.1875,1619.6171875,752.1484375,769.7265625,1.0546875,5.671875,51.9296875,2768.5546875,1959.53125,2297.1484375,119.3671875,2438.015625,143.0390625,1144.296875,432.875,1064.5,370.96875,1268.140625,797.1171875,56.21875,2787.3515625,2788.3515625,2268.09375,56.5625,2822.25,2788.3515625,2812.125,232.0703125,56.28125,2812.125,72.1015625,45.9296875,5206.140625,2214.96875,5168.2578125,4801.8515625,4809.9765625,4668.71875,5030.21875,4653.4296875,2926.9765625,3905.9921875,3054.953125,2.5859375,0.0234375,1.7890625,27.8984375,2241.546875,2917.0078125,47.3828125,1.78125,128.078125
2024-08-26,3425.1953125,189.5078125,4235.6015625,836.296875,1602.578125,1.75,4.140625,81.3046875,2912.46875,2147.859375,2499.390625,183.5078125,2686.4609375,128.7890625,1185.8984375,477.1171875,1114.8359375,382.0,1306.171875,1101.3828125,52.8203125,2975.9609375,3100.5390625,2752.6640625,559.921875,3236.421875,3102.234375,3236.421875,1.1171875,312.6484375,3333.9921875,17.2578125,7.609375,5944.5546875,2752.0390625,5771.4453125,4900.6015625,4908.265625,4785.7890625,5130.71875,4773.3046875,2996.0078125,4244.125,3373.3046875,7.8203125,0.0234375,4.6796875,12.7109375,2437.1796875,3.0859375,0.703125,33.078125,10.7578125
2024-08-27,1811.21875,165.4453125,2109.640625,852.390625,1145.2265625,0.90625,3.3984375,24.0546875,3075.5546875,2125.828125,2433.5,159.8671875,2616.1640625,58.8984375,1339.7734375,585.84375,1276.78125,398.671875,1464.53125,1140.1640625,51.6796875,3125.3984375,3197.484375,2561.328125,27.6484375,3271.9609375,3199.015625,3271.9609375,1.1171875,20.5625,3286.0625,215.8203125,3.5859375,5742.4609375,2510.5859375,5772.3203125,5059.3515625,5076.515625,4880.2421875,5243.65625,4867.6171875,4062.3671875,4512.2265625,4108.3125,4.8125,0.1171875,1.7890625,14.75,2377.953125,337.296875,2.40625,47.1953125,15.9453125
2024-08-28,1442.5,139.2265625,1641.6171875,829.0390625,841.5546875,0.7578125,2.9140625,30.0078125,2895.1640625,2210.359375,2509.3046875,134.9453125,2676.890625,62.703125,1204.890625,501.546875,1131.640625,413.5546875,1341.9765625,1068.2265625,49.109375,2935.2109375,2979.671875,2614.0546875,30.6796875,3017.328125,2979.671875,3014.6484375,0.8828125,28.03125,3014.6484375,16.0703125,3.2734375,5440.375,2581.8125,5375.65625,5014.828125,5020.3125,4993.109375,5149.421875,4993.109375,6681.6484375,4671.0234375,6553.9765625,9.3046875,0.078125,3.734375,48.4765625,2451.734375,163.8984375,244.2109375,66.875,42.8515625
2024-08-29,1337.9375,109.125,1608.734375,778.1875,778.1875,0.5078125,2.71875,22.828125,2658.5234375,3035.0078125,3238.1015625,101.7890625,3343.875,48.4296875,1181.9765625,518.3671875,1124.3046875,299.6640625,1293.984375,1172.203125,36.359375,3305.921875,2760.1953125,3225.7578125,32.0234375,2822.546875,3271.2578125,2822.546875,1.5625,10.9296875,3241.2734375,21.546875,2.515625,6074.4140625,3237.109375,6007.109375,5217.265625,5217.265625,6756.1015625,5434.0234375,6752.1953125,8311.6484375,8182.40625,8757.8515625,23.5859375,0.125,3.125,63.9453125,3198.8515625,498.140625,148.9296875,51.4140625,48.5625
2024-08-30,1808.1875,165.7265625,2380.9140625,743.53125,878.109375,1.0,3.7421875,22.234375,2603.0703125,3291.78125,3680.078125,155.65625,3936.4453125,58.3359375,1300.6015625,455.765625,1050.75,246.8359375,1195.140625,1303.28125,33.203125,3964.234375,2685.8515625,4080.2109375,52.84375,2741.375,4072.1640625,2741.375,0.75,8.0546875,4056.5546875,12.8046875,1.8046875,6778.75,4070.84375,6707.5,5638.9609375,5660.6328125,8120.2578125,6177.2578125,8120.2578125,14563.421875,9306.828125,13923.34375,47.6953125,241.328125,14.828125,95.078125,3607.765625,731.515625,731.515625,190.3515625,490.9609375
2024-08-31,1239.34375,104.7421875,1504.84375,706.90625,722.65625,0.6953125,2.90625,27.6328125,2600.8125,3400.9765625,3837.265625,99.0625,4147.015625,78.734375,1245.234375,437.9765625,1011.921875,278.8984375,1180.1640625,1249.0859375,36.75,4175.75,2655.3046875,4287.34375,73.2421875,2694.0078125,4275.5390625,2694.0078125,1.484375,12.546875,4273.2578125,18.2265625,3.75,6923.90625,4283.65625,6841.15625,6072.9765625,6096.0546875,5750.6328125,6529.71875,5771.3046875,4814.0859375,5698.0703125,5365.2578125,106.5703125,24.828125,41.546875,179.3203125,3751.484375,64.3359375,64.3359375,144.1484375,54.6171875
2024-09-01,1249.015625,121.34375,1456.3671875,681.421875,784.1328125,0.765625,3.53125,34.4375,2779.0234375,3143.890625,3670.390625,130.265625,4038.6796875,127.5234375,1143.3359375,481.2890625,1080.5625,302.5390625,1255.875,1102.7265625,38.890625,4067.34375,2828.46875,4161.171875,49.25,2835.8671875,4145.4296875,2824.9140625,3.03125,14.671875,4161.421875,18.328125,4.8984375,6911.375,4162.0,6815.078125,6396.046875,6411.5390625,6133.3203125,6639.2734375,6176.1875,4989.8203125,5540.890625,5443.109375,68.7890625,0.4140625,36.3515625,128.953125,3567.2578125,214.140625,69.6328125,112.8984375,37.421875
2024-09-02,1259.9609375,151.9375,1454.5703125,762.6875,765.7265625,0.625,2.171875,34.96875,3010.2734375,3198.2421875,3569.953125,144.71875,3858.890625,106.640625,1227.984375,518.640625,1158.1953125,354.2265625,1365.34375,1212.0390625,55.3671875,3899.2578125,3162.5234375,4077.3515625,56.8359375,3225.171875,4069.328125,3225.171875,9.2890625,46.1015625,4067.1875,21.78125,9.984375,7212.6796875,4073.90625,7077.703125,6576.78125,6585.4765625,6500.28125,6738.46875,6524.484375,4901.296875,6263.90625,5214.390625,19.0546875,0.1953125,35.09375,65.578125,3500.984375,46.875,8.359375,135.0703125,33.796875
2024-09-03,1725.3671875,128.15625,1760.984375,1124.96875,1124.96875,0.796875,3.140625,41.046875,3216.9921875,3633.4140625,4008.6015625,125.4609375,4157.375,96.3359375,1384.515625,578.9921875,1285.328125,421.6796875,1540.859375,1327.6015625,68.7890625,4107.09375,3222.2890625,4098.6328125,48.375,3160.65625,4102.34375,3148.5234375,7.1875,52.6171875,4052.9609375,19.3828125,9.3125,7053.3203125,4071.96875,6954.71875,6684.578125,6689.84375,6572.6875,6779.9921875,6557.265625,5057.125,5866.78125,5240.9453125,13.9296875,0.4921875,26.4140625,47.90625,3964.5859375,17.7578125,51.8671875,119.2265625,26.3046875
2024-09-04,2876.6640625,211.0078125,3116.21875,1198.4765625,1269.21875,0.9921875,4.0703125,34.0390625,3521.421875,3685.9375,3980.0625,219.140625,4148.3671875,83.4140625,1436.7265625,614.21875,1350.171875,520.359375,1611.796875,1364.6875,63.4453125,4137.046875,3540.09375,4082.828125,42.3359375,3429.421875,4112.0,3326.984375,5.7734375,59.0546875,4067.1171875,20.9921875,5.375,7076.046875,4075.140625,6884.34375,6686.1953125,6688.3046875,6694.84375,6716.53125,6707.1484375,5692.0546875,6390.90625,5865.828125,10.765625,0.125,1.8828125,49.3828125,3946.328125,14.0234375,67.2265625,73.2734375,12.0234375
2024-09-05,2617.703125,294.9375,3176.1171875,1171.234375,1337.6328125,1.171875,5.328125,35.5078125,3546.7890625,4072.3671875,4191.8359375,289.7734375,4336.328125,81.90625,1372.3671875,546.15625,1287.515625,603.625,1549.671875,1256.7421875,122.265625,4298.78125,3730.0078125,4279.3203125,44.71875,3801.796875,4268.4296875,3779.265625,4.5703125,67.25,4287.4609375,17.203125,6.2265625,7734.109375,4287.4609375,7382.0859375,6721.265625,6723.8203125,6933.1015625,6806.9765625,6932.0078125,6464.859375,6927.515625,6723.875,7.3125,0.15625,3.046875,28.625,4185.765625,10.59375,46.4453125,53.9375,12.8203125
2024-09-06,1832.625,200.3046875,2225.3125,864.421875,1023.4921875,2.2890625,5.9453125,39.28125,3397.984375,4297.5,4475.7734375,189.109375,4603.34375,76.375,1318.2890625,525.75,1238.1953125,587.7421875,1482.34375,1243.6328125,102.96875,4524.1015625,3571.9453125,4272.1484375,53.421875,3632.21875,4438.046875,3630.2421875,2.6015625,43.3984375,4290.0,12.7109375,6.421875,7851.7578125,4258.5,7682.3828125,6785.984375,6790.1015625,6918.0,6946.953125,6918.0,6652.96875,6936.09375,6857.234375,3.375,0.234375,1.7890625,15.890625,4466.0546875,11.0546875,63.15625,57.7578125,10.5703125
2024-09-07,1791.6171875,176.03125,2064.8671875,932.2109375,932.2109375,1.53125,4.1640625,43.6171875,3157.3125,4037.015625,4233.9140625,169.9296875,4370.0703125,93.796875,1232.484375,514.5625,1141.7734375,514.296875,1404.2734375,1063.5234375,83.4375,4324.359375,3327.2109375,4089.3828125,54.3515625,3405.890625,4248.171875,3405.890625,3.2265625,47.9609375,4178.6484375,13.84375,5.2421875,7635.6328125,4121.8203125,7616.1015625,6848.4765625,6854.4453125,6944.578125,7056.890625,6940.828125,6980.3671875,7020.78125,7042.875,1.9453125,9.2265625,1.7890625,9.71875,4218.875,12.203125,46.28125,67.796875,10.0078125
2024-09-08,1786.828125,210.1875,2010.5,1223.8984375,1223.8984375,0.984375,4.1015625,37.0546875,2943.1953125,4353.0,4666.5078125,204.3046875,4846.15625,73.4921875,1141.109375,465.8203125,1059.0,445.078125,1277.8203125,1068.1875,84.3515625,4841.59375,3136.9609375,4507.5390625,41.8515625,3206.7265625,4804.578125,3206.7265625,2.03125,41.0,4349.0234375,21.46875,5.0390625,7575.1875,4378.5,7575.0703125,6881.328125,6889.0078125,6911.1484375,7116.90625,6906.1328125,7056.5,7010.765625,7060.53125,1.796875,8.5546875,1.7890625,18.9765625,4614.953125,10.03125,33.890625,81.109375,18.890625
2024-09-09,1816.09375,175.40625,2021.2109375,1232.3515625,1232.3515625,1.1875,5.7890625,44.1953125,2902.8125,4606.390625,4882.34375,166.6015625,5081.3828125,95.421875,1178.4765625,506.015625,1105.46875,434.0390625,1308.40625,1118.3984375,74.3125,5081.3828125,3029.4296875,4935.2890625,47.40625,3085.8046875,5104.421875,3085.8046875,1.6171875,38.6796875,4740.90625,15.4453125,5.6796875,7708.6328125,4789.1484375,7689.5390625,7060.3359375,7070.6796875,6909.21875,7309.0703125,6916.546875,7056.0859375,6975.984375,7048.109375,15.5546875,7.4765625,10.8984375,19.8125,4836.21875,8.6640625,26.0703125,47.015625,10.9453125
2024-09-10,2023.296875,275.34375,2284.3125,1132.8359375,1147.5625,1.046875,4.421875,36.0703125,3069.046875,4423.421875,4767.40625,275.453125,5059.96875,82.4921875,1243.5859375,530.9921875,1166.9453125,499.6171875,1385.84375,1059.9140625,79.4609375,5064.6875,3136.8984375,5085.953125,32.6171875,3151.5703125,5103.875,3151.4765625,1.34375,21.1015625,5036.2578125,11.7578125,4.2734375,8174.1171875,5048.765625,8170.328125,7363.625,7376.4140625,7144.1640625,7664.9296875,7122.546875,7046.609375,6938.78125,7007.234375,35.7734375,6.40625,11.8984375,49.71875,4688.265625,7.7265625,21.4375,70.0,20.3046875
2024-09-11,2272.796875,300.9140625,2507.15625,1124.21875,1288.4296875,1.4375,4.8125,36.109375,3226.203125,4579.3359375,4868.1953125,298.6171875,5091.3515625,58.9765625,1324.15625,564.1953125,1226.0703125,512.0078125,1467.96875,1324.15625,76.609375,5091.3515625,3294.8359375,5108.21875,38.03125,3288.109375,5121.4453125,3268.703125,1.7734375,27.6796875,5068.59375,11.796875,5.8359375,8284.734375,5076.109375,8296.7265625,7591.9765625,7604.921875,7370.265625,7898.7421875,7347.484375,7010.671875,6983.5546875,6968.5703125,16.5546875,5.4375,4.2265625,20.0546875,4817.8203125,6.828125,18.5625,30.78125,4.625
2024-09-12,2387.125,278.4453125,2676.8828125,1207.640625,1282.0234375,1.9296875,5.34375,31.4375,2988.734375,4735.0625,4975.140625,270.3515625,5148.0546875,46.625,1268.625,506.515625,1099.2578125,499.765625,1316.6015625,1270.8203125,81.4453125,5139.3203125,3089.28125,5078.8671875,29.2109375,3101.4765625,5119.3359375,3093.7109375,2.7578125,24.7578125,5054.90625,12.5078125,5.2890625,8110.5390625,5060.140625,8136.734375,7748.28125,7758.1328125,7567.125,7946.2890625,7547.8671875,6975.4921875,7140.703125,6953.2265625,5.203125,4.625,1.7890625,12.7265625,4933.3203125,6.1328125,16.484375,33.5078125,6.6640625
2024-09-13,2411.5625,352.3671875,2754.4609375,1216.5546875,1367.53125,2.5703125,5.53125,29.015625,3053.8671875,5214.265625,5602.375,340.71875,5833.0546875,76.0546875,1448.171875,498.0390625,1089.828125,518.0859375,1313.53125,1465.265625,86.5390625,5829.9375,3124.796875,5654.2265625,36.78125,3146.484375,5797.8125,3146.484375,1.015625,23.8671875,5540.375,10.0625,3.7890625,8551.453125,5570.9375,8465.1171875,8048.90625,8057.625,7872.203125,8217.375,7850.9296875,6972.1796875,7361.4375,7030.8359375,1.6640625,3.9375,1.7890625,1.984375,5525.5703125,5.4765625,14.7734375,18.1640625,3.6640625
2024-09-14,2229.6171875,354.4375,2513.8203125,1163.40625,1318.9375,2.0,6.2421875,42.8203125,3091.21875,4974.671875,5397.8046875,351.0859375,5688.5625,65.34375,1287.9296875,509.40625,1117.515625,509.625,1357.578125,1291.421875,87.703125,5688.5625,3167.84375,5646.25,33.1640625,3189.0078125,5709.015625,3184.1484375,0.96875,25.15625,5574.90625,8.3203125,4.875,8671.5390625,5594.953125,8599.84375,8199.2109375,8205.9453125,8067.9765625,8346.5546875,8052.0078125,7063.4140625,7609.078125,7196.046875,0.3203125,3.375,1.7890625,1.3515625,5321.9296875,4.9140625,13.234375,17.125,3.2734375
2024-09-15,2099.9375,291.5625,2274.671875,1168.8671875,1168.8671875,0.8984375,3.734375,48.8515625,3235.203125,5180.765625,5497.5234375,283.8671875,5841.1875,75.6015625,1288.484375,522.1875,1166.8359375,549.9375,1435.046875,1288.484375,89.6328125,5841.6015625,3320.046875,5721.140625,39.203125,3318.765625,5872.6796875,3294.3984375,2.1953125,43.890625,5625.6171875,10.5,7.203125,8802.09375,5644.390625,8724.1640625,8328.3359375,8334.53125,8216.25,8467.6796875,8203.625,7226.453125,7849.515625,7415.234375,0.5625,2.90625,1.7890625,2.9296875,5433.8203125,4.3984375,11.9296875,18.1640625,2.9375
2024-09-16,2150.0859375,325.3515625,2279.5546875,1014.6875,1104.765625,1.53125,5.1171875,40.34375,3067.796875,4734.7109375,5031.9609375,315.0625,5316.2109375,82.359375,1318.6328125,520.9140625,1128.8984375,493.7734375,1360.671875,1319.125,74.8203125,5324.4609375,3158.2890625,5426.375,49.5859375,3172.984375,5406.484375,3163.578125,2.796875,49.296875,5474.4140625,13.5859375,7.578125,8598.0234375,5441.34375,8573.84375,8320.2578125,8323.8671875,8257.03125,8403.546875,8250.0703125,7443.671875,8039.671875,7657.8984375,0.5078125,2.515625,1.7890625,2.3203125,4974.9296875,3.9765625,10.84375,15.390625,2.6484375
2024-09-17,2820.3828125,346.6640625,2925.984375,1063.8671875,1179.703125,1.234375,5.484375,46.4921875,2908.9609375,4955.1328125,5262.7734375,325.8828125,5573.953125,98.640625,1254.765625,466.1875,1031.8828125,493.0625,1249.640625,1260.921875,77.4296875,5594.4296875,3048.265625,5746.46875,49.3359375,3090.5078125,5738.84375,3090.5078125,1.546875,42.171875,5725.7109375,13.8359375,6.0546875,8786.2109375,5738.6328125,8795.75,8576.6171875,8585.4296875,8421.703125,8739.3515625,8406.0234375,7678.890625,8166.4765625,7880.546875,0.6171875,2.1953125,1.7890625,1.8359375,5188.4609375,3.5859375,9.8671875,13.5859375,2.3984375
2024-09-18,3029.1796875,316.1953125,3242.8671875,1100.96875,1159.421875,1.390625,4.6953125,45.5390625,3117.4609375,5164.3828125,5602.21875,300.609375,5822.4140625,64.375,1284.5390625,555.0390625,1160.28125,590.4375,1382.21875,1286.7578125,91.3671875,5809.4609375,3169.4296875,5876.6015625,31.375,3177.8984375,5867.109375,3175.78125,1.0390625,24.96875,5857.9921875,5.546875,4.1640625,8880.7109375,5872.5390625,8801.3359375,8723.0078125,8729.1171875,8587.8203125,8799.0390625,8571.0078125,7892.4921875,8265.7890625,8050.03125,0.515625,1.9296875,1.7890625,2.03125,5514.1015625,3.234375,8.9296875,14.609375,2.1796875
2024-09-19,3235.4453125,338.7578125,3474.3515625,1133.3359375,1230.671875,1.21875,5.0859375,33.328125,3331.421875,5063.09375,5527.75,331.203125,5870.15625,54.4609375,1237.1484375,534.65625,1144.6171875,607.6875,1408.9375,1223.546875,83.8671875,5870.15625,3406.2890625,5848.2265625,27.484375,3371.8515625,5840.40625,3294.34375,1.734375,26.8671875,5877.0546875,9.3359375,6.671875,9003.5703125,5869.828125,8833.71875,8754.875,8756.359375,8699.6328125,8763.890625,8690.078125,8062.921875,8395.515625,8178.984375,0.78125,1.703125,1.7890625,2.75,5437.40625,3.109375,8.0859375,7.7578125,1.9921875
2024-09-20,3721.421875,335.2109375,4026.9921875,1360.2109375,1360.2109375,1.453125,4.34375,28.9375,3463.0,5615.1328125,5799.2578125,320.0078125,6003.7734375,37.140625,1364.8359375,582.5078125,1256.0390625,603.3203125,1557.578125,1355.140625,87.9453125,6000.1328125,3563.296875,5757.1015625,24.5078125,3545.015625,5965.7734375,3491.2421875,1.1953125,29.625,5803.0078125,9.234375,4.4375,9096.609375,5766.9921875,8908.8125,8668.203125,8641.0078125,8672.203125,8648.484375,8677.3125,8191.6796875,8533.8828125,8295.421875,0.40625,1.5078125,1.7890625,1.8828125,5765.3046875,3.1015625,7.3125,6.2109375,1.8203125
2024-09-21,3664.7734375,349.7890625,3986.1953125,1292.25,1292.25,4.0,7.7578125,30.0234375,3134.140625,5563.7421875,5846.2890625,325.4453125,6058.6015625,44.8359375,1366.6953125,499.1640625,1102.4296875,553.921875,1334.59375,1367.453125,86.5625,6055.1484375,3282.640625,5767.515625,24.5390625,3294.234375,6014.6015625,3281.59375,1.6484375,25.6484375,5793.140625,6.1171875,4.59375,9041.8828125,5744.9921875,8995.375,8676.546875,8657.5078125,8709.0390625,8686.6171875,8709.0390625,8313.6796875,8653.515625,8430.6484375,0.2734375,1.34375,1.7890625,1.4375,5786.96875,3.1015625,6.625,5.609375,1.671875
2024-09-22,3144.40625,270.8984375,3469.3359375,1163.25,1163.25,1.25,5.046875,27.3515625,3117.5859375,5441.078125,5691.8203125,260.2890625,5912.875,43.15625,1350.6015625,514.0390625,1119.5390625,523.9921875,1369.796875,1351.0390625,82.015625,5912.875,3238.796875,5803.515625,20.9921875,3263.203125,5909.640625,3263.203125,2.15625,20.2578125,5776.796875,6.015625,4.0625,9151.3203125,5755.25,9151.3203125,8786.265625,8790.4453125,8735.5703125,8909.578125,8736.1015625,8449.875,8716.1953125,8568.90625,0.2109375,1.1953125,1.7890625,1.2109375,5636.125,3.09375,6.0078125,5.0859375,1.5390625
