gaugeId;latitude;longitude
hybas_1120040380;16.552083333332178;-4.918750000002717
hybas_1120040400;19.31458333333205;-3.122916666669539
hybas_1120040850;18.51041666666555;-2.4645833333361225
hybas_1120040860;17.46041666666548;-2.672916666669437
hybas_1120040960;20.70208333333209;-5.006250000002808
hybas_1120041110;20.58541666666548;-4.097916666669335
hybas_1120041510;16.789583333332246;-2.6395833333361907
hybas_1120041730;17.377083333332223;-2.860416666669437
hybas_1120043640;17.010416666665492;-3.0562500000028194
hybas_1120303190;24.781249999998693;-6.418750000002774
hybas_1120303810;24.76041666666537;-6.418750000002774
hybas_1120397600;21.61874999999884;-5.9354166666694255
hybas_1120410560;21.22708333333213;-5.514583333336134
hybas_1120411350;21.20208333333221;-5.552083333336043
hybas_1120412240;21.17291666666545;-5.6770833333361
hybas_1120429260;20.681249999998784;-5.018750000002683
hybas_1120432960;20.56874999999883;-4.135416666669414
hybas_1120466750;19.489583333332178;-3.864583333336157
hybas_1120470630;19.368749999998784;-3.2020833333361907
hybas_1120471020;19.360416666665515;-3.3145833333360883
hybas_1120471030;19.360416666665515;-3.1479166666695164
hybas_1120471950;19.3395833333322;-3.1354166666693573
hybas_1120471970;19.3395833333322;-2.981250000002831
hybas_1120472120;19.335416666665367;-3.4062500000027853
hybas_1120472270;19.33124999999893;-3.131250000002808
hybas_1120472580;19.32291666666549;-3.472916666669448
hybas_1120472590;19.32291666666549;-3.439583333336145
hybas_1120473940;19.281249999998863;-2.9270833333362134
hybas_1120475600;19.222916666665583;-3.639583333336134
hybas_1120477150;19.17708333333212;-3.6812500000027626
hybas_1120477170;19.17708333333212;-2.935416666669539
hybas_1120478130;19.147916666665537;-3.739583333336157
hybas_1120479380;19.11041666666557;-3.785416666669505
hybas_1120479830;19.09791666666547;-3.806250000002819
hybas_1120481330;19.05624999999884;-3.877083333336145
hybas_1120482130;19.03541666666553;-3.943750000002865
hybas_1120483990;18.98124999999885;-4.018750000002797
hybas_1120484930;18.939583333332223;-4.039583333336168
hybas_1120487900;18.84374999999892;-4.210416666669516
hybas_1120488260;18.83541666666548;-4.218750000002842
hybas_1120491030;18.74791666666539;0.6145833333305291
hybas_1120491690;18.72291666666547;0.6145833333305291
hybas_1120492490;18.693749999998715;-4.452083333336191
hybas_1120493530;18.66458333333213;0.610416666663923
hybas_1120494590;18.63541666666561;-4.572916666669471
hybas_1120496140;18.589583333332143;0.5895833333303813
hybas_1120498360;18.51874999999876;-2.381250000002865
hybas_1120504370;18.35624999999891;0.4812499999972033
hybas_1120504470;18.352083333332075;-3.0187500000027967
hybas_1120504640;18.34791666666547;0.4812499999972033
hybas_1120505610;18.31874999999889;0.4729166666637638
hybas_1120509630;18.189583333332223;3.564583333330404
hybas_1120510390;18.16458333333225;0.4645833333304949
hybas_1120510890;18.1479166666656;0.7979166666637525
hybas_1120512060;18.114583333332178;3.9187499999970896
hybas_1120512280;18.11041666666557;3.91041666666365
hybas_1120512460;18.10624999999873;3.956249999997112
hybas_1120513470;18.07291666666555;0.4812499999972033
hybas_1120515750;18.018749999998875;4.031249999997101
hybas_1120517670;17.960416666665537;0.4479166666638434
hybas_1120518390;17.935416666665446;0.4145833333304836
hybas_1120518600;17.93124999999884;0.4104166666638207
hybas_1120519840;17.897916666665424;3.989583333330472
hybas_1120520690;17.868749999998897;0.3562499999971464
hybas_1120520940;17.86041666666563;0.3520833333305404
hybas_1120521780;17.83541666666548;-3.702083333336191
hybas_1120522540;17.806249999998954;1.0729166666637866
hybas_1120523280;17.785416666665412;4.006249999997181
hybas_1120523380;17.781249999998806;-3.377083333336145
hybas_1120523420;17.781249999998806;0.2520833333305745
hybas_1120523620;17.7770833333322;4.002083333330347
hybas_1120523630;17.7770833333322;4.231249999996976
