,Tossaye,Koryoume,Goundam,Dire,Tonka,Sarafere,Ansongo,Akka,Kayes,Kabate,Kara,Tilembeya,Sofara,Ke Macina,Galougo,Kirango Aval,Toukoto,Beneny Kegny,Oualia,Siramakana,Gourbassy,Dibia,Koulikoro,Dioila,Bafing Makana,Daka Saydou,Kouoro 2,Gouala,Banankoro,Selingue,Bougouni,Na,Niger River At Tossaye,Tamani,Banifing At Kolondieba,Koli-Koli A Korientze,Bara Issa A Awoye,Gao,Pankourou,Bamako,Diangola,Niger A Kenieroba,Guelelinkoro,Mahina,Douna,Kana,Baoule At Madina Diassa
23/09/2024,0.078125,2.4140625,2.421875,0.0234375,0.046875,1.328125,0.125,0.2421875,0.203125,0.109375,0.25,19878.5,96.671875,6.84375,0,0.6796875,0,0.4453125,0.25,0.1640625,,,,,,,,,,,,0.3359375,0.25,0.015625,,3.140625,0.796875,1.84375,,,,,,,20150.83594,3.0234375,
24/09/2024,0.078125,2.15625,2.421875,0.0234375,0.046875,1.328125,0.125,0.25,0.203125,0.109375,0.25,19972.26563,96.5546875,6.8359375,0,0.671875,0,0.4453125,0.2578125,0.1640625,,,,,,,,,,,,0.3359375,0.2734375,0.015625,,3.1484375,0.8046875,1.8359375,,,,,,,20257.17188,3.0234375,
25/09/2024,0.078125,2.125,2.4140625,0.0234375,0.046875,1.328125,0.125,0.25,0.203125,0.109375,0.25,19972.57813,96.4609375,6.828125,0,0.671875,0,0.4453125,0.25,0.15625,,,,,,,,,,,,0.3359375,0.25,0.015625,,3.1484375,0.8046875,1.828125,,,,,,,20264,3.0234375,
26/09/2024,0.078125,2.3125,2.40625,0.0234375,0.046875,1.3203125,0.125,0.2421875,0.203125,0.109375,0.25,19941.46094,96.3359375,6.8125,0,0.671875,0,0.4375,0.25,0.15625,,,,,,,,,,,,0.3359375,0.25,0.015625,,3.140625,0.8203125,1.828125,,,,,,,20239.02344,3.015625,
27/09/2024,0.078125,2.2109375,2.3984375,0.0234375,0.046875,1.3203125,0.125,0.234375,0.203125,0.109375,0.25,19870.96094,96.2109375,6.8046875,0,0.671875,0,0.4375,0.25,0.15625,,,,,,,,,,,,0.3359375,0.25,0.015625,,3.1328125,0.796875,1.8359375,,,,,,,20173.76563,3.015625,
28/09/2024,0.078125,2.5234375,2.3984375,0.0234375,0.046875,1.3203125,0.125,0.2421875,0.203125,0.109375,0.25,19887.5,96.1328125,6.796875,0,0.671875,0,0.4375,0.25,0.15625,,,,,,,,,,,,0.3359375,0.25,0.015625,,3.1328125,0.8203125,1.859375,,,,,,,20174.76563,3.015625,
29/09/2024,0.078125,2.4375,2.390625,0.0234375,0.046875,1.3203125,0.125,0.25,0.203125,0.109375,0.25,19948.52344,96.0078125,6.796875,0,0.671875,0,0.4375,0.2421875,0.1484375,,,,,,,,,,,,0.3359375,0.25,0.0390625,,3.140625,0.859375,2.0078125,,,,,,,20233.90625,3.015625,
30/09/2024,0.078125,2.7578125,2.390625,0.0234375,0.046875,1.3203125,0.125,0.25,0.203125,0.109375,0.25,20061.57031,95.9453125,6.7734375,0,0.671875,0,0.4375,0.25,0.1484375,,,,,,,,,,,,0.3359375,0.25,0.015625,,3.15625,0.828125,2.0703125,,,,,,,20341.67188,3.015625,
01/10/2024,0.078125,2.3125,2.3828125,0.0234375,0.046875,1.3125,0.125,0.2578125,0.203125,0.109375,0.25,20157.58594,95.8671875,6.765625,0,0.671875,0,0.4375,0.25,0.1484375,,,,,,,,,,,,0.3359375,0.25,0.0078125,,3.15625,0.828125,1.9609375,,,,,,,20425.75781,3.0078125,
02/10/2024,0.078125,2.3203125,2.375,0.0234375,0.046875,1.3125,0.125,0.2890625,0.203125,0.109375,0.25,20403.58594,95.9296875,6.7734375,0,0.671875,0,0.4375,0.25,0.1484375,,,,,,,,,,,,0.3359375,0.2734375,0.0234375,,3.171875,0.8359375,2.1953125,,,,,,,20654.17188,3.0078125,
03/10/2024,0.0703125,2.4296875,2.3671875,0.0234375,0.046875,1.3125,0.125,0.2421875,0.1953125,0.109375,0.25,20775.14844,95.734375,6.7578125,0,0.671875,0,0.4375,0.28125,0.140625,,,,,,,,,,,,0.3359375,0.328125,0.015625,,3.1640625,0.8046875,2.1484375,,,,,,,20973.97656,3.0078125,
04/10/2024,0.0703125,2.1953125,2.3671875,0.015625,0.046875,1.3125,0.125,0.2578125,0.1953125,0.109375,0.25,21293.85938,95.5234375,6.7421875,0,0.6640625,0,0.4375,0.2578125,0.140625,,,,,,,,,,,,0.3359375,0.296875,0.0078125,,3.1328125,0.8046875,2.0625,,,,,,,21464.8125,3.0078125,
05/10/2024,0.0703125,2.5078125,2.359375,0.015625,0.046875,1.3046875,0.125,0.2578125,0.1953125,0.109375,0.25,21918.98438,95.3828125,6.7265625,0,0.6640625,0,0.4375,0.25,0.140625,,,,,,,,,,,,0.3359375,0.28125,0.0078125,,3.1328125,0.8125,2.09375,,,,,,,22091.67188,3.0078125,
06/10/2024,0.0703125,2.2421875,2.3515625,0.015625,0.046875,1.3046875,0.125,0.234375,0.1953125,0.109375,0.25,22433.04688,95.2890625,6.71875,0,0.6640625,0,0.4375,0.2421875,0.140625,,,,,,,,,,,,0.328125,0.2578125,0.015625,,3.1328125,0.8203125,2.3671875,,,,,,,22642.17969,3.0078125,
07/10/2024,0.0703125,2.3359375,2.3515625,0.015625,0.046875,1.3046875,0.125,0.25,0.1953125,0.109375,0.25,22728.28906,95.1640625,6.7109375,0,0.6640625,0,0.4375,0.2421875,0.1328125,,,,,,,,,,,,0.328125,0.296875,0.015625,,3.125,0.84375,2.1796875,,,,,,,22967.89063,3,
08/10/2024,0.0703125,2.3203125,2.34375,0.015625,0.046875,1.3046875,0.125,0.234375,0.1953125,0.109375,0.25,22771.05469,95.125,6.6953125,0,0.6640625,0,0.4375,0.234375,0.1328125,,,,,,,,,,,,0.328125,0.296875,0.0234375,,3.140625,0.8203125,2.328125,,,,,,,23036.4375,3,
09/10/2024,0.0703125,2.53125,2.34375,0.015625,0.046875,1.3046875,0.125,0.2578125,0.1953125,0.109375,0.25,22999.24219,95.1015625,6.6953125,0,0.6640625,0,0.4375,0.234375,0.1328125,,,,,,,,,,,,0.328125,0.3515625,0.0234375,,3.1484375,0.8984375,2.546875,,,,,,,23251.125,3,
10/10/2024,0.0703125,2.3671875,2.3359375,0.015625,0.046875,1.296875,0.125,0.2890625,0.1953125,0.109375,0.2578125,23165.74219,95,6.6796875,0,0.6640625,0,0.4375,0.234375,0.1328125,,,,,,,,,,,,0.328125,0.3203125,0.0078125,,3.1640625,0.90625,2.40625,,,,,,,23432.375,3,
11/10/2024,0.0703125,2.265625,2.33203125,0.01953125,0.04296875,1.296875,0.12109375,0.28515625,0.19140625,0.109375,0.24609375,23244.5,94.828125,6.671875,0,0.6640625,0,0.43359375,0.23828125,0.12890625,,,,,,,,,,,,0.328125,0.30078125,0.01171875,,3.16796875,0.8359375,2.015625,,,,,,,23516.3125,3,
12/10/2024,0.0703125,2.2421875,2.32421875,0.01953125,0.04296875,1.296875,0.125,0.33984375,0.19140625,0.109375,0.25,23324.30469,94.7734375,6.6796875,0,0.6640625,0,0.43359375,0.234375,0.125,,,,,,,,,,,,0.328125,0.2890625,0.01953125,,3.18359375,0.88671875,2.2890625,,,,,,,23602.96094,2.99609375,
13/10/2024,0.06640625,2.28125,2.3203125,0.01953125,0.04296875,1.29296875,0.125,0.2890625,0.19140625,0.109375,0.25,23399.33984,94.74609375,6.671875,0.00390625,0.66015625,0,0.43359375,0.234375,0.125,,,,,,,,,,,,0.328125,0.28125,0.015625,,3.1640625,0.83203125,2.22265625,,,,,,,23685.42188,2.99609375,
14/10/2024,0.06640625,2.18359375,2.3125,0.015625,0.04296875,1.29296875,0.12890625,0.24609375,0.19140625,0.109375,0.24609375,23859.10547,94.59765625,6.66015625,0,0.66015625,0,0.43359375,0.23046875,0.12109375,,,,,,,,,,,,0.328125,0.35546875,0.01171875,,3.1796875,0.796875,3.08984375,,,,,,,24115.46875,2.99609375,
15/10/2024,0.06640625,2.09765625,2.30859375,0.015625,0.04296875,1.29296875,0.12890625,0.29296875,0.19140625,0.109375,0.24609375,23994.03516,94.5078125,6.640625,0,0.66015625,0,0.4296875,0.23046875,0.12109375,,,,,,,,,,,,0.328125,0.34765625,0.0078125,,3.30078125,0.80859375,2.6484375,,,,,,,24249.12891,2.9921875,
16/10/2024,0.06640625,2.04296875,2.3046875,0.015625,0.04296875,1.29296875,0.125,0.3046875,0.1875,0.109375,0.24609375,24146.94922,94.3828125,6.6328125,0,0.66015625,0,0.4296875,0.23046875,0.1171875,,,,,,,,,,,,0.328125,0.375,0.0078125,,3.30859375,0.796875,2.33984375,,,,,,,24401.28516,2.9921875,
17/10/2024,0.06640625,2.2109375,2.296875,0.015625,0.04296875,1.28515625,0.125,0.265625,0.1875,0.10546875,0.24609375,24279.10547,94.28125,6.6171875,0,0.65625,0,0.4296875,0.23046875,0.1171875,,,,,,,,,,,,0.328125,0.28515625,0.0078125,,3.234375,0.8125,2.50390625,,,,,,,24534.11719,2.9921875,
18/10/2024,0.0625,2.19921875,2.29296875,0.015625,0.04296875,1.28515625,0.125,0.2421875,0.1875,0.10546875,0.24609375,24530.10156,94.19921875,6.609375,0.00390625,0.65625,0,0.4296875,0.2265625,0.11328125,,,,,,,,,,,,0.328125,0.30078125,0.01171875,,3.24609375,0.7890625,2.6171875,,,,,,,24779.52734,2.98828125,
19/10/2024,0.06640625,2.61328125,2.29296875,0.015625,0.04296875,1.28515625,0.1328125,0.2578125,0.1875,0.10546875,0.24609375,24751.40234,94.2734375,6.60546875,0.00390625,0.65625,0,0.4296875,0.2265625,0.11328125,,,,,,,,,,,,0.328125,0.31640625,0.01171875,,3.35546875,0.79296875,2.71484375,,,,,,,25011.95703,2.98828125,
20/10/2024,0.0625,2.26953125,2.28515625,0.015625,0.04296875,1.28125,0.15234375,0.31640625,0.1875,0.10546875,0.2421875,24813.91406,94.3828125,6.59375,0.00390625,0.65625,0,0.4296875,0.2421875,0.109375,,,,,,,,,,,,0.328125,0.3203125,0.0078125,,3.40625,0.828125,2.9609375,,,,,,,25080.50781,2.98828125,
21/10/2024,0.0625,2.01171875,2.28125,0.015625,0.04296875,1.28125,0.125,0.265625,0.1875,0.10546875,0.24609375,24827.875,94.0546875,6.58203125,0.00390625,0.65625,0,0.4296875,0.2265625,0.109375,,,,,,,,,,,,0.328125,0.31640625,0.0078125,,3.3125,0.8125,3.5625,,,,,,,25097.60547,2.984375,
22/10/2024,0.0625,2.265625,2.2734375,0.015625,0.04296875,1.28125,0.125,0.28515625,0.1875,0.10546875,0.2421875,24869.21875,93.86328125,6.56640625,0.00390625,0.65234375,0,0.42578125,0.2265625,0.1015625,,,,,,,,,,,,0.32421875,0.328125,0.01171875,,3.34765625,0.83203125,3.0703125,,,,,,,25142.32031,2.984375,
23/10/2024,0.0625,2.17578125,2.26953125,0.015625,0.04296875,1.27734375,0.14453125,0.26171875,0.18359375,0.10546875,0.2421875,25009.55078,93.9921875,6.55859375,0,0.65234375,0,0.42578125,0.22265625,0.09765625,,,,,,,,,,,,0.32421875,0.34765625,0.01171875,,3.42578125,0.8359375,3.01953125,,,,,,,25281.47266,2.98046875,
24/10/2024,0.0625,2.0546875,2.265625,0.015625,0.04296875,1.27734375,0.1328125,0.2578125,0.18359375,0.10546875,0.2421875,25255.65234,93.76171875,6.546875,0,0.65234375,0,0.42578125,0.22265625,0.09375,,,,,,,,,,,,0.32421875,0.3515625,0.0078125,,3.41015625,0.80078125,2.6171875,,,,,,,25503.9375,2.98046875,
25/10/2024,0.0625,2.16796875,2.2578125,0.015625,0.04296875,1.2734375,0.1328125,0.234375,0.18359375,0.10546875,0.2421875,25538.36328,93.62109375,6.5390625,0.00390625,0.65234375,0,0.42578125,0.22265625,0.09375,,,,,,,,,,,,0.32421875,0.4296875,0.0078125,,3.2890625,0.78125,3.4609375,,,,,,,25774.07422,2.98046875,
26/10/2024,0.0625,2.0859375,2.2578125,0.015625,0.04296875,1.2734375,0.1328125,0.265625,0.1796875,0.10546875,0.2421875,25833.22656,93.7890625,6.52734375,0.00390625,0.65234375,0,0.42578125,0.22265625,0.08984375,,,,,,,,,,,,0.32421875,0.484375,0.0078125,,3.4453125,0.8203125,3.14453125,,,,,,,26065.84766,2.9765625,
27/10/2024,0.0625,2.3828125,2.25390625,0.015625,0.04296875,1.27734375,0.16796875,0.25,0.1796875,0.10546875,0.2421875,26032.74219,94.01171875,6.51953125,0,0.65234375,0,0.42578125,0.21875,0.08203125,,,,,,,,,,,,0.32421875,0.41796875,0.015625,,3.5078125,0.78515625,3.24609375,,,,,,,26260.86328,2.9765625,
28/10/2024,0.0625,2.11328125,2.24609375,0.015625,0.0390625,1.27734375,0.19921875,0.27734375,0.18359375,0.10546875,0.2421875,26522.35156,95.8515625,6.5078125,0.00390625,0.6484375,0,0.42578125,0.22265625,0.08203125,,,,,,,,,,,,0.32421875,0.65625,0.01171875,,3.59765625,0.828125,4.69140625,,,,,,,26758.08203,2.9765625,
29/10/2024,0.05859375,2.04296875,2.24609375,0.015625,0.0390625,1.2734375,0.17578125,0.31640625,0.1875,0.10546875,0.2421875,26542.48828,96.26953125,6.49609375,0,0.6484375,0,0.42578125,0.21875,0.08203125,,,,,,,,,,,,0.32421875,0.55859375,0.0078125,,3.921875,0.91015625,4.76953125,,,,,,,26785.97266,2.97265625,
30/10/2024,0.05859375,2.453125,2.2421875,0.015625,0.0390625,1.2734375,0.14453125,0.3046875,0.1875,0.10546875,0.2421875,26693.53125,94.82421875,6.4921875,0,0.6484375,0,0.421875,0.21875,0.078125,,,,,,,,,,,,0.32421875,0.60546875,0.0078125,,3.953125,0.875,3.76171875,,,,,,,26947.60938,2.97265625,
31/10/2024,0.0625,2.19140625,2.23828125,0.015625,0.0390625,1.27734375,0.12890625,0.32421875,0.1875,0.10546875,0.2421875,26931.58203,96.8125,6.484375,0.00390625,0.6484375,0,0.421875,0.21875,0.078125,,,,,,,,,,,,0.32421875,0.58984375,0.015625,,4.21875,0.82421875,4.01171875,,,,,,,27186.93359,2.97265625,
01/11/2024,0.0625,2.48046875,2.23828125,0.015625,0.0390625,1.28125,0.13671875,0.359375,0.1875,0.10546875,0.24609375,26964.96484,97.35546875,6.5546875,0.00390625,0.6484375,0,0.421875,0.22265625,0.078125,,,,,,,,,,,,0.32421875,0.5078125,0.02734375,,4.046875,0.93359375,3.44140625,,,,,,,27230.9375,2.96875,
