;gaugeId;issue_date;issue_time;fc_date;fc_value
0;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-07;258.7472229003906
1;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-08;271.5748596191406
2;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-09;278.4864196777344
3;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-10;290.03668212890625
4;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-11;303.8894958496094
5;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-12;315.51763916015625
6;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-13;329.2665710449219
7;hybas_1121890140;2024-07-08;2024-07-08 13:54:06.972467+00:00;2024-07-14;337.9719543457031
8;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-08;265.78863525390625
9;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-09;277.6570129394531
10;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-10;298.7097473144531
11;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-11;309.0101013183594
12;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-12;320.4478454589844
13;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-13;335.4228820800781
14;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-14;347.558837890625
15;hybas_1121890140;2024-07-09;2024-07-09 13:40:14.740848+00:00;2024-07-15;356.70867919921875
16;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-09;269.69110107421875
17;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-10;291.794677734375
18;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-11;304.5759582519531
19;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-12;314.47943115234375
20;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-13;332.2196350097656
21;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-14;340.7485656738281
22;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-15;349.8101806640625
23;hybas_1121890140;2024-07-10;2024-07-10 13:59:30.610040+00:00;2024-07-16;363.3681945800781
24;hybas_1121890140;2024-07-11;2024-07-11 15:48:54.670714+00:00;2024-07-10;292.1895751953125
25;hybas_1121890140;2024-07-11;2024-07-11 15:48:54.670714+00:00;2024-07-11;307.51470947265625
26;hybas_1121890140;2024-07-11;2024-07-11 15:48:54.670714+00:00;2024-07-12;316.2159729003906
27;hybas_1121890140;2024-07-11;2024-07-11 15:48:54.670714+00:00;2024-07-13;335.4326171875
