,Observation,Start Date,End Date,StationName
0,1,2007-09-02 12:00:00,2007-09-22 12:00:00,Banankoro
1,1,2008-08-20 12:00:00,2008-08-25 12:00:00,Banankoro
2,1,2008-08-31 12:00:00,2008-10-08 12:00:00,Banankoro
3,1,2009-09-06 12:00:00,2009-09-30 12:00:00,Banankoro
4,1,2010-09-14 12:00:00,2010-09-15 12:00:00,Banankoro
5,1,2013-08-28 12:00:00,2013-09-24 12:00:00,Banankoro
6,1,2015-10-01 12:00:00,2015-10-02 12:00:00,Banankoro
7,1,2015-10-05 12:00:00,2015-10-15 12:00:00,Banankoro
8,1,2016-09-15 12:00:00,2016-10-08 12:00:00,Banankoro
9,1,2018-09-01 12:00:00,2018-10-18 12:00:00,Banankoro
10,1,2005-10-01 12:00:00,2005-10-13 12:00:00,Bamako
11,1,2006-09-22 12:00:00,2006-09-23 12:00:00,Bamako
12,1,2006-09-28 12:00:00,2006-09-30 12:00:00,Bamako
13,1,2007-09-01 12:00:00,2007-09-25 12:00:00,Bamako
14,1,2008-08-24 12:00:00,2008-10-13 12:00:00,Bamako
15,1,2009-09-07 12:00:00,2009-10-03 12:00:00,Bamako
16,1,2010-09-14 12:00:00,2010-09-22 12:00:00,Bamako
17,1,2012-09-23 12:00:00,2012-10-01 12:00:00,Bamako
18,1,2013-08-24 12:00:00,2013-09-30 12:00:00,Bamako
19,1,2016-09-16 12:00:00,2016-09-24 12:00:00,Bamako
20,1,2016-10-02 12:00:00,2016-10-06 12:00:00,Bamako
21,1,2018-08-22 12:00:00,2018-08-28 12:00:00,Bamako
22,1,2018-09-01 12:00:00,2018-10-18 12:00:00,Bamako
23,1,2004-10-05 12:00:00,2004-10-06 12:00:00,Koulikoro
24,1,2005-10-02 12:00:00,2005-10-14 12:00:00,Koulikoro
25,1,2006-09-23 12:00:00,2006-09-24 12:00:00,Koulikoro
26,1,2006-09-29 12:00:00,2006-10-01 12:00:00,Koulikoro
27,1,2007-09-03 12:00:00,2007-09-26 12:00:00,Koulikoro
28,1,2008-08-24 12:00:00,2008-10-13 12:00:00,Koulikoro
29,1,2009-09-07 12:00:00,2009-10-07 12:00:00,Koulikoro
30,1,2010-09-15 12:00:00,2010-09-25 12:00:00,Koulikoro
31,1,2010-09-27 12:00:00,2010-09-28 12:00:00,Koulikoro
32,1,2012-09-23 12:00:00,2012-10-02 12:00:00,Koulikoro
33,1,2013-08-26 12:00:00,2013-10-01 12:00:00,Koulikoro
34,1,2016-09-21 12:00:00,2016-09-24 12:00:00,Koulikoro
35,1,2018-09-03 12:00:00,2018-10-15 12:00:00,Koulikoro
36,1,2007-09-27 12:00:00,2007-10-08 12:00:00,Sofara
37,1,2007-10-11 12:00:00,2007-10-12 12:00:00,Sofara
38,1,2010-09-19 12:00:00,2010-10-28 12:00:00,Sofara
39,1,2012-09-05 12:00:00,2012-11-05 12:00:00,Sofara
40,1,2016-08-21 12:00:00,2016-10-18 12:00:00,Sofara
41,1,2017-08-26 12:00:00,2017-09-27 12:00:00,Sofara
42,1,2018-09-06 12:00:00,2018-09-09 12:00:00,Sofara
43,1,2018-09-12 12:00:00,2018-11-05 12:00:00,Sofara
44,1,2007-09-13 12:00:00,2007-09-25 12:00:00,Douna
45,1,2010-09-19 12:00:00,2010-09-25 12:00:00,Douna
46,1,2018-09-24 12:00:00,2018-10-19 12:00:00,Douna
47,1,2007-08-16 12:00:00,2007-08-19 12:00:00,Bougouni
48,1,2007-08-24 12:00:00,2007-10-09 12:00:00,Bougouni
49,1,2008-09-12 12:00:00,2008-10-08 12:00:00,Bougouni
50,1,2009-09-05 12:00:00,2009-10-05 12:00:00,Bougouni
51,1,2010-09-11 12:00:00,2010-10-13 12:00:00,Bougouni
52,1,2012-09-07 12:00:00,2012-10-25 12:00:00,Bougouni
53,1,2013-09-06 12:00:00,2013-09-23 12:00:00,Bougouni
54,1,2013-09-27 12:00:00,2013-10-14 12:00:00,Bougouni
55,1,2015-08-31 12:00:00,2015-09-04 12:00:00,Bougouni
56,1,2016-08-12 12:00:00,2016-10-02 12:00:00,Bougouni
57,1,2018-08-17 12:00:00,2018-08-18 12:00:00,Bougouni
58,1,2018-08-24 12:00:00,2018-08-29 12:00:00,Bougouni
59,1,2018-09-05 12:00:00,2018-10-20 12:00:00,Bougouni
60,1,2007-08-28 12:00:00,2007-10-12 12:00:00,Pankourou
61,1,2009-09-03 12:00:00,2009-10-08 12:00:00,Pankourou
62,1,2010-09-10 12:00:00,2010-10-18 12:00:00,Pankourou
63,1,2012-08-26 12:00:00,2012-08-30 12:00:00,Pankourou
64,1,2012-09-02 12:00:00,2012-10-28 12:00:00,Pankourou
65,1,2013-09-14 12:00:00,2013-09-23 12:00:00,Pankourou
66,1,2014-08-27 12:00:00,2014-09-14 12:00:00,Pankourou
67,1,2015-08-31 12:00:00,2015-09-03 12:00:00,Pankourou
68,1,2015-09-05 12:00:00,2015-09-19 12:00:00,Pankourou
69,1,2015-09-22 12:00:00,2015-09-26 12:00:00,Pankourou
70,1,2016-08-02 12:00:00,2016-08-05 12:00:00,Pankourou
71,1,2016-08-07 12:00:00,2016-10-13 12:00:00,Pankourou
72,1,2018-08-09 12:00:00,2018-09-11 12:00:00,Pankourou
73,1,2004-10-25 12:00:00,2004-10-28 12:00:00,Bafing Makana
74,1,2004-11-13 12:00:00,2004-11-15 12:00:00,Bafing Makana
75,1,2007-11-03 12:00:00,2007-11-06 12:00:00,Bafing Makana
76,1,2013-07-25 12:00:00,2013-07-26 12:00:00,Bafing Makana
77,1,2017-07-08 12:00:00,2017-07-09 12:00:00,Bafing Makana
78,1,2009-06-01 12:00:00,2009-06-08 12:00:00,Dibiya
79,1,2009-06-16 12:00:00,2009-06-30 12:00:00,Dibiya
80,1,2005-09-01 12:00:00,2005-09-08 12:00:00,Kayes
81,1,2007-08-08 12:00:00,2007-08-09 12:00:00,Kayes
82,1,2007-08-13 12:00:00,2007-08-19 12:00:00,Kayes
83,1,2007-08-23 12:00:00,2007-09-19 12:00:00,Kayes
84,1,2008-08-24 12:00:00,2008-09-02 12:00:00,Kayes
85,1,2008-09-04 12:00:00,2008-09-12 12:00:00,Kayes
86,1,2009-09-05 12:00:00,2009-09-28 12:00:00,Kayes
87,1,2010-09-06 12:00:00,2010-09-23 12:00:00,Kayes
88,1,2011-08-23 12:00:00,2011-08-30 12:00:00,Kayes
89,1,2012-07-21 12:00:00,2012-07-27 12:00:00,Kayes
90,1,2012-08-10 12:00:00,2012-09-12 12:00:00,Kayes
91,1,2012-09-20 12:00:00,2012-10-07 12:00:00,Kayes
92,1,2013-08-13 12:00:00,2013-09-03 12:00:00,Kayes
93,1,2013-09-05 12:00:00,2013-09-23 12:00:00,Kayes
94,1,2014-09-04 12:00:00,2014-09-09 12:00:00,Kayes
95,1,2015-08-10 12:00:00,2015-08-13 12:00:00,Kayes
96,1,2015-08-27 12:00:00,2015-09-16 12:00:00,Kayes
97,1,2016-08-19 12:00:00,2016-08-26 12:00:00,Kayes
98,1,2016-08-28 12:00:00,2016-08-30 12:00:00,Kayes
99,1,2016-09-02 12:00:00,2016-09-21 12:00:00,Kayes
100,1,2016-09-24 12:00:00,2016-10-07 12:00:00,Kayes
101,1,2018-08-09 12:00:00,2018-08-13 12:00:00,Kayes
102,1,2018-08-24 12:00:00,2018-09-21 12:00:00,Kayes
