,Observation,Start Date,End Date,StationName
0,1,1994-09-23 12:00:00,1994-09-25 12:00:00,Banankoro
1,1,1994-10-13 12:00:00,1994-10-14 12:00:00,Banankoro
2,1,1995-09-22 12:00:00,1995-10-01 12:00:00,Banankoro
3,1,2001-09-08 12:00:00,2001-09-22 12:00:00,Banankoro
4,1,2018-09-13 12:00:00,2018-09-14 12:00:00,Banankoro
5,1,1994-09-24 12:00:00,1994-10-05 12:00:00,Bamako
6,1,1994-10-13 12:00:00,1994-10-17 12:00:00,Bamako
7,1,1995-09-17 12:00:00,1995-10-05 12:00:00,Bamako
8,1,1999-09-24 12:00:00,1999-09-27 12:00:00,Bamako
9,1,2001-09-10 12:00:00,2001-09-30 12:00:00,Bamako
10,1,2003-09-01 12:00:00,2003-09-05 12:00:00,Bamako
11,1,2003-09-15 12:00:00,2003-09-20 12:00:00,Bamako
12,1,2003-09-26 12:00:00,2003-09-29 12:00:00,Bamako
13,1,2008-09-20 12:00:00,2008-09-25 12:00:00,Bamako
14,1,2009-09-09 12:00:00,2009-09-16 12:00:00,Bamako
15,1,2009-09-24 12:00:00,2009-09-28 12:00:00,Bamako
16,1,2013-09-13 12:00:00,2013-09-15 12:00:00,Bamako
17,1,2018-09-07 12:00:00,2018-09-26 12:00:00,Bamako
18,1,1994-09-24 12:00:00,1994-10-06 12:00:00,Koulikoro
19,1,1994-10-10 12:00:00,1994-10-21 12:00:00,Koulikoro
20,1,1995-09-17 12:00:00,1995-10-07 12:00:00,Koulikoro
21,1,1999-09-25 12:00:00,1999-09-27 12:00:00,Koulikoro
22,1,2001-09-10 12:00:00,2001-10-02 12:00:00,Koulikoro
23,1,2003-09-03 12:00:00,2003-09-06 12:00:00,Koulikoro
24,1,2003-09-16 12:00:00,2003-09-22 12:00:00,Koulikoro
25,1,2003-09-26 12:00:00,2003-09-30 12:00:00,Koulikoro
26,1,2008-09-21 12:00:00,2008-09-25 12:00:00,Koulikoro
27,1,2009-09-10 12:00:00,2009-09-19 12:00:00,Koulikoro
28,1,2009-09-25 12:00:00,2009-09-29 12:00:00,Koulikoro
29,1,2018-09-10 12:00:00,2018-09-24 12:00:00,Koulikoro
30,1,1994-10-09 12:00:00,1994-11-21 12:00:00,Mopti
31,1,1999-09-27 12:00:00,1999-11-12 12:00:00,Mopti
32,1,2003-10-07 12:00:00,2003-10-24 12:00:00,Mopti
33,1,2007-10-06 12:00:00,2007-10-17 12:00:00,Mopti
34,1,2010-10-08 12:00:00,2010-10-18 12:00:00,Mopti
35,1,2010-10-26 12:00:00,2010-11-08 12:00:00,Mopti
36,1,2012-10-07 12:00:00,2012-11-08 12:00:00,Mopti
37,1,2016-09-17 12:00:00,2016-10-23 12:00:00,Mopti
38,1,2018-10-04 12:00:00,2018-11-08 12:00:00,Mopti
39,1,2014-01-19 12:00:00,2014-01-29 12:00:00,Ansongo
40,1,2016-12-12 12:00:00,2017-01-03 12:00:00,Ansongo
41,1,2018-12-14 12:00:00,2018-12-30 12:00:00,Ansongo
42,1,1999-09-09 12:00:00,1999-09-26 12:00:00,Sofara
43,1,2003-10-06 12:00:00,2003-10-20 12:00:00,Sofara
44,1,2007-09-28 12:00:00,2007-10-06 12:00:00,Sofara
45,1,2010-09-19 12:00:00,2010-10-27 12:00:00,Sofara
46,1,2012-09-05 12:00:00,2012-11-05 12:00:00,Sofara
47,1,2016-08-22 12:00:00,2016-10-18 12:00:00,Sofara
48,1,2017-08-26 12:00:00,2017-09-27 12:00:00,Sofara
49,1,2018-09-07 12:00:00,2018-09-09 12:00:00,Sofara
50,1,2018-09-13 12:00:00,2018-11-05 12:00:00,Sofara
51,1,1994-09-25 12:00:00,1994-10-02 12:00:00,Douna
52,1,1999-08-26 12:00:00,1999-09-30 12:00:00,Douna
53,1,1999-10-03 12:00:00,1999-10-11 12:00:00,Douna
54,1,2003-09-24 12:00:00,2003-10-12 12:00:00,Douna
55,1,2007-08-30 12:00:00,2007-10-14 12:00:00,Douna
56,1,2009-09-15 12:00:00,2009-10-04 12:00:00,Douna
57,1,2010-09-12 12:00:00,2010-10-18 12:00:00,Douna
58,1,2012-09-06 12:00:00,2012-10-26 12:00:00,Douna
59,1,2016-08-22 12:00:00,2016-10-10 12:00:00,Douna
60,1,2018-09-04 12:00:00,2018-10-27 12:00:00,Douna
61,1,1980-09-09 12:00:00,1980-09-13 12:00:00,Bougouni
62,1,1981-08-31 12:00:00,1981-10-02 12:00:00,Bougouni
63,1,1998-09-16 12:00:00,1998-09-29 12:00:00,Bougouni
64,1,2007-08-28 12:00:00,2007-10-01 12:00:00,Bougouni
65,1,2009-09-10 12:00:00,2009-09-24 12:00:00,Bougouni
