,Observation,Start Date,End Date,StationName
0,1,1980-08-20 12:00:00,1980-08-26 12:00:00,Banankoro
1,1,1980-09-01 12:00:00,1980-09-26 12:00:00,Banankoro
2,1,1981-08-04 12:00:00,1981-10-13 12:00:00,Banankoro
3,1,1982-08-29 12:00:00,1982-09-25 12:00:00,Banankoro
4,1,1983-09-02 12:00:00,1983-09-13 12:00:00,Banankoro
5,1,1983-09-17 12:00:00,1983-10-10 12:00:00,Banankoro
6,1,1984-08-12 12:00:00,1984-08-15 12:00:00,Banankoro
7,1,1985-08-20 12:00:00,1985-10-13 12:00:00,Banankoro
8,1,1986-08-27 12:00:00,1986-10-10 12:00:00,Banankoro
9,1,1987-09-04 12:00:00,1987-09-06 12:00:00,Banankoro
10,1,1987-09-25 12:00:00,1987-10-12 12:00:00,Banankoro
11,1,1988-08-23 12:00:00,1988-10-01 12:00:00,Banankoro
12,1,1989-09-03 12:00:00,1989-09-11 12:00:00,Banankoro
13,1,1989-09-15 12:00:00,1989-09-22 12:00:00,Banankoro
14,1,1989-10-11 12:00:00,1989-10-17 12:00:00,Banankoro
15,1,1990-09-03 12:00:00,1990-09-23 12:00:00,Banankoro
16,1,1991-08-25 12:00:00,1991-09-11 12:00:00,Banankoro
17,1,1992-09-04 12:00:00,1992-09-15 12:00:00,Banankoro
18,1,1992-09-18 12:00:00,1992-09-28 12:00:00,Banankoro
19,1,1993-09-08 12:00:00,1993-09-10 12:00:00,Banankoro
20,1,1994-08-15 12:00:00,1994-08-19 12:00:00,Banankoro
21,1,1994-08-21 12:00:00,1994-11-16 12:00:00,Banankoro
22,1,1995-08-14 12:00:00,1995-09-19 12:00:00,Banankoro
23,1,1995-09-22 12:00:00,1995-10-31 12:00:00,Banankoro
24,1,1996-08-23 12:00:00,1996-09-29 12:00:00,Banankoro
25,1,1996-10-02 12:00:00,1996-10-28 12:00:00,Banankoro
26,1,1997-08-26 12:00:00,1997-10-16 12:00:00,Banankoro
27,1,1998-08-12 12:00:00,1998-10-25 12:00:00,Banankoro
28,1,1999-08-28 12:00:00,1999-11-04 12:00:00,Banankoro
29,1,1999-12-03 12:00:00,1999-12-04 12:00:00,Banankoro
30,1,2000-08-26 12:00:00,2000-11-03 12:00:00,Banankoro
31,1,2001-09-02 12:00:00,2001-10-13 12:00:00,Banankoro
32,1,2002-08-27 12:00:00,2002-10-09 12:00:00,Banankoro
33,1,2007-08-23 12:00:00,2007-10-15 12:00:00,Banankoro
34,1,2008-08-06 12:00:00,2008-10-28 12:00:00,Banankoro
35,1,2009-08-22 12:00:00,2009-11-04 12:00:00,Banankoro
36,1,2010-08-21 12:00:00,2010-10-18 12:00:00,Banankoro
37,1,2010-10-21 12:00:00,2010-11-09 12:00:00,Banankoro
38,1,2011-08-26 12:00:00,2011-08-27 12:00:00,Banankoro
39,1,2011-09-20 12:00:00,2011-10-12 12:00:00,Banankoro
40,1,2012-08-30 12:00:00,2012-11-01 12:00:00,Banankoro
41,1,2013-08-18 12:00:00,2013-10-19 12:00:00,Banankoro
42,1,2014-09-06 12:00:00,2014-10-19 12:00:00,Banankoro
43,1,2015-08-24 12:00:00,2015-11-03 12:00:00,Banankoro
