,Observation,Start Date,End Date,StationName
0,1,2001-09-11 12:00:00,2001-09-27 12:00:00,Bamako
1,1,2018-09-13 12:00:00,2018-09-18 12:00:00,Bamako
2,1,2001-09-12 12:00:00,2001-09-29 12:00:00,Koulikoro
3,1,1999-09-04 12:00:00,1999-09-13 12:00:00,Douna
4,1,2007-09-10 12:00:00,2007-09-28 12:00:00,Douna
5,1,2010-09-18 12:00:00,2010-09-27 12:00:00,Douna
6,1,2012-09-29 12:00:00,2012-10-02 12:00:00,Douna
7,1,2018-09-22 12:00:00,2018-10-20 12:00:00,Douna
8,1,1981-09-13 12:00:00,1981-09-25 12:00:00,Bougouni
9,1,2007-09-09 12:00:00,2007-09-10 12:00:00,Bougouni
10,1,2012-09-21 12:00:00,2012-09-30 12:00:00,Bougouni
11,1,2018-09-12 12:00:00,2018-10-09 12:00:00,Bougouni
12,1,1998-09-23 12:00:00,1998-09-26 12:00:00,Pankourou
13,1,2003-09-23 12:00:00,2003-09-28 12:00:00,Pankourou
14,1,2003-10-02 12:00:00,2003-10-10 12:00:00,Pankourou
15,1,2016-09-11 12:00:00,2016-10-01 12:00:00,Pankourou
16,1,2018-08-31 12:00:00,2018-09-11 12:00:00,Pankourou
17,1,2000-09-05 12:00:00,2000-09-10 12:00:00,Dibiya
18,1,2001-08-29 12:00:00,2001-08-31 12:00:00,Dibiya
