,Observation,Start Date,End Date,StationName
0,1,1980-09-08 12:00:00,1980-09-19 12:00:00,Banankoro
1,1,1981-08-28 12:00:00,1981-09-11 12:00:00,Banankoro
2,1,1981-09-14 12:00:00,1981-10-03 12:00:00,Banankoro
3,1,1983-09-25 12:00:00,1983-09-26 12:00:00,Banankoro
4,1,1985-08-25 12:00:00,1985-08-31 12:00:00,Banankoro
5,1,1985-09-18 12:00:00,1985-09-30 12:00:00,Banankoro
6,1,1988-09-11 12:00:00,1988-09-19 12:00:00,Banankoro
7,1,1994-08-30 12:00:00,1994-10-26 12:00:00,Banankoro
8,1,1994-11-03 12:00:00,1994-11-11 12:00:00,Banankoro
9,1,1995-08-26 12:00:00,1995-09-19 12:00:00,Banankoro
10,1,1995-09-22 12:00:00,1995-10-23 12:00:00,Banankoro
11,1,1996-09-08 12:00:00,1996-09-29 12:00:00,Banankoro
12,1,1996-10-02 12:00:00,1996-10-13 12:00:00,Banankoro
13,1,1997-09-11 12:00:00,1997-10-01 12:00:00,Banankoro
14,1,1998-09-03 12:00:00,1998-09-12 12:00:00,Banankoro
15,1,1998-09-14 12:00:00,1998-10-12 12:00:00,Banankoro
16,1,1999-09-03 12:00:00,1999-10-01 12:00:00,Banankoro
17,1,1999-10-10 12:00:00,1999-10-25 12:00:00,Banankoro
18,1,2000-09-14 12:00:00,2000-09-16 12:00:00,Banankoro
19,1,2000-09-20 12:00:00,2000-10-22 12:00:00,Banankoro
20,1,2001-09-02 12:00:00,2001-10-08 12:00:00,Banankoro
21,1,2002-09-11 12:00:00,2002-09-27 12:00:00,Banankoro
22,1,2007-08-28 12:00:00,2007-10-03 12:00:00,Banankoro
23,1,2008-08-18 12:00:00,2008-10-13 12:00:00,Banankoro
24,1,2009-09-05 12:00:00,2009-10-04 12:00:00,Banankoro
25,1,2010-09-11 12:00:00,2010-09-20 12:00:00,Banankoro
26,1,2010-10-23 12:00:00,2010-10-27 12:00:00,Banankoro
27,1,2012-09-22 12:00:00,2012-09-29 12:00:00,Banankoro
28,1,2013-08-24 12:00:00,2013-10-04 12:00:00,Banankoro
29,1,2014-09-13 12:00:00,2014-10-01 12:00:00,Banankoro
30,1,2014-10-05 12:00:00,2014-10-12 12:00:00,Banankoro
31,1,2015-09-09 12:00:00,2015-09-15 12:00:00,Banankoro
32,1,2015-09-28 12:00:00,2015-10-20 12:00:00,Banankoro
33,1,2016-09-03 12:00:00,2016-09-04 12:00:00,Banankoro
34,1,2016-09-12 12:00:00,2016-10-10 12:00:00,Banankoro
35,1,2018-08-21 12:00:00,2018-08-27 12:00:00,Banankoro
36,1,2018-08-30 12:00:00,2018-10-20 12:00:00,Banankoro
37,1,1980-09-15 12:00:00,1980-09-17 12:00:00,Bamako
38,1,1981-09-03 12:00:00,1981-09-10 12:00:00,Bamako
39,1,1985-09-24 12:00:00,1985-09-25 12:00:00,Bamako
40,1,1994-09-17 12:00:00,1994-10-26 12:00:00,Bamako
41,1,1995-09-01 12:00:00,1995-09-02 12:00:00,Bamako
42,1,1995-09-09 12:00:00,1995-10-14 12:00:00,Bamako
43,1,1996-09-25 12:00:00,1996-10-13 12:00:00,Bamako
44,1,1997-09-13 12:00:00,1997-10-01 12:00:00,Bamako
45,1,1998-09-08 12:00:00,1998-09-17 12:00:00,Bamako
46,1,1998-09-21 12:00:00,1998-10-13 12:00:00,Bamako
47,1,1999-09-21 12:00:00,1999-09-30 12:00:00,Bamako
48,1,2000-09-24 12:00:00,2000-09-27 12:00:00,Bamako
49,1,2000-10-03 12:00:00,2000-10-13 12:00:00,Bamako
50,1,2001-09-08 12:00:00,2001-10-10 12:00:00,Bamako
51,1,2003-08-24 12:00:00,2003-10-04 12:00:00,Bamako
52,1,2005-10-01 12:00:00,2005-10-13 12:00:00,Bamako
53,1,2006-09-22 12:00:00,2006-09-23 12:00:00,Bamako
54,1,2006-09-28 12:00:00,2006-09-30 12:00:00,Bamako
55,1,2007-09-01 12:00:00,2007-09-25 12:00:00,Bamako
56,1,2008-08-24 12:00:00,2008-10-13 12:00:00,Bamako
57,1,2009-09-07 12:00:00,2009-10-03 12:00:00,Bamako
58,1,2010-09-14 12:00:00,2010-09-22 12:00:00,Bamako
59,1,2012-09-23 12:00:00,2012-10-01 12:00:00,Bamako
60,1,2013-08-24 12:00:00,2013-09-30 12:00:00,Bamako
61,1,2016-09-16 12:00:00,2016-09-24 12:00:00,Bamako
62,1,2016-10-02 12:00:00,2016-10-05 12:00:00,Bamako
63,1,2018-08-22 12:00:00,2018-08-28 12:00:00,Bamako
