,admin_unit,TP,FP,FN,POD,FAR,precision,recall,f1,admin_unit_NAME
4,ML0204,1,0,0,1.0,0.0,1.0,1.0,1.0,KATI
2,ML0301,2,0,1,0.667,0.0,1.0,0.667,0.8,BOUGOUNI
1,ML0303,1,0,1,0.5,0.0,1.0,0.5,0.667,KOLONDIEBA
3,ML0305,1,0,1,0.5,0.0,1.0,0.5,0.667,BIRAMABOUGOU
5,ML0402,1,0,0,1.0,0.0,1.0,1.0,1.0,BLA
6,ML0406,0,1,1,0.0,1.0,0.0,0.0,0.0,SEGOU
7,ML0901,1,0,0,1.0,0.0,1.0,1.0,1.0,BAMAKO
0,total,7,1,4,0.636,0.125,0.875,0.636,0.737,
