,identifier,TP,FP,FN,POD,FAR,precision,recall,f1
3,Bafing Makana,0,0,1,0.0,0.0,0.0,0.0,0.0
8,Bamako,1,0,0,1.0,0.0,1.0,1.0,1.0
6,Banankoro,1,0,1,0.5,0.0,1.0,0.5,0.667
4,Bougouni,3,0,1,0.75,0.0,1.0,0.75,0.857
9,Douna,2,0,0,1.0,0.0,1.0,1.0,1.0
5,Koulikoro,1,0,0,1.0,0.0,1.0,1.0,1.0
1,Mopti,1,0,1,0.5,0.0,1.0,0.5,0.667
2,Pankourou,2,0,0,1.0,0.0,1.0,1.0,1.0
7,Sofara,2,0,1,0.667,0.0,1.0,0.667,0.8
0,total,13,0,5,0.722,0.0,1.0,0.722,0.839
