,identifier,TP,FP,FN,POD,FAR,precision,recall,f1
0,Ansongo,1,0,1,0.5,0.0,1.0,0.5,0.667
1,Bamako,1,0,0,1.0,0.0,1.0,1.0,1.0
2,Banankoro,1,0,0,1.0,0.0,1.0,1.0,1.0
3,Bougouni,1,0,0,1.0,0.0,1.0,1.0,1.0
4,Douna,1,0,1,0.5,0.0,1.0,0.5,0.667
5,Koulikoro,1,0,0,1.0,0.0,1.0,1.0,1.0
6,Mopti,1,0,1,0.5,0.0,1.0,0.5,0.667
7,Pankourou,1,0,1,0.5,0.0,1.0,0.5,0.667
8,Sofara,2,0,2,0.5,0.0,1.0,0.5,0.667
9,total,10,0,6,0.625,0.0,1.0,0.625,0.769
