gauge_id,latitude,longitude,area
hybas_1120040380,16.552083333332178,-4.918750000002717,78587.7
hybas_1120040400,19.314583333332052,-3.122916666669539,70156.4
hybas_1120040850,18.51041666666555,-2.4645833333361225,22027.9
hybas_1120040860,17.46041666666548,-2.672916666669437,22021.0
hybas_1120040960,20.702083333332098,-5.006250000002808,16957.2
hybas_1120041000,21.49791666666539,-5.406250000002842,16397.5
hybas_1120041110,20.58541666666548,-4.0979166666693345,14746.8
hybas_1120041220,21.227083333332132,-5.510416666669414,13623.3
hybas_1120041500,21.110416666665515,-0.7062500000028535,9910.1
hybas_1120041510,16.789583333332246,-2.6395833333361907,9909.2
hybas_1120041580,22.435416666665446,-3.539583333336111,9702.7
hybas_1120041680,20.689583333332223,-5.339583333336009,9148.4
hybas_1120041690,23.072916666665492,-6.010416666669471,9121.8
hybas_1120041720,20.785416666665355,-4.297916666669494,8892.7
hybas_1120041730,17.377083333332223,-2.860416666669437,8859.0
hybas_1120041740,21.064583333332052,-1.5895833333362361,8798.1
hybas_1120041750,22.627083333332052,-4.060416666669482,8798.1
hybas_1120041830,20.91874999999885,-4.64791666666946,8351.6
hybas_1120041980,20.47291666666547,-1.1979166666695278,7914.8
hybas_1120042050,22.860416666665515,-5.110416666669437,7669.1
hybas_1120042420,24.568749999998715,-5.431250000002763,6697.2
hybas_1120042510,20.70624999999876,0.6645833333304267,6481.1
hybas_1120042530,22.48124999999868,-3.6479166666694027,6438.0
hybas_1120042770,21.489583333332178,-1.3645833333362134,5755.9
hybas_1120042790,22.593749999998863,-2.8020833333362134,5728.9
hybas_1120043450,20.86041666666557,-1.2062500000028535,4452.8
hybas_1120043480,24.7354166666654,-4.814583333336145,4369.2
hybas_1120043500,21.73958333333212,-5.46041666666946,4293.9
hybas_1120043640,17.010416666665492,-3.0562500000028194,4179.2
hybas_1120043860,18.010416666665435,-2.3437500000027853,3986.2
hybas_1120043950,16.910416666665526,-3.760416666669471,3882.4
hybas_1120044090,20.82708333333221,-5.560416666669369,3715.0
hybas_1120044230,21.606249999998795,-0.14791666666945957,3572.0
hybas_1120044610,19.752083333332223,-0.9854166666695505,3147.0
hybas_1120044720,20.885416666665492,-1.6062500000028876,3060.6
hybas_1120044830,20.06458333333211,-1.972916666669562,2975.7
hybas_1120044840,21.59374999999875,-0.752083333336202,2958.0
hybas_1120044990,21.060416666665446,0.8312499999971124,2822.9
hybas_1120045360,21.214583333332087,-1.4437500000027512,2549.5
hybas_1120045740,20.743749999998727,-5.060416666669482,2362.9
hybas_1120045850,21.535416666665412,-4.95625000000274,2289.8
hybas_1120046050,19.610416666665458,-0.9145833333361679,2194.2
hybas_1120046360,20.652083333332087,-3.8729166666694823,2074.8
hybas_1120046390,21.84791666666547,-0.6979166666695278,2050.4
hybas_1120046500,17.181249999998954,-2.9895833333361566,2018.8
hybas_1120046730,22.560416666665503,-5.1770833333361,1942.4
hybas_1120046850,24.5479166666654,-5.014583333336134,1890.8
hybas_1120046940,21.139583333332098,-4.781250000002785,1876.0
hybas_1120047090,19.077083333332155,-0.8979166666695164,1802.5
hybas_1120047200,19.089583333332257,0.17708333333041537,1774.8
hybas_1120047560,24.5479166666654,-5.239583333336043,1676.8
hybas_1120047780,23.53124999999875,-5.5270833333361225,1616.5
hybas_1120047850,19.597916666665583,-1.602083333336168,1586.0
hybas_1120047950,19.897916666665424,-1.1145833333361566,1563.7
hybas_1120048030,18.752083333332223,-2.5479166666694937,1552.0
hybas_1120048330,17.81874999999883,-0.47291666666950505,1477.0
hybas_1120048360,24.122916666665503,-3.977083333336168,1471.4
hybas_1120048860,20.697916666665492,-0.6104166666695505,1361.2
hybas_1120048940,24.318749999998772,-5.564583333336088,1333.6
hybas_1120048990,21.15624999999875,-2.3645833333360997,1324.7
hybas_1120049110,23.085416666665537,-6.2187500000027285,1300.5
hybas_1120049520,23.5479166666654,-5.322916666669471,1231.8
hybas_1120049560,20.08124999999876,-1.097916666669562,1225.0
hybas_1120049610,18.65624999999892,-0.13958333333613382,1212.9
hybas_1120049670,21.01458333333221,-5.197916666669414,1199.0
hybas_1120050020,19.393749999998875,-1.1895833333360883,1142.8
hybas_1120050050,23.618749999998784,-4.943750000002751,1135.6
hybas_1120050280,23.218749999998863,-6.064583333336088,1083.3
hybas_1120050400,15.468749999998977,-6.972916666669448,1061.0
hybas_1120050420,18.256249999998943,-0.16875000000288765,1059.2
hybas_1120050670,22.768749999998818,-5.610416666669437,1030.7
hybas_1120050720,19.464583333332257,-0.3729166666694823,1022.9
hybas_1120050740,22.956249999998818,-4.747916666669482,1018.7
hybas_1120050800,19.710416666665424,-1.8354166666695164,1009.2
hybas_1120050910,19.03124999999892,0.03958333333042674,997.1
hybas_1120050930,23.63124999999866,-6.043750000002774,993.0
hybas_1120050940,22.931249999998727,-5.252083333336145,991.8
hybas_1120051080,23.714583333332143,-3.8979166666695164,975.6
hybas_1120051140,19.01458333333204,4.09791666666365,969.8
hybas_1120051380,19.26041666666555,0.23958333333052906,931.1
hybas_1120051450,23.552083333332064,-3.7437500000028194,923.2
hybas_1120051820,21.247916666665446,-2.285416666669448,882.2
hybas_1120051880,24.3604166666654,-4.081250000002797,875.3
hybas_1120052070,21.76458333333221,-1.7729166666695164,849.8
hybas_1120052260,24.24791666666539,-6.110416666669437,828.4
hybas_1120052520,24.66874999999868,-4.952083333336134,810.7
hybas_1120052620,18.893749999998818,0.1437499999971692,802.2
hybas_1120052680,24.935416666665503,-5.64791666666946,791.6
hybas_1120052820,19.035416666665526,-0.47708333333622477,778.2
hybas_1120052880,23.039583333332075,-4.106250000002831,772.7
hybas_1120052920,18.960416666665537,-1.3020833333361566,767.4
hybas_1120052930,19.597916666665583,0.18958333333046085,766.3
hybas_1120052960,22.964583333332087,-5.897916666669403,763.0
hybas_1120053100,22.997916666665446,-2.760416666669414,755.1
hybas_1120053120,23.622916666665446,-5.1145833333361,754.1
hybas_1120053260,22.402083333332087,-1.4645833333362361,738.5
hybas_1120053300,22.556249999998727,-3.8687500000027626,736.1
hybas_1120053530,19.843749999998693,-2.0270833333361793,721.0
hybas_1120053610,23.13958333333204,-4.602083333336111,715.5
hybas_1120053650,22.031249999998863,-1.5020833333361452,713.3
hybas_1120053860,22.91458333333219,-3.8145833333360883,697.7
hybas_1120053950,22.185416666665503,-1.7479166666694823,688.0
hybas_1120054000,15.206249999998931,-7.302083333336043,687.0
hybas_1120054250,23.5479166666654,-2.8979166666694596,658.3
hybas_1120054290,17.252083333332166,2.989583333330472,654.3
hybas_1120054360,23.268749999998704,-5.152083333336066,649.7
hybas_1120054440,18.1520833333322,4.177083333330472,643.8
hybas_1120054540,23.59791666666547,-4.085416666669516,636.7
hybas_1120054680,19.460416666665424,-1.7395833333362134,629.9
hybas_1120054720,22.885416666665435,-3.5770833333361907,627.8
hybas_1120054790,23.789583333332132,-3.572916666669471,623.6
hybas_1120054800,23.647916666665367,-4.14791666666946,622.4
hybas_1120054820,23.077083333332098,-3.222916666669505,621.8
hybas_1120055100,15.456249999998875,-7.135416666669471,605.5
hybas_1120055220,23.185416666665446,-5.039583333336168,596.8
hybas_1120055690,23.722916666665355,-4.252083333336145,574.9
hybas_1120055730,15.322916666665606,-7.1854166666694255,573.4
hybas_1120055800,23.697916666665435,-4.64375000000274,568.6
hybas_1120055930,23.218749999998863,-2.664583333336111,557.9
hybas_1120055950,22.939583333332166,-5.514583333336134,557.8
hybas_1120055960,18.8604166666654,0.26041666666384344,557.2
hybas_1120056090,21.647916666665424,-4.777083333336066,550.5
hybas_1120056180,23.372916666665503,-3.435416666669539,544.8
hybas_1120056500,23.24791666666539,-3.5270833333361225,523.8
hybas_1120056550,18.45208333333221,-0.30625000000281943,522.4
hybas_1120056610,18.735416666665515,-0.7729166666695164,520.1
hybas_1120056820,19.55208333333212,-1.2479166666694823,508.9
hybas_1120056830,22.81458333333211,-3.168750000002831,508.8
hybas_1120056900,15.397916666665594,-7.802083333336043,502.2
hybas_1120056960,23.210416666665424,-5.6229166666694255,500.8
hybas_1120057050,23.14791666666548,-3.318750000002808,495.0
hybas_1120057200,21.547916666665458,0.2437499999971351,486.4
hybas_1120057230,21.327083333332098,0.4187499999970896,485.9
hybas_1120057300,19.79374999999885,-1.9062500000028422,481.2
hybas_1120057510,22.843749999998806,-5.889583333336134,469.4
hybas_1120057520,22.87291666666539,-2.352083333336111,467.8
hybas_1120057590,21.35624999999885,-0.43541666666953915,463.8
hybas_1120057610,15.147916666665651,-7.822916666669357,462.7
hybas_1120057670,23.043749999998738,-5.727083333336168,460.8
hybas_1120057880,23.285416666665412,-4.877083333336088,448.7
hybas_1120057970,23.15624999999875,-4.45625000000274,445.0
hybas_1120057980,21.197916666665378,-0.1854166666694823,444.2
hybas_1120058110,15.177083333332178,-6.989583333336043,437.1
